commercial_area,total_sales,total_shops,avg_sales_per_shop
말미고개,18791031895.0,2556.0,7351733.9182
중랑역 2번,2772164079.0,378.0,7333767.4048
신월3동주민센터,23540894564.0,3216.0,7319929.9017
방학역 1번,53176401374.0,7266.0,7318524.8244
KT금천빌딩(금천구시설관리공단),8954299158.0,1224.0,7315603.8873
신월3동 골목시장,1711786355.0,234.0,7315326.3034
강북종합전통시장(강북종합골목시장),41869464892.0,5724.0,7314721.3298
국립정신건강센터,17113638853.0,2340.0,7313520.8774
온수역 1번,874377336.0,120.0,7286477.8
묘곡초등학교(고덕아이파크아파트),27593051873.0,3792.0,7276648.7007
서대문우체국,2575705165.0,354.0,7276003.291
사가정시장,41443912812.0,5700.0,7270861.8968
선사초등학교,914020910.0,126.0,7254134.2063
고속터미널(고속터미널역),281013388847.0,38748.0,7252332.7358
미림여고,1345923348.0,186.0,7236147.0323
동대문역 1번,10374334828.0,1434.0,7234543.1158
경성고등학교,34085740204.0,4722.0,7218496.443
난우중학교,7100941570.0,984.0,7216404.0346
동묘앞역 3번,1861604258.0,258.0,7215520.3798
화곡초등학교,11454619416.0,1590.0,7204163.1547
공릉동 국수거리,41851933443.0,5820.0,7191053.8562
돌곶이역 1번,7112557565.0,990.0,7184401.5808
마곡역(마곡),58121304123.0,8094.0,7180788.7476
서대문구보건소별관,6978948589.0,972.0,7179988.2603
독산역 1번 출입구,2495393561.0,348.0,7170671.1523
성원중학교,58306708614.0,8148.0,7155953.4381
신정역 1번,4420429488.0,618.0,7152798.5243
사당5동주민센터,3561227758.0,498.0,7151059.755
우리은행체육관,5134047005.0,720.0,7130620.8403
영동초등학교,8836548300.0,1242.0,7114773.1884
성원어린이공원,7213147115.0,1014.0,7113557.3126
이대역 5번,13056021530.0,1842.0,7087959.5711
문성초등학교,36133052708.0,5100.0,7084912.2957
성자초등학교,13503255471.0,1908.0,7077177.9198
동의보감타워,8937133484.0,1266.0,7059347.1438
오류지구대,3132795099.0,444.0,7055844.8176
화곡역 4번,46272162785.0,6558.0,7055834.5204
광운대역 1번,14515059531.0,2058.0,7052992.9694
장미원골목시장,10362224213.0,1470.0,7049132.1177
용마문화복지센터,6638807172.0,942.0,7047566.0
삼선중학교,18616176961.0,2646.0,7035592.1999
둔촌고등학교(둔촌중학교),5950825420.0,846.0,7034072.6005
동대문역,40367652294.0,5748.0,7022904.0177
한양대역 4번,1683718253.0,240.0,7015492.7208
상봉역 4번,32946706012.0,4698.0,7012921.6713
성내전통시장,15348163215.0,2190.0,7008293.7055
숙대입구역 1번,10751265347.0,1536.0,6999521.7103
전농중학교,13303568844.0,1902.0,6994515.6909
연희파출소,7845894347.0,1122.0,6992775.7103
수유동우체국,7108940568.0,1020.0,6969549.5765
서울과학기술대,8589901485.0,1236.0,6949758.483
가산동우체국,17219067654.0,2478.0,6948776.293
연남동(홍대),289763547107.0,41730.0,6943770.5993
구로역,589433150772.0,85266.0,6912874.4256
후암동주민센터,30685822036.0,4440.0,6911221.1793
미아역 8번,13554209760.0,1962.0,6908363.792
남부터미널역,128587834560.0,18618.0,6906640.593
양재역 8번(양재동우체국),59468054204.0,8628.0,6892449.4905
홍남교남측,661323687.0,96.0,6888788.4063
경수초등학교,47688314938.0,6924.0,6887393.8385
이수역 9번,10238505104.0,1488.0,6880715.7957
정릉북한산국립공원입구,741893802.0,108.0,6869387.0556
어린이대공원역,72781747630.0,10596.0,6868794.6046
종암동주민센터,27207734101.0,3966.0,6860245.613
광진정말공원,25554454574.0,3726.0,6858415.0762
"황학시장(서울중앙시장, 신중앙시장)",22304621470.0,3264.0,6833523.7347
도봉구 정병원,11103240600.0,1626.0,6828561.2546
장지역(가든파이브),266952235528.0,39108.0,6826026.2741
강북중학교,12388278125.0,1818.0,6814234.3922
신촌역 6번,899114780.0,132.0,6811475.6061
성동세무서,5351892795.0,786.0,6809023.9122
조원동주민센터,3144328009.0,462.0,6805904.7814
방학중학교,26250950422.0,3864.0,6793724.2293
홍제성원아파트,733292509.0,108.0,6789745.4537
명지대학교,48033857914.0,7080.0,6784443.2082
문래소공원,2523540682.0,372.0,6783711.5108
서초중학교,7510031150.0,1110.0,6765793.8288
무학봉상점가,18987271552.0,2808.0,6761848.8433
만리재,8679277091.0,1284.0,6759561.5974
숭곡초등학교,37756829977.0,5592.0,6751936.6912
덕수교,3564355207.0,528.0,6750672.7405
KB국민은행 망원동지점,23198885570.0,3438.0,6747785.2152
서울교통공사,2872916663.0,426.0,6743935.8286
능동로골목시장,9658382848.0,1434.0,6735273.9526
혜회동주민센터,7871026759.0,1170.0,6727373.2983
고대앞사거리,6612010445.0,984.0,6719522.81
자양한강도서관,21000856259.0,3132.0,6705254.2334
대방역 4번,2326502868.0,348.0,6685353.069
양재화물트럭터미널앞,21408667919.0,3204.0,6681856.4042
대진고등학교,7610007892.0,1140.0,6675445.5193
한성대입구역 3번,19795729388.0,2970.0,6665228.7502
중곡3동주민센터,25825560231.0,3888.0,6642376.6026
대림1동주민센터,10997969841.0,1656.0,6641286.1359
삼각지역,39332148935.0,5928.0,6634977.8905
영동교골목시장,3895716451.0,588.0,6625368.1139
용두사거리,1748945167.0,264.0,6624792.2992
신정네거리역 4번,2741509345.0,414.0,6622003.2488
망우본동주민센터,27176672295.0,4104.0,6621996.1732
성신여대운정그린캠퍼스,27165381680.0,4110.0,6609581.9173
서울남부지방법원,50174380311.0,7614.0,6589753.1273
난향초등학교,3900919479.0,594.0,6567204.5101
오금역,33922378602.0,5166.0,6566468.9512
암사역 2번(서울강동초등학교),49575124628.0,7560.0,6557556.1677
면목역 3번,15091784744.0,2316.0,6516314.6563
수유1동주민센터,15869819965.0,2436.0,6514704.4191
샤로수길,69542796892.0,10698.0,6500541.8669
상수역 4번,11535508436.0,1776.0,6495218.714
경리단길남측,29909861946.0,4614.0,6482414.8127
효창동주민센터,4467858355.0,690.0,6475157.0362
증산역 4번,13199526807.0,2040.0,6470356.2779
암사역 3번(천호동자전거거리),24871085773.0,3852.0,6456668.1654
신당역 3번,24074010158.0,3732.0,6450699.3992
석관중앙교회,9248477457.0,1434.0,6449426.3996
금천해태공원,9943635592.0,1548.0,6423537.2041
미아사거리역 3번,6815200752.0,1062.0,6417326.5085
영천시장입구,3617692021.0,564.0,6414347.555
서울국제고등학교,10201395697.0,1596.0,6391851.9405
신길2동우편취급국,9468764642.0,1482.0,6389179.9204
삼성동 시장(삼성동시장),9884509036.0,1548.0,6385341.7545
신길3동주민센터,19899595097.0,3120.0,6378075.3516
역삼역 8번,4802320811.0,756.0,6352276.205
강남구청역 4번,7274963651.0,1146.0,6348135.8211
상도4동주민센터,6885645265.0,1086.0,6340373.1722
난우초등학교,16356513267.0,2586.0,6325024.4652
덕성여대시반거리,8912399882.0,1410.0,6320850.9801
천호지구대(천호동자전거거리),15431016348.0,2442.0,6319007.5135
영신여고,14438706214.0,2286.0,6316144.4506
개봉1동주민센터,35088239846.0,5556.0,6315377.942
연희대우아파트앞,14764279087.0,2340.0,6309520.9774
증산역 3번,17513906851.0,2778.0,6304502.1062
돌곶이역 5번,14330878707.0,2274.0,6302057.4789
정곡초등학교,452650907.0,72.0,6286818.1528
군자초등학교,905148855.0,144.0,6285755.9375
세종대왕기념관교차로,866818205.0,138.0,6281291.3406
독산동성당,27831641055.0,4434.0,6276869.8816
동묘시장(동묘벼룩시장),13573636934.0,2166.0,6266683.7184
남성역 1번,33402704027.0,5334.0,6262224.227
동문시장,20966901565.0,3354.0,6251312.333
포이초등학교(개포목련어린이공원),18304827796.0,2940.0,6226131.9034
포방터시장,11015754759.0,1770.0,6223590.2593
구파발역,28754563133.0,4632.0,6207807.2394
광진초등학교,8529435794.0,1374.0,6207740.7525
제일시장,52498160646.0,8484.0,6187902.0092
국립국악고등학교,6041603766.0,978.0,6177508.9632
시흥3동 우편취급국,444428240.0,72.0,6172614.4444
석촌고분역 4번,16250591764.0,2634.0,6169548.8853
목동센트럴아이파크앞,8139266312.0,1320.0,6166110.8424
용두동신동아아파트,12319645664.0,1998.0,6165988.8208
강북문화예술회관,7688010586.0,1248.0,6160264.8926
공항시장역 1번,18759139689.0,3048.0,6154573.3888
성신여대입구역 4번,13993476937.0,2274.0,6153683.7894
고려대역 6번,11841563313.0,1926.0,6148267.5561
홍릉시장,11386467685.0,1854.0,6141568.3306
평창동동측,2282305763.0,372.0,6135230.5457
금천구청역 1번 출입구,16493682330.0,2694.0,6122376.5145
강남세브란스병원미래의학연구센터,1248857473.0,204.0,6121850.3578
구남초등학교,4148198189.0,678.0,6118286.4145
옥수역 6번,12910603355.0,2112.0,6112975.0734
전농119안전센터,989409379.0,162.0,6107465.3025
송중동주민센터,7869029547.0,1290.0,6100022.9047
면목역 1번,7718013779.0,1266.0,6096377.3926
화랑대역 7번,3239024620.0,534.0,6065589.176
성신여대입구역 7번,7349342777.0,1212.0,6063814.1724
서일대학교,27393653465.0,4518.0,6063225.6452
신월1동우편취급국,17927732453.0,2958.0,6060761.4784
돌곶이시장(석관황금시장),8290781766.0,1368.0,6060512.9868
고분다리전통시장,8096410633.0,1338.0,6051129.0232
종암아이파크2차,14958254585.0,2472.0,6051073.8612
이경시장,1596074443.0,264.0,6045736.5265
목동신시가지,267574911189.0,44304.0,6039520.3862
동대문역 3번,2608684365.0,432.0,6038621.2153
미성동주민센터,8656775711.0,1434.0,6036803.1457
연신내역 5번,15249177191.0,2532.0,6022581.829
발산역(마곡),253576573667.0,42180.0,6011772.728
성남고등학교,16796782768.0,2796.0,6007433.0358
공덕래미안3차아파트,4576264155.0,762.0,6005596.0039
신월문화체육센터,17280269237.0,2880.0,6000093.4851
흑석시장,3019707949.0,504.0,5991484.0258
남구로역 3번,44913353296.0,7500.0,5988447.1061
오류2동버들시장,39238876045.0,6576.0,5966982.3669
수송초등학교,31886390571.0,5364.0,5944517.2578
장미제일시장(중화동제일시장),5989221270.0,1008.0,5941687.7679
서울서부지방법원,22636629728.0,3822.0,5922718.4008
경복고등학교,1842874671.0,312.0,5906649.5865
대림역 2번,20671971819.0,3504.0,5899535.3365
구로보건소,41960106791.0,7134.0,5881708.269
목동로데오거리,8994563068.0,1530.0,5878799.3908
신용산역(용산역),178560451077.0,30432.0,5867522.7089
경신고등학교,4958698343.0,846.0,5861345.5591
선유도역 1번,53969830691.0,9216.0,5856101.4205
돈의문센트레빌아파트입구,2248695339.0,384.0,5855977.4453
화양사거리,23726604349.0,4056.0,5849754.5239
구로창업지원센터,8365463374.0,1434.0,5833656.4672
우리은행응암동지점,9797643428.0,1680.0,5831930.6119
서울시인재개발원,663982226.0,114.0,5824405.4912
구의역 4번,37905601702.0,6528.0,5806617.9078
문정역,223192867743.0,38442.0,5805963.991
영등포푸르지오아파트,11800893732.0,2034.0,5801815.9941
회기역 1번,2225731834.0,384.0,5796176.651
경리단길북측,29413186562.0,5088.0,5780893.5853
동교초등학교,22064052327.0,3822.0,5772907.4639
오거리공원,31593609782.0,5478.0,5767362.1362
서울북부고용노동지청,2663924983.0,462.0,5766071.3918
천호역 1번(천호문구완구거리),5670638452.0,984.0,5762843.9553
한국폴리텍대학서울정수캠퍼스,6391542135.0,1110.0,5758146.0676
"신월7동 골목시장(약수시장, 우성상가)",2798006598.0,486.0,5757215.2222
금천금빛공원(은행나무사거리서측),7740169744.0,1350.0,5733459.0696
수유초등학교,12585478319.0,2208.0,5699944.8909
이문제일시장,681334165.0,120.0,5677784.7083
굽은다리역 2번,7962093898.0,1404.0,5671007.0499
영등포청과시장교차로,18815007072.0,3318.0,5670586.821
건대입구역 6번,34191088867.0,6030.0,5670163.9912
광진구청,5782638963.0,1020.0,5669253.8853
강북북부골목시장,4889716703.0,864.0,5659394.3322
낙성대역 1번(관악구민 종합체육센터),13718028754.0,2424.0,5659252.7863
서강대역 1번,22284112324.0,3942.0,5652996.5307
구립대학경로당(관악산샘말공원),43444623595.0,7692.0,5648026.9884
성수119안전센터,21103716945.0,3738.0,5645724.1693
내방역 4번,7526149868.0,1338.0,5624925.1629
가오리역 2번,5936722283.0,1056.0,5621896.1013
곰달래도서관,19812586477.0,3534.0,5606278.0071
신성초등학교,16169447900.0,2886.0,5602719.3001
남구로역 2번,39561451133.0,7062.0,5602018.0024
어린이대공원역 4번,3356089197.0,600.0,5593481.995
관악우성아파트,6876266917.0,1230.0,5590460.9081
오산고등학교,6369464127.0,1140.0,5587249.2342
어린이대공원역 3번,7100055035.0,1272.0,5581804.2728
응암정보도서관,40186718266.0,7206.0,5576841.2803
광산사거리,6713483557.0,1206.0,5566735.9511
영등포구청역 2번,16688978998.0,3000.0,5562992.9993
홍익대,4672375928.0,840.0,5562352.2952
푸른들청소년도서관,34023915405.0,6120.0,5559463.3015
청룡동주민센터,6903068875.0,1242.0,5558026.4694
홍대부속여중고앞,23176672333.0,4176.0,5549969.4284
명지대학교교회,25584755887.0,4620.0,5537825.9496
상도도깨비 골목형상점가,2056637205.0,372.0,5528594.6371
둔촌동역 1번(한산중학교),30768554445.0,5574.0,5520013.3558
삼양사거리역 1번,3475019914.0,630.0,5515904.6254
대치동아우편취급국,8730051059.0,1584.0,5511395.8706
공항시장역 3번,6509899211.0,1182.0,5507528.9433
신흥시장,4636958945.0,846.0,5481038.9421
선정중학교,6937406368.0,1266.0,5479783.861
석촌역 3번,34718850755.0,6342.0,5474432.4748
응암시장(신응암시장),3972089466.0,726.0,5471197.6116
오류동역 3번,9917935241.0,1818.0,5455409.9235
창2동주민센터,19180851224.0,3528.0,5436749.2132
국립재활원,1434469584.0,264.0,5433596.9091
노원역 9번,6709176506.0,1236.0,5428136.3317
쌍문초등학교,10906951204.0,2010.0,5426343.8826
미아역 5번,7813182271.0,1440.0,5425821.0215
새터산,6790912047.0,1254.0,5415400.3565
길상사,259923609.0,48.0,5415075.1875
개화산역 1번,6924237159.0,1284.0,5392708.0678
석촌중학교(방이육교),3426665126.0,636.0,5387838.2484
구의1동주민센터,31608826061.0,5868.0,5386643.8413
홍제역 2번,6555034768.0,1218.0,5381801.9442
구산역 1번,22576630079.0,4200.0,5375388.114
노량진초등학교,5286091832.0,984.0,5372044.5447
신창초등학교,40168886726.0,7482.0,5368736.5311
보문역 8번,8666026864.0,1620.0,5349399.2988
구로디지털단지역 4번,33551263779.0,6276.0,5345962.9986
화곡역 2번,11646079784.0,2184.0,5332454.1136
삼선동주민센터,15964374909.0,2994.0,5332122.5481
중랑노인종합복지관,23321745859.0,4374.0,5331903.4886
문래중학교,3122717377.0,588.0,5310743.8384
창덕궁,10852745627.0,2046.0,5304372.2517
석계역 2번,7603391741.0,1434.0,5302225.7608
백련산해모로아파트,8805746964.0,1662.0,5298283.3718
신사1동주민센터,18324456674.0,3462.0,5293026.1912
"이화여대 3,5,7길 상점가",44302600903.0,8400.0,5274119.1551
성동초등학교,5017722905.0,954.0,5259667.6153
텃골근린공원,7282495184.0,1386.0,5254325.5296
서울숲역,7975950467.0,1518.0,5254249.3195
종로4가,63430496749.0,12078.0,5251738.4293
중곡1동 마을마당,10355178518.0,1974.0,5245784.4569
경의선책거리,54394211612.0,10386.0,5237262.8165
중앙고등학교,6807010520.0,1302.0,5228118.679
세검정,3347548368.0,642.0,5214249.7944
장위1동주민센터,2565285135.0,492.0,5213994.1768
녹번동근린공원,3031236130.0,582.0,5208309.5017
수유중앙골목시장(수유중앙시장),8852616453.0,1704.0,5195197.4489
영등포시장역 1번,6605757486.0,1272.0,5193205.5708
애오개역 3번,1370261399.0,264.0,5190384.0871
상수역(홍대),59771546805.0,11556.0,5172338.7682
동남상가,3886390583.0,756.0,5140728.2844
성균관대학교,9826934092.0,1914.0,5134239.3375
역촌노인복지관,17674666519.0,3456.0,5114197.4881
자양4동주민센터,16999541662.0,3324.0,5114182.2088
서울공연예술고등학교,3487767308.0,684.0,5099075.0117
이북5도청사,2287781307.0,450.0,5083958.46
당곡중학교,24557436310.0,4836.0,5078047.2105
수유시장옆,7550200229.0,1488.0,5074059.2937
가리봉시장,7656066081.0,1512.0,5063535.7679
촬영소사거리,7580737967.0,1500.0,5053825.3113
미성동 도깨비시장 골목형상점가,7941543184.0,1572.0,5051872.2545
홍제3동주민센터,14961068128.0,2964.0,5047593.8354
강동구립성내도서관,16984648442.0,3366.0,5045944.2787
영등포시장역 4번,3601822551.0,714.0,5044569.3992
대림역 5번,12181741551.0,2418.0,5037941.0881
유엔빌리지길,3233118470.0,642.0,5036010.0779
당고개역 5번,7125243774.0,1416.0,5031951.8178
불광역 7번,14149874164.0,2820.0,5017685.8738
면동초등학교,8462945077.0,1698.0,4984066.5942
봉천역 4번(봉천110안전센터),8417295610.0,1692.0,4974760.9988
목동보건지소,29452607045.0,5934.0,4963364.8542
증산3교남측,357360385.0,72.0,4963338.6806
성산중학교,19918769211.0,4014.0,4962324.1682
대원고등학교,3894038028.0,786.0,4954246.855
Sh수협은행 오금동금융센터(아랫말어린이공원),1839185866.0,372.0,4944048.0269
망우역 2번,14524263960.0,2940.0,4940225.8367
관악해태어린이공원,5835614007.0,1182.0,4937067.6878
신길동홍어거리,2275734836.0,462.0,4925832.9784
창동역 2번,19499654231.0,3960.0,4924155.1088
대림차이나타운(대림역 12번),5070621477.0,1032.0,4913392.9041
예일여고,5736898546.0,1170.0,4903332.0906
한영중고,21354264919.0,4362.0,4895521.5312
면곡골목시장,2371134339.0,486.0,4878877.2407
시립서북병원,24113377834.0,4944.0,4877301.3418
영등포구청역 6번,7136732112.0,1464.0,4874817.0164
연신내역 7번,15072692318.0,3096.0,4868440.6712
숭례문수입상가(남대문시장),16699152481.0,3432.0,4865720.4199
중곡초등학교,11939959281.0,2454.0,4865509.0795
한겨레신문사,3442747232.0,708.0,4862637.3333
자하문터널,4550805981.0,936.0,4861972.2019
경희대삼거리,19612476531.0,4038.0,4856977.8432
세명컴퓨터고등학교,3284779597.0,678.0,4844807.6652
아래방죽마을공원(율현초등학교),1711458193.0,354.0,4834627.6638
미아초등학교,2753537817.0,570.0,4830768.1
양지어린이공원,10429018181.0,2160.0,4828249.1579
양재근린공원(양재2동주민센터),665897231.0,138.0,4825342.2536
청담삼익시장,7411274932.0,1536.0,4825048.7839
방학1동주민센터,25079654873.0,5202.0,4821156.2616
우장산힐스테이트,4106658326.0,852.0,4820021.5094
성동구보건소,3005610688.0,624.0,4816683.7949
장곡초등학교,11540357751.0,2400.0,4808482.3963
청구역 1번,10273469073.0,2148.0,4782806.831
동대문경찰서,975018301.0,204.0,4779501.4755
계남근린공원,886927846.0,186.0,4768429.2796
오금공원(오주중학교),5398663606.0,1134.0,4760726.284
영등포본동주민센터,342519994.0,72.0,4757222.1389
길음시장,5251135781.0,1104.0,4756463.5697
국민대학교앞,2767972567.0,582.0,4755966.61
정원여중,484405734.0,102.0,4749075.8235
해방촌예술마을,7574823283.0,1596.0,4746129.8766
신월4동주민센터,14611883483.0,3090.0,4728764.8812
가좌역 2번,7298598491.0,1548.0,4714856.9063
우면주공아파트,10065191776.0,2142.0,4698969.0831
상계5동주민센터,30151087634.0,6420.0,4696431.0956
회기시장,10453660066.0,2226.0,4696163.5517
평창동서측,8712331580.0,1860.0,4684049.2366
공항고등학교,4991821536.0,1068.0,4673990.2022
마포구청역 7번,16071032892.0,3474.0,4626088.9154
연신초등학교,4103663444.0,888.0,4621242.6171
장위전통시장,7204290415.0,1560.0,4618134.8814
공항시장,2793892097.0,606.0,4610382.9983
난곡중학교,4643679063.0,1008.0,4606824.4673
영락고등학교,12022378641.0,2610.0,4606275.3414
까치산역 4번,35508459537.0,7734.0,4591215.3526
논현초등학교,21819712049.0,4770.0,4574363.113
시립대앞사거리,3372651021.0,738.0,4569987.8333
전곡마을마당공원,12011421354.0,2640.0,4549780.8159
중곡역 3번,16726261399.0,3678.0,4547651.2776
우이천 계성교,9209278423.0,2028.0,4541064.3111
암사역 1번,22009782761.0,4860.0,4528761.885
홍은종합사회복지관,6244746269.0,1380.0,4525178.4558
롯데백화점(시청광장 지하쇼핑센터),104824723498.0,23226.0,4513249.0958
금호삼성래미안아파트,7527086815.0,1680.0,4480408.8185
구산역 2번,5240058873.0,1170.0,4478682.7974
배화여자대학교(박노수미술관),18812459330.0,4206.0,4472767.3157
당산반도유보라팰리스아파트,6380495516.0,1428.0,4468134.1148
인헌고등학교(인헌중학교),5655952124.0,1266.0,4467576.7172
신월중학교,4792911657.0,1074.0,4462673.7961
신월시영아파트중문,2622869936.0,588.0,4460663.1565
동화동 골목형상점가,14761112776.0,3312.0,4456857.7222
GS강동자이아파트,10399623810.0,2334.0,4455708.5733
남부초등학교,5050634184.0,1134.0,4453822.0317
경문고등학교(동작동성당),2131188712.0,480.0,4439976.4833
도곡2동주민센터(대치중학교),399286729.0,90.0,4436519.2111
수일시장,2314282193.0,522.0,4433490.7912
성수1가1동주민센터,4494494337.0,1014.0,4432440.1746
논현2동주민센터,15934723079.0,3600.0,4426311.9664
시흥초등학교(시흥1동우체국),12846602064.0,2910.0,4414639.8845
청담근린공원,634609380.0,144.0,4407009.5833
NH농협은행 보광동지점,3031005495.0,690.0,4392761.587
상왕십리역 6번,4133167646.0,942.0,4387651.4289
서연중학교,5755107585.0,1320.0,4359929.9886
신방화역 8번,3750941439.0,864.0,4341367.4063
신동시장,885321016.0,204.0,4339808.902
성수2가3동주민센터,2523571326.0,582.0,4336033.2062
국제신학대학원대학교(남서울중학교),5998369545.0,1386.0,4327827.9545
답십리초등학교,13358778228.0,3090.0,4323229.2
고려대역 4번,2463438944.0,570.0,4321822.7088
연신내역 4번,15342001950.0,3552.0,4319257.3057
송정체육공원,8284312513.0,1920.0,4314746.1005
상도역 2번,4814935492.0,1116.0,4314458.3262
보라매역 2번,7358421173.0,1710.0,4303170.2766
아차산역 1번,15528944063.0,3618.0,4292134.8986
성서초등학교,9420117915.0,2196.0,4289671.1817
하나고등학교,719380724.0,168.0,4282028.119
남부터미널역 1번,4673879706.0,1092.0,4280109.6209
개봉초등학교,4112335137.0,972.0,4230797.466
망원역 1번,9979645910.0,2370.0,4210821.0591
보라매역 6번,13290997103.0,3174.0,4187459.7048
내방역 1번,1152894369.0,276.0,4177153.5109
디지털단지오거리,13700353818.0,3282.0,4174391.7788
서원동주민센터(신관중학교),2595526247.0,624.0,4159497.1907
성신여대입구역 1번,7228582512.0,1740.0,4154357.7655
양화대교북단,1792683519.0,432.0,4149730.3681
의릉,2654008685.0,642.0,4133969.9143
대동초등학교,6442920544.0,1560.0,4130077.2718
대흥동주민센터,2523125519.0,612.0,4122754.116
한성백제역 3번,14863614218.0,3612.0,4115064.8444
정릉아리랑시장,2342463224.0,570.0,4109584.6035
떡전교사거리,3446654204.0,840.0,4103159.7667
남구로역 5번,21273826779.0,5196.0,4094269.9729
신도림역,132707401699.0,32430.0,4092118.4613
상도약수골목형상점가,2008765953.0,492.0,4082857.628
신진과학기술고등학교,5142586990.0,1260.0,4081418.246
신중초등학교,3382131003.0,834.0,4055312.9532
대림한신아파트,5874828035.0,1452.0,4046024.8175
가오리역 1번,5331517529.0,1320.0,4039028.4311
우림시장,1427049572.0,354.0,4031213.4802
신사상가,1637845573.0,408.0,4014327.3848
신자초등학교,10980226502.0,2736.0,4013240.6806
보라매동주민센터(당곡고등학교),2888274884.0,720.0,4011492.8944
신길새마을금고신길4동지점,1703654412.0,426.0,3999188.7606
굽은다리역 4번,35220350913.0,8808.0,3998677.4424
신대방삼거리역 3번,3022798816.0,762.0,3966927.5801
사가정역 4번,8159687936.0,2058.0,3964862.9427
계상초등학교,14580929588.0,3684.0,3957907.0543
이태원엔틱가구거리,3083964487.0,780.0,3953800.6244
화곡2동주민센터,21581759202.0,5460.0,3952703.1505
이태원시장,11733514842.0,2982.0,3934780.2958
도림동주민센터,566511922.0,144.0,3934110.5694
창신역 4번,2473447584.0,630.0,3926107.2762
길동신동아아파트,870588834.0,222.0,3921571.3243
굽은다리역 3번,10610174020.0,2706.0,3920980.7908
면목5동주민센터,4323962793.0,1104.0,3916632.9647
금동어린이공원,5524266968.0,1416.0,3901318.4802
새절역 3번,6136689678.0,1578.0,3888903.4715
경찰병원역 3번,3797707159.0,978.0,3883136.1544
달마을공원,5993772342.0,1548.0,3871945.9574
경동고등학교,11839907029.0,3072.0,3854136.4027
화곡보람2차아파트,391575995.0,102.0,3838980.3431
충신시장옆,1934447624.0,504.0,3838189.7302
삼익패션타운(남대문시장),49080512863.0,12828.0,3826045.5927
청계천박물관,1076525006.0,282.0,3817464.5603
도림초등학교,754799117.0,198.0,3812116.7525
신곡초등학교,5851950269.0,1536.0,3809863.4564
당고개역 2번,5353370406.0,1410.0,3796716.6
난곡 골목형상점가,545668462.0,144.0,3789364.3194
미아사거리,38284445310.0,10110.0,3786789.8427
증산종합시장,1997400937.0,528.0,3782956.3201
서문여고,974074631.0,258.0,3775483.0659
홍대땡땡거리,31438235220.0,8394.0,3745322.2802
화계역 2번,605508231.0,162.0,3737705.1296
연신내역 3번,3521666547.0,948.0,3714838.1297
금천파출소,354501897.0,96.0,3692728.0938
금천철쭉어린이공원(금하마을),3522796409.0,954.0,3692658.7096
송파책박물관,1678781287.0,456.0,3681537.9101
중구회현체육센터(정화예술대남산캠퍼스),2802231360.0,768.0,3648738.75
석촌역 6번,10853384246.0,2982.0,3639632.5439
서울대입구역 8번,6545833062.0,1806.0,3624492.2824
신논현역 1번,14777644212.0,4080.0,3621971.6206
강동구립 천호도서관,7427038824.0,2052.0,3619414.6316
"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",867667967.0,240.0,3615283.1958
황학동벼룩시장,2361526519.0,654.0,3610896.818
응암역 3번,20517552976.0,5700.0,3599570.6975
면목동우체국,7805691568.0,2178.0,3583880.4261
송천동주민센터,256869792.0,72.0,3567636.0
신대림초등학교,832782652.0,234.0,3558900.2222
이수역 10번,5648801968.0,1596.0,3539349.604
신금호역 4번,4894583622.0,1386.0,3531445.6147
샘말어린이공원,2604407346.0,738.0,3529007.2439
상월곡역 1번,8129487335.0,2304.0,3528423.3225
동묘앞역 2번,4536011861.0,1290.0,3516288.2643
신정역 5번,11803171870.0,3372.0,3500347.5297
봉천역 6번,965775359.0,276.0,3499186.0833
세운상가가동,5167353381.0,1482.0,3486743.1721
노량진역 6번,12709307304.0,3648.0,3483910.9934
영신상가(제일상가),4305554828.0,1242.0,3466630.2963
서울프랑스학교,1828726032.0,528.0,3463496.2727
중곡1동주민센터,599811870.0,174.0,3447194.6552
성내중학교,1158116495.0,336.0,3446775.2827
세곡초등학교,12198495230.0,3540.0,3445902.6073
강남구보훈회관,3038079143.0,882.0,3444534.1757
중랑동부시장(중랑교종합상가),2036783739.0,594.0,3428928.8535
언북초등학교,4503496516.0,1326.0,3396302.0483
신정네거리역 2번,1300750981.0,384.0,3387372.3464
송파나루역 3번,648385765.0,192.0,3377009.1927
강동구청(강동구청역 2번),1174127921.0,348.0,3373930.8075
구산보건지소,12099121318.0,3588.0,3372107.3907
답십리역 6번,970263242.0,288.0,3368969.5903
대조시장,12066488946.0,3582.0,3368645.7136
암사동성당(효정하나플러스아파트),8081412916.0,2400.0,3367255.3817
신림초등학교,1691147545.0,504.0,3355451.4782
영서중학교,582178008.0,174.0,3345850.6207
새남터성지,5637795794.0,1686.0,3343888.3713
신한은행 방학동지점,4729287217.0,1416.0,3339892.1024
양원초등학교,1282089272.0,384.0,3338774.1458
백련시장,479931897.0,144.0,3332860.3958
전농1동주민센터(전농시장),639741474.0,192.0,3331986.8438
한국의류시험연구원,3092204087.0,930.0,3324950.6312
방배초등학교,9776829506.0,2958.0,3305216.1954
노룬산시장(노룬산골목시장),1417293642.0,432.0,3280772.3194
중앙보훈병원,550669912.0,168.0,3277797.0952
언북중학교,8986855609.0,2742.0,3277481.9872
광진경찰서,766033399.0,234.0,3273647.0043
광운대학교 남단,2533352594.0,774.0,3273065.3669
