commercial_area,total_sales,total_shops,avg_sales_per_shop
방배노인종합복지관(이수중학교),4171468145.0,1278.0,3264059.5814
덕의초등학교,7501484623.0,2310.0,3247395.9407
대림썬프라자,1418691770.0,438.0,3239022.3059
등촌역 7번,1457480399.0,450.0,3238845.3311
청담역 12번,154381613.0,48.0,3216283.6042
삼각지역 3번,963077213.0,300.0,3210257.3767
월계역 3번,2079751348.0,648.0,3209492.821
세검정초등학교,5366483926.0,1674.0,3205784.902
도봉역 3번,3086403823.0,966.0,3195035.0135
봉일시장,842363336.0,264.0,3190770.2121
망리단길,67823469137.0,21264.0,3189591.2875
화계중학교,381131942.0,120.0,3176099.5167
방배역 1번,114218906.0,36.0,3172747.3889
구로119안전센터,3348230854.0,1056.0,3170673.1572
장신구 특화거리 상점가,1801362879.0,570.0,3160285.7526
구로시장,6478827059.0,2052.0,3157323.1282
홍제역 3번,1058259273.0,336.0,3149581.1696
사당종합체육관,829103434.0,264.0,3140543.3106
연천초등학교,1311233954.0,420.0,3121985.6048
봉천역 1번(관악초등학교),3947650406.0,1266.0,3118207.2717
은광여고,149449044.0,48.0,3113521.75
언남고등학교,1211467559.0,390.0,3106327.0744
정릉골 골목형상점가,2809230374.0,906.0,3100695.777
봉천제일종합시장,279011662.0,90.0,3100129.5778
수유북부시장옆,3643394710.0,1182.0,3082398.2318
영등포동성당,956080146.0,312.0,3064359.4423
금빛새마을금고본점,750263077.0,246.0,3049849.9065
경찰병원역 4번(건너말공원),2148721677.0,708.0,3034917.6229
까치산역 1번,16211958957.0,5352.0,3029140.3133
구로초등학교,11981575383.0,3960.0,3025650.3492
상계주공1단지(가)상가,2066030896.0,690.0,2994247.6754
화랑대철도공원,1652499028.0,552.0,2993657.6594
개포지구대옆,1364407371.0,456.0,2992121.4276
송파역 2번,2331304501.0,780.0,2988851.9244
연트럴파크(연남동주민센터),12537609205.0,4200.0,2985145.0488
절두산순교성지,214505872.0,72.0,2979248.2222
삼구시장(로타리상가),1945357040.0,654.0,2974552.0489
도림2동유수지내체육시설,730159335.0,246.0,2968127.378
자양동우체국,9024389591.0,3060.0,2949146.9252
동대부여고,7355081291.0,2496.0,2946747.3121
공덕동주민센터,3621011835.0,1236.0,2929621.2257
신설동역 12번,3865379697.0,1320.0,2928317.9523
개웅초등학교(개웅중학교),3846807982.0,1314.0,2927555.5419
신길역 3번,972004509.0,336.0,2892870.5625
논현역 4번,6499008302.0,2250.0,2888448.1342
태능엔터피아(태릉시장),587294264.0,204.0,2878893.451
동평화시장,55069860990.0,19140.0,2877213.2179
화곡역 5번,12515394610.0,4368.0,2865246.0188
역삼역 4번,721659688.0,252.0,2863728.9206
동의초등학교,851997033.0,300.0,2839990.11
선일여고,9830657666.0,3468.0,2834676.3743
해오름공원,7807368619.0,2772.0,2816511.0458
정독도서관,522391594.0,186.0,2808556.957
사당역 11번(사당역먹자골목),5677770170.0,2052.0,2766944.5273
서빙고역 1번,696912140.0,252.0,2765524.3651
용두희망어린이공원,2438086061.0,888.0,2745592.411
장로회신학대학교,1974364990.0,720.0,2742173.5972
부암동주민센터,213516961.0,78.0,2737396.9359
동작구자원봉사센터,459114151.0,168.0,2732822.3274
한남힐사이드아파트,2047098131.0,750.0,2729464.1747
석관고등학교,1252913805.0,462.0,2711934.6429
천동초등학교,1148512025.0,426.0,2696037.6174
길음역 7번,2640526920.0,984.0,2683462.3171
화곡4동주민센터,6548480317.0,2448.0,2675032.8092
창신역 1번,319531988.0,120.0,2662766.5667
구암초등학교,4278138951.0,1614.0,2650643.7119
목동문화체육센터,699607092.0,264.0,2650026.8636
가리봉파출소,2621071310.0,990.0,2647546.7778
강북북부시장,94160958.0,36.0,2615582.1667
장안중학교,5796016555.0,2226.0,2603781.022
푸른동산공원,3669645781.0,1410.0,2602585.6603
군자역 4번,5046152360.0,1944.0,2595757.3868
용두초등학교,865234663.0,336.0,2575103.1637
송중초등학교,7055898672.0,2748.0,2567648.7162
강서고등학교,6690120400.0,2628.0,2545707.9148
신대방삼거리역 1번,4845972646.0,1926.0,2516081.3323
언주역 8번,811523183.0,324.0,2504701.1821
응암역 2번,6860927482.0,2760.0,2485843.2906
장승배기역 5번,507004736.0,204.0,2485317.3333
인수중학교,819758621.0,330.0,2484117.0333
큰굴다리,871039286.0,354.0,2460562.9548
신묵초등학교,9211465962.0,3780.0,2436895.7571
서울숲역 1번,1122508689.0,462.0,2429672.487
오!도봉거리 상점가,1597077409.0,660.0,2419814.2561
응봉산,782028342.0,324.0,2413667.7222
혜화역 1번,1468783493.0,612.0,2399973.0278
둔촌동역 4번,4281832985.0,1800.0,2378796.1028
낙성대역 5번(관악중학교),494505141.0,216.0,2289375.6528
북정마을,219775842.0,96.0,2289331.6875
당산역 13번,164716594.0,72.0,2287730.4722
수족관거리,497520132.0,222.0,2241081.6757
상봉역 7번,1698482486.0,774.0,2194421.8165
연신내우체국,2972029031.0,1356.0,2191761.8223
신림현대종합상가,628269905.0,288.0,2181492.7257
조원동 펭귄시장(신림중앙시장),2656591910.0,1236.0,2149346.2055
충정로역 7번,204535325.0,96.0,2130576.3021
양화초등학교,3441732625.0,1656.0,2078340.9571
team204(팀204),4476390498.0,2154.0,2078175.7187
신월1파출소,4974579984.0,2394.0,2077936.5013
상계2동주민센터,6912972840.0,3336.0,2072234.0647
무너미어린이공원,2450392756.0,1188.0,2062620.165
이대 앞 스타트업 상점가,3962683796.0,1932.0,2051078.5694
구로세무서,354801527.0,174.0,2039089.2356
대림갑을명가아파트,386469708.0,192.0,2012863.0625
개봉3동주민센터,1907598466.0,954.0,1999579.1048
신월2동주민센터,4193373104.0,2100.0,1996844.3352
인수동 우편취급국,2413353287.0,1218.0,1981406.6396
신당역,131310388462.0,66432.0,1976613.5065
한전아트센터,198464999.0,102.0,1945735.2843
내를건너서숲으로도서관,1118736639.0,576.0,1942251.1094
관악종합시장(신원시장),474663274.0,246.0,1929525.5041
신사은행나무공원,2129495371.0,1110.0,1918464.2982
천호1동주민센터,2182521802.0,1140.0,1914492.8088
수유역 2번,3904810043.0,2064.0,1891865.3309
가좌역 3번,1440493773.0,774.0,1861103.0659
화원어린이공원,664433339.0,360.0,1845648.1639
동대문상가B동,3468466680.0,1884.0,1841012.0382
시조사삼거리,253418793.0,138.0,1836368.0652
본동인정시장(기능상실),338312349.0,192.0,1762043.4844
신수동주민센터,1888592524.0,1074.0,1758466.0372
신림중앙시장(조원동 펭귄시장),681745727.0,390.0,1748065.9667
구반포역,4728743330.0,2706.0,1747503.0783
태릉입구역 4번,1693526302.0,972.0,1742311.0103
신설동역 9번,2898516688.0,1698.0,1707018.073
옥수터널,255543863.0,156.0,1638101.6859
개봉프라자(고척근린시장),625591895.0,384.0,1629145.5599
양목초등학교,480602472.0,300.0,1602008.24
송천초등학교,3035001110.0,1896.0,1600738.9821
연가초등학교,2069690907.0,1296.0,1596983.7245
김포공항역(김포공항),8434087063.0,5322.0,1584758.9371
대신시장,189470531.0,120.0,1578921.0917
남태령역(서울전자고등학교),170483141.0,108.0,1578547.6019
수유프라자,403569961.0,258.0,1564224.655
경기대학교,286277585.0,186.0,1539126.8011
동대문중앙새마을금고본점,569520663.0,378.0,1506668.4206
체부동홍종문가옥,144630030.0,96.0,1506562.8125
동대문패션타운 관광특구,483053959178.0,323784.0,1491901.8827
신정2동 골목시장(오목교중앙시장),1046569124.0,738.0,1418115.3442
논현종합시장,100244621.0,72.0,1392286.4028
종로5가역 4번,50000000.0,36.0,1388888.8889
홍은중학교,295676300.0,216.0,1368871.7593
청량초등학교,409529840.0,306.0,1338332.8105
도림시장,48039960.0,36.0,1334443.3333
삼성중앙역 7번,310405520.0,234.0,1326519.3162
중곡4동주민센터,347789465.0,264.0,1317384.3371
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",5255019084.0,4032.0,1303328.1458
답십리 장령당공원,114463496.0,90.0,1271816.6222
청림동주민센터(상도중학교),89446050.0,72.0,1242306.25
구산초등학교,352535003.0,294.0,1199098.6497
학동근린공원,193405092.0,162.0,1193858.5926
역삼월드메르디앙아파트,348974184.0,300.0,1163247.28
서울숲카페거리,1654066021.0,1458.0,1134476.0089
동성타워프라자,605286343.0,534.0,1133495.0243
공릉역 2번,2618367419.0,2346.0,1116098.6441
총신대학교,435791368.0,396.0,1100483.2525
회기역 2번,132000000.0,120.0,1100000.0
고척초등학교,822535912.0,750.0,1096714.5493
등촌역 4번,770748909.0,714.0,1079480.2647
대광초등학교,970908742.0,906.0,1071643.2031
창신1동주민센터,859172101.0,804.0,1068622.0162
동진시장,114346290.0,108.0,1058761.9444
광흥창역 6번,444046252.0,420.0,1057252.981
언주역 6번,1542528943.0,1476.0,1045073.8096
강서새말어린이공원,312995940.0,300.0,1043319.8
자동차부품상가,948866382.0,930.0,1020286.4323
불광중학교,357273059.0,354.0,1009245.9294
천일초등학교,605421626.0,606.0,999045.5875
원신초등학교(구세군관악영문교회),835560717.0,840.0,994715.1393
역촌역 2번,392383728.0,408.0,961724.8235
언주중학교,428760806.0,456.0,940264.9254
중암중학교,169195101.0,180.0,939972.7833
밤나무골시장,89067366.0,96.0,927785.0625
대원종합시장,111994638.0,126.0,888846.3333
백석중학교,392033547.0,444.0,882958.4392
논현목련공원,229812233.0,264.0,870500.8826
북가좌초등학교,542601572.0,630.0,861272.3365
거여초등학교,206661162.0,240.0,861088.175
옥정중학교,30467608.0,36.0,846322.4444
새석관시장,136159567.0,162.0,840491.1543
연희지하차도,58789351.0,72.0,816518.7639
장위동성당,14679288.0,18.0,815516.0
"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",54094159523.0,67488.0,801537.4514
개미어린이공원,99573730.0,144.0,691484.2361
솔숲어린이공원,147910183.0,216.0,684769.3657
테크노상가(엘리시움),15052356404.0,22260.0,676206.4872
신림주공2단지(광신고등학교),96843900.0,150.0,645626.0
신길역 1번,42264118.0,72.0,587001.6389
강북문화정보도서관,63733257.0,114.0,559063.6579
신림종합시장,20000000.0,36.0,555555.5556
본마을노인복지센터(서초구립내곡도서관),9857950.0,18.0,547663.8889
증산골목시장,48473850.0,96.0,504935.9375
남부종합시장,52342858.0,120.0,436190.4833
서울산업정보학교(서울삼성초등학교),68870362.0,162.0,425125.6914
남서울상가,40599715.0,96.0,422913.6979
상수역 3번,44875963.0,108.0,415518.1759
사직공원(한국사회과학도서관),128614901.0,318.0,404449.3742
대림역 11번,135763502.0,336.0,404058.0417
백운시장,49972610.0,144.0,347032.0139
수유재래시장,48000000.0,174.0,275862.069
배꽃어린이공원,2844923.0,18.0,158051.2778
청평화시장,7040704635.0,67146.0,104856.6502
상계3동4동주민센터,4125138.0,60.0,68752.3
헌인가구단지,34761900.0,600.0,57936.5
인수초등학교,894168.0,18.0,49676.0
조양시장,2433846.0,54.0,45071.2222
신목동역,2830464.0,66.0,42885.8182
"평화시장(통일상가, 동화상가)",11746039.0,282.0,41652.6206
