commercial_area,time,total_sales
송정역 2번,21-24,250563535.0
송정역 3번,00-06,595999049.0
송정역 3번,06-11,324204662.0
송정역 3번,11-14,2220810422.0
송정역 3번,14-17,1188631977.0
송정역 3번,17-21,5618008973.0
송정역 3번,21-24,2924789442.0
송정체육공원,00-06,11839197.0
송정체육공원,06-11,97371808.0
송정체육공원,11-14,687546513.0
송정체육공원,14-17,213883880.0
송정체육공원,17-21,567930128.0
송정체육공원,21-24,189932337.0
송중동주민센터,00-06,89841160.0
송중동주민센터,06-11,88413783.0
송중동주민센터,11-14,608784195.0
송중동주민센터,14-17,335315218.0
송중동주민센터,17-21,932978674.0
송중동주민센터,21-24,304329606.0
송중초등학교,00-06,57785250.0
송중초등학교,06-11,81216428.0
송중초등학교,11-14,690173501.0
송중초등학교,14-17,300347901.0
송중초등학교,17-21,1019805674.0
송중초등학교,21-24,404227370.0
송천동주민센터,00-06,6189626.0
송천동주민센터,06-11,241773.0
송천동주민센터,11-14,38469066.0
송천동주민센터,14-17,31306057.0
송천동주민센터,17-21,117177533.0
송천동주민센터,21-24,63485737.0
송천초등학교,00-06,50530254.0
송천초등학교,06-11,67444555.0
송천초등학교,11-14,372219626.0
송천초등학교,14-17,213150016.0
송천초등학교,17-21,530909538.0
송천초등학교,21-24,212111008.0
송파나루역,00-06,422439157.0
송파나루역,06-11,187798939.0
송파나루역,11-14,1746019838.0
송파나루역,14-17,1104142262.0
송파나루역,17-21,3423806036.0
송파나루역,21-24,1952042968.0
송파나루역 1번(송리단길),00-06,1682081218.0
송파나루역 1번(송리단길),06-11,362032836.0
송파나루역 1번(송리단길),11-14,9461334539.0
송파나루역 1번(송리단길),14-17,5989723419.0
송파나루역 1번(송리단길),17-21,21410476419.0
송파나루역 1번(송리단길),21-24,8841048021.0
송파나루역 2번,00-06,1787522356.0
송파나루역 2번,06-11,55526636.0
송파나루역 2번,11-14,3683431861.0
송파나루역 2번,14-17,2337912610.0
송파나루역 2번,17-21,14695321226.0
송파나루역 2번,21-24,8129687020.0
송파나루역 3번,00-06,1867940.0
송파나루역 3번,06-11,46677388.0
송파나루역 3번,11-14,262111543.0
송파나루역 3번,14-17,91819838.0
송파나루역 3번,17-21,161591141.0
송파나루역 3번,21-24,12620032.0
송파사거리(송파역),00-06,376037149.0
송파사거리(송파역),06-11,734309970.0
송파사거리(송파역),11-14,4107503099.0
송파사거리(송파역),14-17,2538358102.0
송파사거리(송파역),17-21,7717265322.0
송파사거리(송파역),21-24,2834286708.0
송파역 2번,00-06,38182817.0
송파역 2번,06-11,22477691.0
송파역 2번,11-14,162488331.0
송파역 2번,14-17,57846790.0
송파역 2번,17-21,115351149.0
송파역 2번,21-24,95209933.0
송파책박물관,00-06,14327173.0
송파책박물관,06-11,5960356.0
송파책박물관,11-14,382015064.0
송파책박물관,14-17,80505282.0
송파책박물관,17-21,163316632.0
송파책박물관,21-24,113875531.0
송화벽화시장(송화골목시장),00-06,21306261.0
송화벽화시장(송화골목시장),06-11,738861406.0
송화벽화시장(송화골목시장),11-14,3322097938.0
송화벽화시장(송화골목시장),14-17,2405130724.0
송화벽화시장(송화골목시장),17-21,4510467934.0
송화벽화시장(송화골목시장),21-24,728860624.0
수궁동주민센터,00-06,144224846.0
수궁동주민센터,06-11,101811304.0
수궁동주민센터,11-14,1264080761.0
수궁동주민센터,14-17,504130421.0
수궁동주민센터,17-21,1625047454.0
수궁동주민센터,21-24,458885510.0
수락산디자인거리,00-06,1627509964.0
수락산디자인거리,06-11,591856740.0
수락산디자인거리,11-14,6501958725.0
수락산디자인거리,14-17,4723784352.0
수락산디자인거리,17-21,14116770849.0
수락산디자인거리,21-24,6729880372.0
수락산역 4번,00-06,417907426.0
수락산역 4번,06-11,783676340.0
수락산역 4번,11-14,4694149796.0
수락산역 4번,14-17,2251944776.0
수락산역 4번,17-21,6794938216.0
수락산역 4번,21-24,2521919064.0
수색성당,00-06,5302302.0
수색성당,06-11,20087886.0
수색성당,11-14,494551220.0
수색성당,14-17,290901174.0
수색성당,17-21,1012937951.0
수색성당,21-24,197951038.0
수서역,00-06,502833313.0
수서역,06-11,3770778495.0
수서역,11-14,21203357317.0
수서역,14-17,5934724173.0
수서역,17-21,19171658392.0
수서역,21-24,5193472034.0
수송초등학교,00-06,564059566.0
수송초등학교,06-11,34193368.0
수송초등학교,11-14,1326555931.0
수송초등학교,14-17,905405841.0
수송초등학교,17-21,3439864858.0
수송초등학교,21-24,1778722162.0
수유1동주민센터,00-06,85047154.0
수유1동주민센터,06-11,220017879.0
수유1동주민센터,11-14,444676390.0
수유1동주민센터,14-17,353635765.0
수유1동주민센터,17-21,898584546.0
수유1동주민센터,21-24,350443238.0
수유동우체국,00-06,123450854.0
수유동우체국,06-11,125210093.0
수유동우체국,11-14,1430978069.0
수유동우체국,14-17,720894746.0
수유동우체국,17-21,2076514012.0
수유동우체국,21-24,392288999.0
수유북부시장옆,00-06,13682113.0
수유북부시장옆,06-11,22577724.0
수유북부시장옆,11-14,229155643.0
수유북부시장옆,14-17,109351281.0
수유북부시장옆,17-21,553832637.0
수유북부시장옆,21-24,194232320.0
수유시장옆,00-06,77463079.0
수유시장옆,06-11,6283933.0
수유시장옆,11-14,535874814.0
수유시장옆,14-17,323935518.0
수유시장옆,17-21,1623919095.0
수유시장옆,21-24,551207274.0
수유역,00-06,28820422017.0
수유역,06-11,7024219593.0
수유역,11-14,21965057628.0
수유역,14-17,15246370835.0
수유역,17-21,52456106420.0
수유역,21-24,39435160305.0
수유역 2번,00-06,176446951.0
수유역 2번,06-11,89283774.0
수유역 2번,11-14,850061373.0
수유역 2번,14-17,296202126.0
수유역 2번,17-21,1137181901.0
수유역 2번,21-24,610260477.0
"수유전통시장(수유시장, 수유골목시장)",00-06,3292775.0
"수유전통시장(수유시장, 수유골목시장)",06-11,570871412.0
"수유전통시장(수유시장, 수유골목시장)",11-14,2869254509.0
"수유전통시장(수유시장, 수유골목시장)",14-17,2669499477.0
"수유전통시장(수유시장, 수유골목시장)",17-21,3227200794.0
"수유전통시장(수유시장, 수유골목시장)",21-24,117481908.0
수유중앙골목시장(수유중앙시장),00-06,168012788.0
수유중앙골목시장(수유중앙시장),06-11,68999020.0
수유중앙골목시장(수유중앙시장),11-14,805412086.0
수유중앙골목시장(수유중앙시장),14-17,334232061.0
수유중앙골목시장(수유중앙시장),17-21,1055721900.0
수유중앙골목시장(수유중앙시장),21-24,426028928.0
수유초등학교,00-06,188957193.0
수유초등학교,06-11,198851392.0
수유초등학교,11-14,1562057975.0
수유초등학교,14-17,815377781.0
수유초등학교,17-21,2978910113.0
수유초등학교,21-24,1136517052.0
수일시장,00-06,22203944.0
수일시장,06-11,2822585.0
수일시장,11-14,348119026.0
수일시장,14-17,155863353.0
수일시장,17-21,1203329861.0
수일시장,21-24,457247208.0
수족관거리,00-06,12719604.0
수족관거리,06-11,19737088.0
수족관거리,11-14,64286686.0
수족관거리,14-17,23850225.0
수족관거리,17-21,129369315.0
수족관거리,21-24,105493543.0
숙대입구,00-06,375551359.0
숙대입구,06-11,1705535032.0
숙대입구,11-14,12882867426.0
숙대입구,14-17,6512997874.0
숙대입구,17-21,14708489925.0
숙대입구,21-24,4013820836.0
숙대입구역 1번,00-06,223844873.0
숙대입구역 1번,06-11,127070846.0
숙대입구역 1번,11-14,2419977885.0
숙대입구역 1번,14-17,745509676.0
숙대입구역 1번,17-21,1415409631.0
숙대입구역 1번,21-24,372931116.0
"숙대입구역(남영역, 남영동)",00-06,2349898058.0
"숙대입구역(남영역, 남영동)",06-11,1152620035.0
"숙대입구역(남영역, 남영동)",11-14,3655572071.0
"숙대입구역(남영역, 남영동)",14-17,1705198671.0
"숙대입구역(남영역, 남영동)",17-21,7696845118.0
"숙대입구역(남영역, 남영동)",21-24,5606821447.0
숭곡초등학교,00-06,20494953.0
숭곡초등학교,06-11,527293767.0
숭곡초등학교,11-14,2832529553.0
숭곡초등학교,14-17,1344532014.0
숭곡초등학교,17-21,3163394512.0
숭곡초등학교,21-24,800354177.0
숭실대입구역 1번,00-06,139554383.0
숭실대입구역 1번,06-11,496711403.0
숭실대입구역 1번,11-14,2549029576.0
숭실대입구역 1번,14-17,1400765787.0
숭실대입구역 1번,17-21,4419847368.0
숭실대입구역 1번,21-24,1367543617.0
숭실대입구역 4번,00-06,919956410.0
숭실대입구역 4번,06-11,809900878.0
숭실대입구역 4번,11-14,5518821402.0
숭실대입구역 4번,14-17,2243709870.0
숭실대입구역 4번,17-21,5349385975.0
숭실대입구역 4번,21-24,2518873837.0
숭인시장,00-06,97345589.0
숭인시장,06-11,236367075.0
숭인시장,11-14,1704575754.0
숭인시장,14-17,1148029209.0
숭인시장,17-21,3320779731.0
숭인시장,21-24,1096891672.0
시립대앞사거리,00-06,313714048.0
시립대앞사거리,06-11,80593428.0
시립대앞사거리,11-14,488970246.0
시립대앞사거리,14-17,182792011.0
시립대앞사거리,17-21,964114052.0
시립대앞사거리,21-24,825226366.0
시립서북병원,00-06,350452205.0
시립서북병원,06-11,404350322.0
시립서북병원,11-14,1238961556.0
시립서북병원,14-17,680742567.0
시립서북병원,17-21,1401235488.0
시립서북병원,21-24,992418343.0
시청역_1번,00-06,179319234.0
시청역_1번,06-11,2550332510.0
시청역_1번,11-14,23789964084.0
시청역_1번,14-17,4849150119.0
시청역_1번,17-21,9917814758.0
시청역_1번,21-24,2681853157.0
시청역_8번,00-06,227869904.0
시청역_8번,06-11,9875166366.0
시청역_8번,11-14,46303592619.0
시청역_8번,14-17,13124335287.0
시청역_8번,17-21,18750388249.0
시청역_8번,21-24,6983462851.0
시흥3동 우편취급국,00-06,0.0
시흥3동 우편취급국,06-11,10085510.0
시흥3동 우편취급국,11-14,131907717.0
시흥3동 우편취급국,14-17,67414275.0
시흥3동 우편취급국,17-21,198242618.0
시흥3동 우편취급국,21-24,36778120.0
시흥4동주민센터(서울신흥초등학교),00-06,331218290.0
시흥4동주민센터(서울신흥초등학교),06-11,199628943.0
시흥4동주민센터(서울신흥초등학교),11-14,898558530.0
시흥4동주민센터(서울신흥초등학교),14-17,570590995.0
시흥4동주민센터(서울신흥초등학교),17-21,1804099041.0
시흥4동주민센터(서울신흥초등학교),21-24,767886886.0
시흥동 은행나무사거리,00-06,210662225.0
시흥동 은행나무사거리,06-11,73218788.0
시흥동 은행나무사거리,11-14,1856551494.0
시흥동 은행나무사거리,14-17,950080641.0
시흥동 은행나무사거리,17-21,3290997964.0
시흥동 은행나무사거리,21-24,1047621454.0
시흥초등학교(시흥1동우체국),00-06,697115586.0
시흥초등학교(시흥1동우체국),06-11,455360982.0
시흥초등학교(시흥1동우체국),11-14,1019959551.0
시흥초등학교(시흥1동우체국),14-17,629055856.0
시흥초등학교(시흥1동우체국),17-21,2416830568.0
시흥초등학교(시흥1동우체국),21-24,1147124920.0
신곡종합시장(신월6동 골목시장),00-06,6057540.0
신곡종합시장(신월6동 골목시장),06-11,101323947.0
신곡종합시장(신월6동 골목시장),11-14,509698831.0
신곡종합시장(신월6동 골목시장),14-17,350485979.0
신곡종합시장(신월6동 골목시장),17-21,1259833384.0
신곡종합시장(신월6동 골목시장),21-24,304268802.0
신곡초등학교,00-06,92372544.0
신곡초등학교,06-11,50147295.0
신곡초등학교,11-14,184693781.0
신곡초등학교,14-17,107491798.0
신곡초등학교,17-21,333777170.0
신곡초등학교,21-24,275915665.0
신광명마을,00-06,0.0
신광명마을,06-11,7685393.0
신광명마을,11-14,559755354.0
신광명마을,14-17,192412861.0
신광명마을,17-21,167650719.0
신광명마을,21-24,10800907.0
신구중학교,00-06,4413493.0
신구중학교,06-11,144589382.0
신구중학교,11-14,3139023363.0
신구중학교,14-17,1882444455.0
신구중학교,17-21,5516234530.0
신구중학교,21-24,1289808711.0
신금호역 4번,00-06,1532828.0
신금호역 4번,06-11,46811976.0
신금호역 4번,11-14,522537660.0
신금호역 4번,14-17,277496454.0
신금호역 4번,17-21,899250304.0
신금호역 4번,21-24,177274038.0
신금호역 골목형상점가,00-06,228940241.0
신금호역 골목형상점가,06-11,257592868.0
신금호역 골목형상점가,11-14,2009158722.0
신금호역 골목형상점가,14-17,1012667756.0
신금호역 골목형상점가,17-21,3244572627.0
신금호역 골목형상점가,21-24,1194877223.0
신길2동우편취급국,00-06,9497219.0
신길2동우편취급국,06-11,20974872.0
신길2동우편취급국,11-14,2325997919.0
신길2동우편취급국,14-17,1210104218.0
신길2동우편취급국,17-21,3748611740.0
신길2동우편취급국,21-24,453650179.0
신길3동주민센터,00-06,74645248.0
신길3동주민센터,06-11,35541777.0
신길3동주민센터,11-14,1271420120.0
신길3동주민센터,14-17,498816090.0
신길3동주민센터,17-21,1815528894.0
신길3동주민센터,21-24,426539441.0
신길6동주민센터,00-06,320386131.0
신길6동주민센터,06-11,283249480.0
신길6동주민센터,11-14,2656118404.0
신길6동주민센터,14-17,890981299.0
신길6동주민센터,17-21,3610508894.0
신길6동주민센터,21-24,1277752340.0
신길동홍어거리,00-06,14819964.0
신길동홍어거리,06-11,28394413.0
신길동홍어거리,11-14,171242309.0
신길동홍어거리,14-17,222730805.0
신길동홍어거리,17-21,721437171.0
신길동홍어거리,21-24,265392140.0
신길새마을금고신길4동지점,00-06,3455291.0
신길새마을금고신길4동지점,06-11,171533.0
신길새마을금고신길4동지점,11-14,133068664.0
신길새마을금고신길4동지점,14-17,45193389.0
신길새마을금고신길4동지점,17-21,157442531.0
신길새마을금고신길4동지점,21-24,18070286.0
신길역 3번,00-06,0.0
신길역 3번,06-11,37567132.0
신길역 3번,11-14,184631850.0
신길역 3번,14-17,13799533.0
신길역 3번,17-21,347075426.0
신길역 3번,21-24,103913139.0
신내1동주민센터,00-06,1069250906.0
신내1동주민센터,06-11,709017286.0
신내1동주민센터,11-14,6063008922.0
신내1동주민센터,14-17,3853244628.0
신내1동주민센터,17-21,13366204946.0
신내1동주민센터,21-24,5991138819.0
신내역 1번,00-06,146408.0
신내역 1번,06-11,12392914.0
신내역 1번,11-14,785159956.0
신내역 1번,14-17,339404991.0
신내역 1번,17-21,892509665.0
신내역 1번,21-24,105827886.0
신노량진시장(기능상실),00-06,66304086.0
신노량진시장(기능상실),06-11,30567599.0
신노량진시장(기능상실),11-14,70146240.0
신노량진시장(기능상실),14-17,66098045.0
신노량진시장(기능상실),17-21,423779840.0
신노량진시장(기능상실),21-24,328547884.0
신논현역,00-06,16552534996.0
신논현역,06-11,5703475286.0
신논현역,11-14,43158952228.0
신논현역,14-17,17627091689.0
신논현역,17-21,77269216765.0
신논현역,21-24,55721137934.0
신논현역 1번,00-06,1006426506.0
신논현역 1번,06-11,228510408.0
신논현역 1번,11-14,2306023002.0
신논현역 1번,14-17,1004794616.0
신논현역 1번,17-21,3079440091.0
신논현역 1번,21-24,2823957360.0
신당 미래유산 먹거리 골목형상점가,00-06,1149818850.0
신당 미래유산 먹거리 골목형상점가,06-11,372496407.0
신당 미래유산 먹거리 골목형상점가,11-14,1583839376.0
신당 미래유산 먹거리 골목형상점가,14-17,1622171556.0
신당 미래유산 먹거리 골목형상점가,17-21,3026987745.0
신당 미래유산 먹거리 골목형상점가,21-24,1827206998.0
신당역,00-06,6055606149.0
신당역,06-11,3428732820.0
신당역,11-14,12211782658.0
신당역,14-17,5487927495.0
신당역,17-21,19595511670.0
신당역,21-24,10756572522.0
신당역 3번,00-06,280705369.0
신당역 3번,06-11,107514320.0
신당역 3번,11-14,1528480047.0
신당역 3번,14-17,1010146605.0
신당역 3번,17-21,4884577097.0
신당역 3번,21-24,1982879406.0
신대림초등학교,00-06,9443106.0
신대림초등학교,06-11,1367482.0
신대림초등학교,11-14,95188134.0
신대림초등학교,14-17,117579093.0
신대림초등학교,17-21,352330223.0
신대림초등학교,21-24,132945894.0
신대방1동골목상권,00-06,379645496.0
신대방1동골목상권,06-11,430756794.0
신대방1동골목상권,11-14,1448138486.0
신대방1동골목상권,14-17,778501022.0
신대방1동골목상권,17-21,2237239462.0
신대방1동골목상권,21-24,1239362439.0
신대방삼거리역,00-06,2769261370.0
신대방삼거리역,06-11,1240495577.0
신대방삼거리역,11-14,5542991107.0
신대방삼거리역,14-17,3482482289.0
신대방삼거리역,17-21,14461914333.0
신대방삼거리역,21-24,7531210020.0
신대방삼거리역 1번,00-06,32949833.0
신대방삼거리역 1번,06-11,27129169.0
신대방삼거리역 1번,11-14,66853292.0
신대방삼거리역 1번,14-17,84094471.0
신대방삼거리역 1번,17-21,165866121.0
신대방삼거리역 1번,21-24,97315180.0
신대방삼거리역 3번,00-06,1183293.0
신대방삼거리역 3번,06-11,24376199.0
신대방삼거리역 3번,11-14,400908169.0
신대방삼거리역 3번,14-17,283229323.0
신대방삼거리역 3번,17-21,581801230.0
신대방삼거리역 3번,21-24,110014625.0
신대방역 1번,00-06,138323770.0
신대방역 1번,06-11,66168412.0
신대방역 1번,11-14,400738395.0
신대방역 1번,14-17,311472092.0
신대방역 1번,17-21,1081065883.0
신대방역 1번,21-24,700244397.0
신대방역 2번,00-06,2070331748.0
신대방역 2번,06-11,781318822.0
신대방역 2번,11-14,2553385014.0
신대방역 2번,14-17,1905009434.0
신대방역 2번,17-21,8085058270.0
신대방역 2번,21-24,4235536472.0
신대방역 3번,00-06,0.0
신대방역 3번,06-11,2548570.0
신대방역 3번,11-14,181577741.0
신대방역 3번,14-17,46415630.0
신대방역 3번,17-21,142668955.0
신대방역 3번,21-24,7396746.0
신대방역 4번,00-06,352092694.0
신대방역 4번,06-11,377568852.0
신대방역 4번,11-14,2660754940.0
신대방역 4번,14-17,1462475279.0
신대방역 4번,17-21,4239433284.0
신대방역 4번,21-24,1739052916.0
신도림역,00-06,2359514353.0
신도림역,06-11,1383596163.0
신도림역,11-14,10427005949.0
신도림역,14-17,5178766271.0
신도림역,17-21,15820523749.0
신도림역,21-24,11303881704.0
신도봉시장,00-06,10877044.0
신도봉시장,06-11,2165751.0
신도봉시장,11-14,82617254.0
신도봉시장,14-17,97312645.0
신도봉시장,17-21,401482533.0
신도봉시장,21-24,105858403.0
신동시장,00-06,0.0
신동시장,06-11,207539.0
신동시장,11-14,10613812.0
신동시장,14-17,4662610.0
신동시장,17-21,14178580.0
신동시장,21-24,927009.0
신림역 1번,00-06,0.0
신림역 1번,06-11,212277148.0
신림역 1번,11-14,781238684.0
신림역 1번,14-17,437705762.0
신림역 1번,17-21,771432405.0
신림역 1번,21-24,36632659.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",00-06,3899770753.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",06-11,239918649.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",11-14,1017113099.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",14-17,940087494.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",17-21,5124584081.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",21-24,6235052376.0
신림역 8번,00-06,805392827.0
신림역 8번,06-11,600529606.0
신림역 8번,11-14,3269398847.0
신림역 8번,14-17,2740730590.0
신림역 8번,17-21,6744764332.0
신림역 8번,21-24,2405572371.0
신림역(신림),00-06,10282723874.0
신림역(신림),06-11,3629102433.0
신림역(신림),11-14,13574497316.0
신림역(신림),14-17,9936124978.0
신림역(신림),17-21,31047576644.0
신림역(신림),21-24,17380465960.0
신림우방아파트,00-06,1675052.0
신림우방아파트,06-11,6951204.0
신림우방아파트,11-14,82727225.0
신림우방아파트,14-17,32084446.0
신림우방아파트,17-21,106428810.0
신림우방아파트,21-24,26481237.0
신림초등학교,00-06,0.0
신림초등학교,06-11,0.0
신림초등학교,11-14,0.0
신림초등학교,14-17,8395553.0
신림초등학교,17-21,146945366.0
신림초등학교,21-24,44317590.0
신림현대아파트,00-06,0.0
신림현대아파트,06-11,46065904.0
신림현대아파트,11-14,234170150.0
신림현대아파트,14-17,241354709.0
신림현대아파트,17-21,673139402.0
신림현대아파트,21-24,89033529.0
신림현대종합상가,00-06,2981422.0
신림현대종합상가,06-11,1694765.0
신림현대종합상가,11-14,106576475.0
신림현대종합상가,14-17,18344014.0
신림현대종합상가,17-21,183529904.0
신림현대종합상가,21-24,1045617.0
신목동역,00-06,0.0
신목동역,06-11,168402.0
신목동역,11-14,1373131.0
신목동역,14-17,1198253.0
신목동역,17-21,90678.0
신목동역,21-24,0.0
신묵초등학교,00-06,91438024.0
신묵초등학교,06-11,41838199.0
신묵초등학교,11-14,1419483724.0
신묵초등학교,14-17,672651096.0
신묵초등학교,17-21,2298625526.0
신묵초등학교,21-24,832856303.0
신방화역 2번,00-06,1165072386.0
신방화역 2번,06-11,721018536.0
신방화역 2번,11-14,3974274671.0
신방화역 2번,14-17,2248881317.0
신방화역 2번,17-21,7336776153.0
신방화역 2번,21-24,2862536089.0
신방화역 8번,00-06,259988079.0
신방화역 8번,06-11,137538168.0
신방화역 8번,11-14,422371104.0
신방화역 8번,14-17,152901526.0
신방화역 8번,17-21,511984764.0
신방화역 8번,21-24,202679461.0
신사1동주민센터,00-06,200894053.0
신사1동주민센터,06-11,75023941.0
신사1동주민센터,11-14,1401664092.0
신사1동주민센터,14-17,1057019330.0
신사1동주민센터,17-21,2842262516.0
신사1동주민센터,21-24,1096333816.0
신사역,00-06,13582394657.0
신사역,06-11,5758416418.0
신사역,11-14,34664191585.0
신사역,14-17,11657455157.0
신사역,17-21,60811266036.0
신사역,21-24,41598979563.0
신사은행나무공원,00-06,170516765.0
신사은행나무공원,06-11,28653388.0
신사은행나무공원,11-14,568617989.0
신사은행나무공원,14-17,155121768.0
신사은행나무공원,17-21,329285820.0
신사은행나무공원,21-24,482186292.0
신서초등학교,00-06,146899958.0
신서초등학교,06-11,136795245.0
신서초등학교,11-14,1843304383.0
신서초등학교,14-17,384061633.0
신서초등학교,17-21,1346552518.0
신서초등학교,21-24,757930099.0
신설동역,00-06,2739792143.0
신설동역,06-11,2218103924.0
신설동역,11-14,20946986230.0
신설동역,14-17,8612144126.0
신설동역,17-21,20910404983.0
신설동역,21-24,7998971621.0
신설동역 12번,00-06,19196857.0
신설동역 12번,06-11,121984644.0
신설동역 12번,11-14,356155623.0
신설동역 12번,14-17,171858453.0
신설동역 12번,17-21,421620271.0
신설동역 12번,21-24,209391502.0
신설동역 9번,00-06,554449.0
신설동역 9번,06-11,95865673.0
신설동역 9번,11-14,866765183.0
신설동역 9번,14-17,159721386.0
신설동역 9번,17-21,242381176.0
신설동역 9번,21-24,49972018.0
신성시장(신성골목시장),00-06,108618227.0
신성시장(신성골목시장),06-11,23493662.0
신성시장(신성골목시장),11-14,752577646.0
신성시장(신성골목시장),14-17,302703077.0
신성시장(신성골목시장),17-21,1126745526.0
신성시장(신성골목시장),21-24,694836003.0
신성초등학교,00-06,191142146.0
신성초등학교,06-11,257605782.0
신성초등학교,11-14,2258952589.0
신성초등학교,14-17,878126809.0
신성초등학교,17-21,2939758836.0
신성초등학교,21-24,854727241.0
신수동주민센터,00-06,38903401.0
신수동주민센터,06-11,28353017.0
신수동주민센터,11-14,185009728.0
신수동주민센터,14-17,187279523.0
신수동주민센터,17-21,135218290.0
신수동주민센터,21-24,116092906.0
신아타운,00-06,46309961.0
신아타운,06-11,122383808.0
신아타운,11-14,426755409.0
신아타운,14-17,143479645.0
신아타운,17-21,180031788.0
신아타운,21-24,56281753.0
신영시장,00-06,37147864.0
신영시장,06-11,58036231.0
신영시장,11-14,766080411.0
신영시장,14-17,842417202.0
신영시장,17-21,1847982407.0
신영시장,21-24,422384646.0
신용산역(용산역),00-06,5472045043.0
신용산역(용산역),06-11,4240921752.0
신용산역(용산역),11-14,31508505387.0
신용산역(용산역),14-17,11245051685.0
신용산역(용산역),17-21,50264701979.0
신용산역(용산역),21-24,27948296184.0
신원동주민센터,00-06,1810924212.0
신원동주민센터,06-11,1496045426.0
신원동주민센터,11-14,3440087828.0
신원동주민센터,14-17,1855618526.0
신원동주민센터,17-21,4721135642.0
신원동주민센터,21-24,1884217332.0
신원시장,00-06,93742021.0
신원시장,06-11,198250679.0
신원시장,11-14,1127362988.0
신원시장,14-17,998937419.0
신원시장,17-21,2702020228.0
신원시장,21-24,841607175.0
신월1동우편취급국,00-06,907745129.0
신월1동우편취급국,06-11,807562943.0
신월1동우편취급국,11-14,1819351305.0
신월1동우편취급국,14-17,1214532474.0
신월1동우편취급국,17-21,4322812245.0
신월1동우편취급국,21-24,2041937213.0
신월1동주민센터,00-06,355340672.0
신월1동주민센터,06-11,153016754.0
신월1동주민센터,11-14,711632324.0
신월1동주민센터,14-17,480095136.0
신월1동주민센터,17-21,2259574932.0
신월1동주민센터,21-24,950498086.0
신월1파출소,00-06,108624765.0
신월1파출소,06-11,49150363.0
신월1파출소,11-14,753979497.0
신월1파출소,14-17,647663830.0
신월1파출소,17-21,753322659.0
신월1파출소,21-24,320622915.0
신월2동주민센터,00-06,15955598.0
신월2동주민센터,06-11,49954957.0
신월2동주민센터,11-14,171636585.0
신월2동주민센터,14-17,127188003.0
신월2동주민센터,17-21,207077479.0
신월2동주민센터,21-24,172286655.0
신월3동주민센터,00-06,322724606.0
신월3동주민센터,06-11,505836539.0
신월3동주민센터,11-14,1312523325.0
신월3동주민센터,14-17,870805272.0
신월3동주민센터,17-21,2043926923.0
신월3동주민센터,21-24,720034270.0
신월4동주민센터,00-06,204034562.0
신월4동주민센터,06-11,129812238.0
신월4동주민센터,11-14,952505620.0
신월4동주민센터,14-17,244558617.0
신월4동주민센터,17-21,754488109.0
신월4동주민센터,21-24,316926452.0
"신월7동 골목시장(약수시장, 우성상가)",00-06,36240011.0
"신월7동 골목시장(약수시장, 우성상가)",06-11,2253093.0
"신월7동 골목시장(약수시장, 우성상가)",11-14,53681644.0
"신월7동 골목시장(약수시장, 우성상가)",14-17,27165879.0
"신월7동 골목시장(약수시장, 우성상가)",17-21,136289068.0
"신월7동 골목시장(약수시장, 우성상가)",21-24,94267871.0
신월7동주민센터,00-06,274107076.0
신월7동주민센터,06-11,170376818.0
신월7동주민센터,11-14,870847554.0
신월7동주민센터,14-17,425989921.0
신월7동주민센터,17-21,1798182203.0
신월7동주민센터,21-24,755672114.0
신월문화체육센터,00-06,91647251.0
신월문화체육센터,06-11,395116826.0
신월문화체육센터,11-14,1445618454.0
신월문화체육센터,14-17,959038372.0
신월문화체육센터,17-21,2565241443.0
신월문화체육센터,21-24,774783176.0
신월시영아파트중문,00-06,1629736.0
신월시영아파트중문,06-11,0.0
신월시영아파트중문,11-14,48343512.0
신월시영아파트중문,14-17,10097917.0
신월시영아파트중문,17-21,41480829.0
신월시영아파트중문,21-24,21841558.0
신월중앙시장,00-06,4583999.0
신월중앙시장,06-11,20572240.0
신월중앙시장,11-14,1383695644.0
신월중앙시장,14-17,484191607.0
신월중앙시장,17-21,1498277812.0
신월중앙시장,21-24,299251676.0
신월중학교,00-06,15512799.0
신월중학교,06-11,12378004.0
신월중학교,11-14,153120888.0
신월중학교,14-17,134989988.0
신월중학교,17-21,654102226.0
신월중학교,21-24,198404346.0
신자초등학교,00-06,246443652.0
신자초등학교,06-11,69372084.0
신자초등학교,11-14,1757275432.0
신자초등학교,14-17,673999058.0
신자초등학교,17-21,2826237565.0
신자초등학교,21-24,937171221.0
신정1동 골목시장(신정제일시장),00-06,44764653.0
신정1동 골목시장(신정제일시장),06-11,8866764.0
신정1동 골목시장(신정제일시장),11-14,465776147.0
신정1동 골목시장(신정제일시장),14-17,314069876.0
신정1동 골목시장(신정제일시장),17-21,1527876202.0
신정1동 골목시장(신정제일시장),21-24,706967253.0
신정2동 골목시장(오목교중앙시장),00-06,1496305.0
신정2동 골목시장(오목교중앙시장),06-11,9472029.0
신정2동 골목시장(오목교중앙시장),11-14,53581414.0
신정2동 골목시장(오목교중앙시장),14-17,54381168.0
신정2동 골목시장(오목교중앙시장),17-21,63106000.0
