commercial_area,time,total_sales
노량진초등학교,11-14,208237214.0
노량진초등학교,14-17,229156833.0
노량진초등학교,17-21,2553294309.0
노량진초등학교,21-24,1372356008.0
노룬산시장(노룬산골목시장),00-06,2286039.0
노룬산시장(노룬산골목시장),06-11,783144.0
노룬산시장(노룬산골목시장),11-14,29391019.0
노룬산시장(노룬산골목시장),14-17,89811149.0
노룬산시장(노룬산골목시장),17-21,328368400.0
노룬산시장(노룬산골목시장),21-24,69444309.0
노원역,00-06,25710375172.0
노원역,06-11,7872693487.0
노원역,11-14,37617239177.0
노원역,14-17,25814230657.0
노원역,17-21,78879961815.0
노원역,21-24,47236097898.0
노원역 9번,00-06,13474883.0
노원역 9번,06-11,178104.0
노원역 9번,11-14,21579567.0
노원역 9번,14-17,22818960.0
노원역 9번,17-21,91609673.0
노원역 9번,21-24,63410236.0
노원초등학교,00-06,478189215.0
노원초등학교,06-11,137003292.0
노원초등학교,11-14,4808670273.0
노원초등학교,14-17,3823416037.0
노원초등학교,17-21,8187930608.0
노원초등학교,21-24,1922685823.0
녹두거리(대학동),00-06,2419394108.0
녹두거리(대학동),06-11,1583124803.0
녹두거리(대학동),11-14,8411816303.0
녹두거리(대학동),14-17,3993855478.0
녹두거리(대학동),17-21,11181924503.0
녹두거리(대학동),21-24,4134966215.0
녹번동근린공원,00-06,30743348.0
녹번동근린공원,06-11,4006914.0
녹번동근린공원,11-14,161664406.0
녹번동근린공원,14-17,34698653.0
녹번동근린공원,17-21,432040188.0
녹번동근린공원,21-24,359431570.0
논현2동주민센터,00-06,208795949.0
논현2동주민센터,06-11,386774742.0
논현2동주민센터,11-14,3722075064.0
논현2동주민센터,14-17,843753454.0
논현2동주민센터,17-21,4913701963.0
논현2동주민센터,21-24,2715203030.0
논현로18길,00-06,995004.0
논현로18길,06-11,145811702.0
논현로18길,11-14,426678852.0
논현로18길,14-17,46937697.0
논현로18길,17-21,522582433.0
논현로18길,21-24,68806188.0
논현목련공원,00-06,10766805.0
논현목련공원,06-11,25058443.0
논현목련공원,11-14,130108286.0
논현목련공원,14-17,19898284.0
논현목련공원,17-21,36012172.0
논현목련공원,21-24,7968243.0
논현역,00-06,7887303683.0
논현역,06-11,4757029271.0
논현역,11-14,33780723739.0
논현역,14-17,9597673774.0
논현역,17-21,35612207050.0
논현역,21-24,21748027673.0
논현역 4번,00-06,1071977305.0
논현역 4번,06-11,44479656.0
논현역 4번,11-14,273495000.0
논현역 4번,14-17,139180868.0
논현역 4번,17-21,1423047975.0
논현역 4번,21-24,1155473679.0
논현역 5번,00-06,620198.0
논현역 5번,06-11,1361265.0
논현역 5번,11-14,388734411.0
논현역 5번,14-17,63757913.0
논현역 5번,17-21,273967865.0
논현역 5번,21-24,63001524.0
논현종합시장,00-06,0.0
논현종합시장,06-11,806834.0
논현종합시장,11-14,88265380.0
논현종합시장,14-17,7790429.0
논현종합시장,17-21,3381978.0
논현종합시장,21-24,0.0
논현초등학교,00-06,830852281.0
논현초등학교,06-11,61864436.0
논현초등학교,11-14,2717831240.0
논현초등학교,14-17,382047775.0
논현초등학교,17-21,1549985273.0
논현초등학교,21-24,955935326.0
누원고등학교,00-06,210179.0
누원고등학교,06-11,89043934.0
누원고등학교,11-14,669929553.0
누원고등학교,14-17,284818416.0
누원고등학교,17-21,954113080.0
누원고등학교,21-24,104973224.0
능동로골목시장,00-06,80021336.0
능동로골목시장,06-11,49683495.0
능동로골목시장,11-14,946029871.0
능동로골목시장,14-17,527945576.0
능동로골목시장,17-21,2827631144.0
능동로골목시장,21-24,1339965132.0
능동우편취급국,00-06,694239063.0
능동우편취급국,06-11,170923444.0
능동우편취급국,11-14,2450447855.0
능동우편취급국,14-17,1096623816.0
능동우편취급국,17-21,3568299895.0
능동우편취급국,21-24,1352732851.0
달마을공원,00-06,110243313.0
달마을공원,06-11,46283798.0
달마을공원,11-14,520155963.0
달마을공원,14-17,323440367.0
달마을공원,17-21,1628369806.0
달마을공원,21-24,791413682.0
답십리 건축자재시장,00-06,7914081.0
답십리 건축자재시장,06-11,0.0
답십리 건축자재시장,11-14,1519322.0
답십리 건축자재시장,14-17,0.0
답십리 건축자재시장,17-21,59480320.0
답십리 건축자재시장,21-24,54196711.0
답십리공원,00-06,24050296.0
답십리공원,06-11,108212694.0
답십리공원,11-14,397787875.0
답십리공원,14-17,165433594.0
답십리공원,17-21,457753110.0
답십리공원,21-24,159483218.0
답십리사거리,00-06,307672793.0
답십리사거리,06-11,874846323.0
답십리사거리,11-14,6077274371.0
답십리사거리,14-17,2752503927.0
답십리사거리,17-21,9215722513.0
답십리사거리,21-24,2385225624.0
답십리시장,00-06,199164208.0
답십리시장,06-11,358327447.0
답십리시장,11-14,641877790.0
답십리시장,14-17,353221679.0
답십리시장,17-21,1072319508.0
답십리시장,21-24,556586107.0
답십리역 6번,00-06,1876075.0
답십리역 6번,06-11,148474364.0
답십리역 6번,11-14,258081106.0
답십리역 6번,14-17,37838264.0
답십리역 6번,17-21,354936995.0
답십리역 6번,21-24,38550835.0
답십리초등학교,00-06,47871938.0
답십리초등학교,06-11,187660325.0
답십리초등학교,11-14,1763660096.0
답십리초등학교,14-17,1271055417.0
답십리초등학교,17-21,3679129219.0
답십리초등학교,21-24,842223404.0
답십리현대시장,00-06,339393051.0
답십리현대시장,06-11,68099695.0
답십리현대시장,11-14,496230477.0
답십리현대시장,14-17,147505072.0
답십리현대시장,17-21,713906203.0
답십리현대시장,21-24,597165449.0
당고개역 2번,00-06,32978965.0
당고개역 2번,06-11,80273528.0
당고개역 2번,11-14,650610242.0
당고개역 2번,14-17,576528909.0
당고개역 2번,17-21,1372395775.0
당고개역 2번,21-24,392281272.0
당고개역 5번,00-06,34416886.0
당고개역 5번,06-11,297330086.0
당고개역 5번,11-14,492340554.0
당고개역 5번,14-17,446851805.0
당고개역 5번,17-21,561748235.0
당고개역 5번,21-24,172106357.0
당곡중학교,00-06,614938450.0
당곡중학교,06-11,336076146.0
당곡중학교,11-14,1306448582.0
당곡중학교,14-17,813027847.0
당곡중학교,17-21,2468433782.0
당곡중학교,21-24,1767375596.0
당산2동(영등포우체국),00-06,34744785.0
당산2동(영등포우체국),06-11,1765417185.0
당산2동(영등포우체국),11-14,8967046046.0
당산2동(영등포우체국),14-17,2565990480.0
당산2동(영등포우체국),17-21,6685305950.0
당산2동(영등포우체국),21-24,1303119480.0
당산반도유보라팰리스아파트,00-06,1078518.0
당산반도유보라팰리스아파트,06-11,86649099.0
당산반도유보라팰리스아파트,11-14,831781017.0
당산반도유보라팰리스아파트,14-17,205352075.0
당산반도유보라팰리스아파트,17-21,894646290.0
당산반도유보라팰리스아파트,21-24,155368866.0
당산역,00-06,2759668058.0
당산역,06-11,2558821444.0
당산역,11-14,14017813457.0
당산역,14-17,6632397496.0
당산역,17-21,33591192828.0
당산역,21-24,16273650619.0
당산역 8번,00-06,83625501.0
당산역 8번,06-11,8499665.0
당산역 8번,11-14,505705182.0
당산역 8번,14-17,129991368.0
당산역 8번,17-21,1176813840.0
당산역 8번,21-24,780278463.0
대광초등학교,00-06,0.0
대광초등학교,06-11,45242961.0
대광초등학교,11-14,122796367.0
대광초등학교,14-17,110589513.0
대광초등학교,17-21,54766943.0
대광초등학교,21-24,2588259.0
대동초등학교,00-06,364139259.0
대동초등학교,06-11,101127329.0
대동초등학교,11-14,742776022.0
대동초등학교,14-17,1018860499.0
대동초등학교,17-21,2268380447.0
대동초등학교,21-24,952074868.0
대림1동주민센터,00-06,204987618.0
대림1동주민센터,06-11,130562921.0
대림1동주민센터,11-14,480143314.0
대림1동주민센터,14-17,296797316.0
대림1동주민센터,17-21,1193880590.0
대림1동주민센터,21-24,601187064.0
대림3동사거리,00-06,1138694677.0
대림3동사거리,06-11,714256579.0
대림3동사거리,11-14,5610156821.0
대림3동사거리,14-17,1892095668.0
대림3동사거리,17-21,6174650330.0
대림3동사거리,21-24,2234708175.0
대림갑을명가아파트,00-06,18070812.0
대림갑을명가아파트,06-11,8553127.0
대림갑을명가아파트,11-14,38398606.0
대림갑을명가아파트,14-17,29544143.0
대림갑을명가아파트,17-21,201962598.0
대림갑을명가아파트,21-24,65485021.0
"대림골목시장(대림시장, 양지시장)",00-06,280002860.0
"대림골목시장(대림시장, 양지시장)",06-11,273232619.0
"대림골목시장(대림시장, 양지시장)",11-14,1458256922.0
"대림골목시장(대림시장, 양지시장)",14-17,1004214656.0
"대림골목시장(대림시장, 양지시장)",17-21,1956275722.0
"대림골목시장(대림시장, 양지시장)",21-24,705669813.0
대림상가(청계상가),00-06,998388.0
대림상가(청계상가),06-11,4552019.0
대림상가(청계상가),11-14,295795284.0
대림상가(청계상가),14-17,142184926.0
대림상가(청계상가),17-21,159157771.0
대림상가(청계상가),21-24,26172966.0
대림성모병원,00-06,248586675.0
대림성모병원,06-11,1746285721.0
대림성모병원,11-14,3823500606.0
대림성모병원,14-17,1469460406.0
대림성모병원,17-21,3027616721.0
대림성모병원,21-24,741476285.0
대림썬프라자,00-06,2803904.0
대림썬프라자,06-11,3035403.0
대림썬프라자,11-14,197290301.0
대림썬프라자,14-17,148678045.0
대림썬프라자,17-21,546733351.0
대림썬프라자,21-24,214500439.0
대림역,00-06,6000556187.0
대림역,06-11,1833883155.0
대림역,11-14,9206096041.0
대림역,14-17,8181826241.0
대림역,17-21,19596956389.0
대림역,21-24,13447797658.0
대림역 11번,00-06,2656301.0
대림역 11번,06-11,1639144.0
대림역 11번,11-14,30726143.0
대림역 11번,14-17,31511133.0
대림역 11번,17-21,51026052.0
대림역 11번,21-24,13043003.0
대림역 2번,00-06,617579489.0
대림역 2번,06-11,446643943.0
대림역 2번,11-14,2577725700.0
대림역 2번,14-17,1632632413.0
대림역 2번,17-21,4492744132.0
대림역 2번,21-24,1742614970.0
대림역 5번,00-06,85708409.0
대림역 5번,06-11,42996197.0
대림역 5번,11-14,877570932.0
대림역 5번,14-17,608371201.0
대림역 5번,17-21,1329517546.0
대림역 5번,21-24,580864824.0
대림중앙 골목형상점가,00-06,56691767.0
대림중앙 골목형상점가,06-11,55608743.0
대림중앙 골목형상점가,11-14,1671994702.0
대림중앙 골목형상점가,14-17,1743845903.0
대림중앙 골목형상점가,17-21,2715005127.0
대림중앙 골목형상점가,21-24,1051597680.0
대림중앙시장,00-06,178972530.0
대림중앙시장,06-11,642968820.0
대림중앙시장,11-14,1448834623.0
대림중앙시장,14-17,1372773952.0
대림중앙시장,17-21,1945905853.0
대림중앙시장,21-24,626809650.0
대림차이나타운(대림역 12번),00-06,526949350.0
대림차이나타운(대림역 12번),06-11,86613054.0
대림차이나타운(대림역 12번),11-14,547809856.0
대림차이나타운(대림역 12번),14-17,626677464.0
대림차이나타운(대림역 12번),17-21,1235511546.0
대림차이나타운(대림역 12번),21-24,1045148873.0
대림한신아파트,00-06,38494977.0
대림한신아파트,06-11,870884.0
대림한신아파트,11-14,39878523.0
대림한신아파트,14-17,51397047.0
대림한신아파트,17-21,254225086.0
대림한신아파트,21-24,142508132.0
대명여울빛거리시장(대명시장),00-06,2931938982.0
대명여울빛거리시장(대명시장),06-11,490692634.0
대명여울빛거리시장(대명시장),11-14,2482049517.0
대명여울빛거리시장(대명시장),14-17,1999293330.0
대명여울빛거리시장(대명시장),17-21,10094692717.0
대명여울빛거리시장(대명시장),21-24,7239099282.0
대방역 3번,00-06,820828.0
대방역 3번,06-11,216063827.0
대방역 3번,11-14,5461374994.0
대방역 3번,14-17,4361636304.0
대방역 3번,17-21,8602578038.0
대방역 3번,21-24,2468832243.0
대방역 4번,00-06,351337.0
대방역 4번,06-11,1310161.0
대방역 4번,11-14,248013731.0
대방역 4번,14-17,102218199.0
대방역 4번,17-21,615695766.0
대방역 4번,21-24,207680250.0
대방역 6번,00-06,51530293.0
대방역 6번,06-11,272128083.0
대방역 6번,11-14,596996175.0
대방역 6번,14-17,166363080.0
대방역 6번,17-21,466630762.0
대방역 6번,21-24,106870185.0
대신고등학교,00-06,2632163.0
대신고등학교,06-11,58104117.0
대신고등학교,11-14,672688128.0
대신고등학교,14-17,443038060.0
대신고등학교,17-21,1144742181.0
대신고등학교,21-24,189273958.0
대왕초등학교(세곡동사거리서남측),00-06,27329405.0
대왕초등학교(세곡동사거리서남측),06-11,405065264.0
대왕초등학교(세곡동사거리서남측),11-14,1690969625.0
대왕초등학교(세곡동사거리서남측),14-17,367907015.0
대왕초등학교(세곡동사거리서남측),17-21,1526255774.0
대왕초등학교(세곡동사거리서남측),21-24,527582740.0
대원고등학교,00-06,6269321.0
대원고등학교,06-11,69041268.0
대원고등학교,11-14,473523524.0
대원고등학교,14-17,284557786.0
대원고등학교,17-21,879438611.0
대원고등학교,21-24,264253823.0
대원종합시장,00-06,1413009.0
대원종합시장,06-11,7849749.0
대원종합시장,11-14,12114031.0
대원종합시장,14-17,8096985.0
대원종합시장,17-21,11686746.0
대원종합시장,21-24,3034017.0
대조시장,00-06,107512521.0
대조시장,06-11,63062248.0
대조시장,11-14,732786296.0
대조시장,14-17,392590022.0
대조시장,17-21,1248753579.0
대조시장,21-24,560207363.0
대진고등학교,00-06,12188794.0
대진고등학교,06-11,55618001.0
대진고등학교,11-14,1364452308.0
대진고등학교,14-17,545583729.0
대진고등학교,17-21,1513053694.0
대진고등학교,21-24,144801451.0
대청초등학교,00-06,2064063363.0
대청초등학교,06-11,1635066601.0
대청초등학교,11-14,10397263924.0
대청초등학교,14-17,4238730327.0
대청초등학교,17-21,19072894583.0
대청초등학교,21-24,9077861352.0
대치2동주민센터,00-06,7784869.0
대치2동주민센터,06-11,160567280.0
대치2동주민센터,11-14,2609169560.0
대치2동주민센터,14-17,614204631.0
대치2동주민센터,17-21,2634263373.0
대치2동주민센터,21-24,379781070.0
대치동아우편취급국,00-06,123266600.0
대치동아우편취급국,06-11,286236922.0
대치동아우편취급국,11-14,1875435713.0
대치동아우편취급국,14-17,230095737.0
대치동아우편취급국,17-21,1564460659.0
대치동아우편취급국,21-24,583073961.0
대치사거리,00-06,224004911.0
대치사거리,06-11,1267568526.0
대치사거리,11-14,7480968565.0
대치사거리,14-17,3037361219.0
대치사거리,17-21,8363711530.0
대치사거리,21-24,2400650157.0
대치역,00-06,166372130.0
대치역,06-11,2999586717.0
대치역,11-14,14022222393.0
대치역,14-17,7781635967.0
대치역,17-21,14212605412.0
대치역,21-24,2079232795.0
대학로(혜화역),00-06,9175650293.0
대학로(혜화역),06-11,2867565671.0
대학로(혜화역),11-14,37003628470.0
대학로(혜화역),14-17,24202232865.0
대학로(혜화역),17-21,69298795711.0
대학로(혜화역),21-24,33106762419.0
대흥동주민센터,00-06,5113433.0
대흥동주민센터,06-11,62172361.0
대흥동주민센터,11-14,796179503.0
대흥동주민센터,14-17,228946850.0
대흥동주민센터,17-21,327574584.0
대흥동주민센터,21-24,168272113.0
대흥역 2번,00-06,322054650.0
대흥역 2번,06-11,604000408.0
대흥역 2번,11-14,3750483147.0
대흥역 2번,14-17,1868286402.0
대흥역 2번,17-21,5255127501.0
대흥역 2번,21-24,1859832236.0
대흥역 3번,00-06,612333837.0
대흥역 3번,06-11,302100763.0
대흥역 3번,11-14,7089030117.0
대흥역 3번,14-17,2438354568.0
대흥역 3번,17-21,8822229007.0
대흥역 3번,21-24,3389700804.0
더케이호텔(양재리본타워2단지아파트),00-06,0.0
더케이호텔(양재리본타워2단지아파트),06-11,342430761.0
더케이호텔(양재리본타워2단지아파트),11-14,3335922977.0
더케이호텔(양재리본타워2단지아파트),14-17,368364876.0
더케이호텔(양재리본타워2단지아파트),17-21,487799827.0
더케이호텔(양재리본타워2단지아파트),21-24,113824103.0
덕성여대시반거리,00-06,49033083.0
덕성여대시반거리,06-11,249831210.0
덕성여대시반거리,11-14,1654298367.0
덕성여대시반거리,14-17,1068137487.0
덕성여대시반거리,17-21,1564846144.0
덕성여대시반거리,21-24,293086886.0
덕수교,00-06,194518677.0
덕수교,06-11,78426275.0
덕수교,11-14,269515227.0
덕수교,14-17,231828620.0
덕수교,17-21,1533523419.0
덕수교,21-24,823182257.0
덕의초등학교,00-06,62241648.0
덕의초등학교,06-11,41772987.0
덕의초등학교,11-14,392786241.0
덕의초등학교,14-17,276485739.0
덕의초등학교,17-21,1100535279.0
덕의초등학교,21-24,484692980.0
도곡1동,00-06,259029705.0
도곡1동,06-11,1321896875.0
도곡1동,11-14,6810073934.0
도곡1동,14-17,1736589841.0
도곡1동,17-21,5062286856.0
도곡1동,21-24,1655607299.0
도곡2동주민센터(대치중학교),00-06,0.0
도곡2동주민센터(대치중학교),06-11,8831716.0
도곡2동주민센터(대치중학교),11-14,96793472.0
도곡2동주민센터(대치중학교),14-17,72020947.0
도곡2동주민센터(대치중학교),17-21,186461375.0
도곡2동주민센터(대치중학교),21-24,35179219.0
도곡초등학교,00-06,59744647.0
도곡초등학교,06-11,72507353.0
도곡초등학교,11-14,3181629794.0
도곡초등학교,14-17,1274038537.0
도곡초등학교,17-21,3208625919.0
도곡초등학교,21-24,113188081.0
도림2동유수지내체육시설,00-06,22889585.0
도림2동유수지내체육시설,06-11,47890745.0
도림2동유수지내체육시설,11-14,135453415.0
도림2동유수지내체육시설,14-17,75627568.0
도림2동유수지내체육시설,17-21,216017459.0
도림2동유수지내체육시설,21-24,108747319.0
도림시장,00-06,5984331.0
도림시장,06-11,0.0
도림시장,11-14,8877485.0
도림시장,14-17,2940402.0
도림시장,17-21,20896000.0
도림시장,21-24,9341742.0
도림초등학교,00-06,0.0
도림초등학교,06-11,79583.0
도림초등학교,11-14,530553.0
도림초등학교,14-17,954995.0
도림초등학교,17-21,2918042.0
도림초등학교,21-24,0.0
도봉구 정병원,00-06,389839237.0
도봉구 정병원,06-11,18972926.0
도봉구 정병원,11-14,558898200.0
도봉구 정병원,14-17,240468291.0
도봉구 정병원,17-21,1670365134.0
도봉구 정병원,21-24,1149597850.0
도봉구민회관,00-06,2450858.0
도봉구민회관,06-11,106432165.0
도봉구민회관,11-14,1326599458.0
도봉구민회관,14-17,579313912.0
도봉구민회관,17-21,1736320012.0
도봉구민회관,21-24,326440748.0
도봉구보건소,00-06,336199163.0
도봉구보건소,06-11,226546597.0
도봉구보건소,11-14,1938817209.0
도봉구보건소,14-17,586841042.0
도봉구보건소,17-21,2276873585.0
도봉구보건소,21-24,1065204961.0
도봉산역 1번,00-06,2661914.0
도봉산역 1번,06-11,379687169.0
도봉산역 1번,11-14,5612351563.0
도봉산역 1번,14-17,5801605063.0
도봉산역 1번,17-21,6646659751.0
도봉산역 1번,21-24,471995279.0
도봉산입구,00-06,276649798.0
도봉산입구,06-11,853428886.0
도봉산입구,11-14,3954276170.0
도봉산입구,14-17,3059588294.0
도봉산입구,17-21,6092145578.0
도봉산입구,21-24,1663327688.0
도봉세무서,00-06,79539228.0
도봉세무서,06-11,60190447.0
도봉세무서,11-14,1250603156.0
도봉세무서,14-17,610914789.0
도봉세무서,17-21,1876091638.0
도봉세무서,21-24,507726671.0
도봉역 2번,00-06,345943924.0
도봉역 2번,06-11,425974719.0
도봉역 2번,11-14,3153647125.0
도봉역 2번,14-17,1890344932.0
도봉역 2번,17-21,6271092073.0
도봉역 2번,21-24,2669757950.0
도봉역 3번,00-06,91650136.0
도봉역 3번,06-11,112574377.0
도봉역 3번,11-14,1343927557.0
도봉역 3번,14-17,289275749.0
도봉역 3번,17-21,843936237.0
도봉역 3번,21-24,165467671.0
도봉우체국,00-06,15125827.0
도봉우체국,06-11,35498322.0
도봉우체국,11-14,758475896.0
도봉우체국,14-17,286209030.0
도봉우체국,17-21,666394804.0
도봉우체국,21-24,68664449.0
도산공원교차로,00-06,2091418096.0
도산공원교차로,06-11,858855517.0
도산공원교차로,11-14,18544380809.0
도산공원교차로,14-17,6453340939.0
도산공원교차로,17-21,30577794446.0
도산공원교차로,21-24,15266813397.0
도산공원북측,00-06,25975210.0
도산공원북측,06-11,433282.0
도산공원북측,11-14,1290046861.0
도산공원북측,14-17,647469941.0
도산공원북측,17-21,2548697700.0
도산공원북측,21-24,1975414117.0
도성초등학교,00-06,89254973.0
도성초등학교,06-11,349199525.0
도성초등학교,11-14,4790782918.0
도성초등학교,14-17,2354895879.0
도성초등학교,17-21,6894368184.0
도성초등학교,21-24,1462615689.0
도신초등학교,00-06,21911966.0
도신초등학교,06-11,32603601.0
도신초등학교,11-14,375142676.0
도신초등학교,14-17,122641191.0
도신초등학교,17-21,346949630.0
도신초등학교,21-24,106696451.0
도화동 상점가,00-06,6338541280.0
도화동 상점가,06-11,2599799016.0
도화동 상점가,11-14,18155702597.0
도화동 상점가,14-17,6695615498.0
도화동 상점가,17-21,39091609450.0
도화동 상점가,21-24,25866452707.0
독립문역 1번,00-06,27846233.0
독립문역 1번,06-11,567032955.0
독립문역 1번,11-14,1450629174.0
독립문역 1번,14-17,860642441.0
독립문역 1번,17-21,1232450255.0
독립문역 1번,21-24,298500426.0
독산119안전센터,00-06,979191701.0
독산119안전센터,06-11,127500170.0
독산119안전센터,11-14,1145887323.0
독산119안전센터,14-17,551396136.0
독산119안전센터,17-21,2737388490.0
독산119안전센터,21-24,1691782979.0
독산2동주민센터,00-06,306436856.0
독산2동주민센터,06-11,376866394.0
독산2동주민센터,11-14,1041331464.0
독산2동주민센터,14-17,822561335.0
독산2동주민센터,17-21,2894072595.0
독산2동주민센터,21-24,1256703209.0
독산동,00-06,973578834.0
독산동,06-11,2037815261.0
독산동,11-14,16106413045.0
독산동,14-17,6612333401.0
독산동,17-21,16799819934.0
독산동,21-24,4923430625.0
독산동 맛나는거리상점가(독산동 맛나는거리),00-06,1352097649.0
독산동 맛나는거리상점가(독산동 맛나는거리),06-11,9766624.0
독산동 맛나는거리상점가(독산동 맛나는거리),11-14,318600015.0
독산동 맛나는거리상점가(독산동 맛나는거리),14-17,451164163.0
독산동 맛나는거리상점가(독산동 맛나는거리),17-21,4260510595.0
독산동 맛나는거리상점가(독산동 맛나는거리),21-24,3961642617.0
독산동 우시장,00-06,540511171.0
독산동 우시장,06-11,94309630.0
독산동 우시장,11-14,1392357845.0
독산동 우시장,14-17,1568585303.0
독산동 우시장,17-21,6262780158.0
독산동 우시장,21-24,1914657237.0
독산동성당,00-06,184954193.0
독산동성당,06-11,117936066.0
독산동성당,11-14,1218079224.0
독산동성당,14-17,756018545.0
독산동성당,17-21,2480053850.0
독산동성당,21-24,919732337.0
독산동정훈단지,00-06,253426384.0
독산동정훈단지,06-11,197948695.0
독산동정훈단지,11-14,434039848.0
독산동정훈단지,14-17,621670228.0
독산동정훈단지,17-21,1223400211.0
독산동정훈단지,21-24,743887350.0
독산역 1번 출입구,00-06,2402320.0
독산역 1번 출입구,06-11,10581170.0
독산역 1번 출입구,11-14,360344395.0
독산역 1번 출입구,14-17,82395655.0
독산역 1번 출입구,17-21,684072977.0
독산역 1번 출입구,21-24,320145628.0
돈암시장(돈암제일시장),00-06,154505977.0
돈암시장(돈암제일시장),06-11,72027437.0
돈암시장(돈암제일시장),11-14,1096689684.0
돈암시장(돈암제일시장),14-17,1155982019.0
돈암시장(돈암제일시장),17-21,4581756430.0
돈암시장(돈암제일시장),21-24,1805615921.0
돈의문센트레빌아파트입구,00-06,1659947.0
돈의문센트레빌아파트입구,06-11,5395256.0
돈의문센트레빌아파트입구,11-14,133349993.0
돈의문센트레빌아파트입구,14-17,54082942.0
돈의문센트레빌아파트입구,17-21,114562195.0
돈의문센트레빌아파트입구,21-24,5670399.0
돌곶이시장(석관황금시장),00-06,37315983.0
돌곶이시장(석관황금시장),06-11,108629549.0
돌곶이시장(석관황금시장),11-14,385956039.0
돌곶이시장(석관황금시장),14-17,163758344.0
돌곶이시장(석관황금시장),17-21,470387793.0
돌곶이시장(석관황금시장),21-24,109997728.0
돌곶이역 1번,00-06,32153266.0
돌곶이역 1번,06-11,233079814.0
돌곶이역 1번,11-14,1084032922.0
돌곶이역 1번,14-17,3072548815.0
돌곶이역 1번,17-21,1855088494.0
돌곶이역 1번,21-24,397947104.0
돌곶이역 3번,00-06,162329396.0
돌곶이역 3번,06-11,72347148.0
돌곶이역 3번,11-14,552017863.0
돌곶이역 3번,14-17,355447391.0
돌곶이역 3번,17-21,1129366940.0
돌곶이역 3번,21-24,278710182.0
돌곶이역 5번,00-06,490498990.0
돌곶이역 5번,06-11,136379066.0
돌곶이역 5번,11-14,999075612.0
돌곶이역 5번,14-17,672313019.0
돌곶이역 5번,17-21,3117646032.0
돌곶이역 5번,21-24,1784474242.0
돌곶이역 8번,00-06,240767327.0
돌곶이역 8번,06-11,206871696.0
돌곶이역 8번,11-14,2387976085.0
돌곶이역 8번,14-17,1095387008.0
돌곶이역 8번,17-21,2744403285.0
돌곶이역 8번,21-24,828743075.0
동교초등학교,00-06,253958802.0
동교초등학교,06-11,276666685.0
동교초등학교,11-14,1065635577.0
동교초등학교,14-17,822631091.0
동교초등학교,17-21,1992863364.0
동교초등학교,21-24,1011753981.0
동구여중,00-06,29404096.0
동구여중,06-11,210985304.0
동구여중,11-14,2471029700.0
동구여중,14-17,896020073.0
동구여중,17-21,4250549377.0
동구여중,21-24,742113160.0
동남상가,00-06,12195111.0
동남상가,06-11,189417.0
동남상가,11-14,134263472.0
동남상가,14-17,206344455.0
동남상가,17-21,316675393.0
동남상가,21-24,74320512.0
동대문경찰서,00-06,43824361.0
동대문경찰서,06-11,13708360.0
동대문경찰서,11-14,157406179.0
동대문경찰서,14-17,85785774.0
동대문경찰서,17-21,322493981.0
동대문경찰서,21-24,176447484.0
동대문구청,00-06,359229968.0
동대문구청,06-11,253365982.0
동대문구청,11-14,2749674487.0
동대문구청,14-17,841035433.0
동대문구청,17-21,3340933838.0
동대문구청,21-24,1186225668.0
동대문문구완구거리(동대문문구완구시장),00-06,240579203.0
동대문문구완구거리(동대문문구완구시장),06-11,259057654.0
동대문문구완구거리(동대문문구완구시장),11-14,1457065577.0
동대문문구완구거리(동대문문구완구시장),14-17,472994656.0
동대문문구완구거리(동대문문구완구시장),17-21,814202983.0
동대문문구완구거리(동대문문구완구시장),21-24,562328403.0
동대문역,00-06,935998609.0
동대문역,06-11,760256592.0
동대문역,11-14,4285834334.0
동대문역,14-17,2928128199.0
동대문역,17-21,6869714152.0
동대문역,21-24,2753816728.0
동대문역 1번,00-06,104147443.0
동대문역 1번,06-11,74207875.0
동대문역 1번,11-14,240704965.0
동대문역 1번,14-17,316242219.0
동대문역 1번,17-21,1335387370.0
동대문역 1번,21-24,785189543.0
동대문역 3번,00-06,97764162.0
동대문역 3번,06-11,30837995.0
동대문역 3번,11-14,519276101.0
동대문역 3번,14-17,383444897.0
동대문역 3번,17-21,1151151064.0
동대문역 3번,21-24,320894820.0
동대문역사문화공원역,00-06,2583576473.0
동대문역사문화공원역,06-11,4537309210.0
동대문역사문화공원역,11-14,25555522043.0
동대문역사문화공원역,14-17,12731952295.0
동대문역사문화공원역,17-21,32059245413.0
동대문역사문화공원역,21-24,12864229378.0
동대문역사문화공원역 5번,00-06,637557645.0
동대문역사문화공원역 5번,06-11,278430918.0
동대문역사문화공원역 5번,11-14,3775985337.0
동대문역사문화공원역 5번,14-17,708076568.0
동대문역사문화공원역 5번,17-21,3502889228.0
동대문역사문화공원역 5번,21-24,2741672034.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",00-06,0.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",06-11,91219035.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",11-14,795141352.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",14-17,197105729.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",17-21,3477959.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",21-24,0.0
동대문중앙새마을금고본점,00-06,70169826.0
