commercial_area,lunch_sales,total_sales,total_shops,lunch_per_shop,total_per_shop,lunch_index
답십리역 6번,258081106.0,839757639.0,90.0,2867567.8444444444,9330640.433333334,0.307328083740123
종암초등학교,883215164.0,2874659597.0,90.0,9813501.822222222,31940662.18888889,0.30724165216699917
난곡초등학교(난곡동벽화마을),711558959.0,2316619572.0,240.0,2964828.995833333,9652581.55,0.30715399610722094
선릉역,75827542825.0,247015009850.0,13098.0,5789245.902046114,18858986.856772028,0.30697544603077487
이대역 5번,1074344014.0,3500420547.0,630.0,1705307.9587301586,5556223.090476191,0.3069185543779177
청와대사랑채,1131576011.0,3695753089.0,144.0,7858166.743055556,25664952.006944444,0.30618279515696295
신성초등학교,2258952589.0,7380313403.0,1422.0,1588574.2538677917,5190093.813642757,0.3060781386440534
성신여대입구역 7번,1270324264.0,4163006923.0,624.0,2035776.064102564,6671485.453525641,0.30514584469740985
매봉역,24363684520.0,79863563188.0,3720.0,6549377.559139785,21468699.78172043,0.30506633497741054
송정역 2번,526080383.0,1725299139.0,210.0,2505144.680952381,8215710.185714286,0.3049212574840333
은마아파트,14214133182.0,46698773400.0,2394.0,5937398.989974937,19506588.72180451,0.30437915489232104
우장산역 4번,4069993106.0,13392778753.0,1782.0,2283946.7485970818,7515588.525813692,0.3038945973096372
"수유전통시장(수유시장, 수유골목시장)",2869254509.0,9457600875.0,1314.0,2183603.127092846,7197565.353881278,0.3033807988857428
성수역,34874125279.0,114955795658.0,7158.0,4872048.7956133,16059764.690975133,0.3033698743015315
답십리공원,397787875.0,1312720787.0,258.0,1541813.4689922482,5088065.065891473,0.30302550164462355
충정로역 6번,1694632044.0,5601634861.0,300.0,5648773.48,18672116.203333333,0.3025245461460649
돌곶이시장(석관황금시장),385956039.0,1276045436.0,498.0,775012.126506024,2562340.232931727,0.3024626146619437
KC대학교,59671762.0,197592529.0,132.0,452058.80303030304,1496913.0984848484,0.3019940192171942
도봉구보건소,1938817209.0,6430482557.0,1038.0,1867839.3150289017,6195069.900770713,0.30150415490816795
국민은행방학지점,162119686.0,539054821.0,150.0,1080797.9066666667,3593698.8066666666,0.30074804951980944
조원동 펭귄시장(신림중앙시장),436302656.0,1451003277.0,594.0,734516.2558922559,2442766.4595959596,0.30069033124588873
국악고교사거리,2134079699.0,7099933131.0,534.0,3996403.9307116107,13295754.926966293,0.3005774363820554
도성초등학교,4790782918.0,15941117168.0,1290.0,3713785.207751938,12357455.168992247,0.3005299357322935
서울과학기술대,2377334756.0,7913352151.0,1044.0,2277140.570881226,7579839.225095785,0.3004206953812335
강동구립성내도서관,2054300318.0,6840567901.0,1338.0,1535351.5082212258,5112532.063527653,0.3003113700106228
한양대역 4번,505556942.0,1683718253.0,240.0,2106487.2583333333,7015492.720833333,0.3002621971337624
양재역 8번(양재동우체국),13219137472.0,44029611555.0,3300.0,4005799.233939394,13342306.531818181,0.3002328888477063
경창시장,914694754.0,3052097086.0,630.0,1451896.4349206348,4844598.549206349,0.29969385908322316
두산초등학교,1105430017.0,3692125222.0,354.0,3122683.6638418077,10429732.265536724,0.29940209243531446
신길2동우편취급국,2325997919.0,7768836147.0,702.0,3313387.349002849,11066718.158119658,0.29940107822948525
등촌3동주민센터,4682044808.0,15657681110.0,2304.0,2032137.5034722222,6795868.537326389,0.2990254288043806
발산역 5번,3272744798.0,10950608290.0,978.0,3346364.8241308792,11196940.991820041,0.2988642010863124
오금공원(오주중학교),310737942.0,1039770125.0,456.0,681442.8552631579,2280197.64254386,0.29885253916099963
서연중학교,1384931486.0,4635022287.0,840.0,1648727.9595238096,5517883.675,0.2987971578657482
문정동 로데오거리 상점가(문정동 로데오거리),1679704885.0,5621784409.0,1278.0,1314323.0712050078,4398892.338810641,0.29878500539987535
방신전통시장,326191865.0,1093610767.0,522.0,624888.6302681993,2095039.7835249042,0.29827053174943735
논현역,33780723739.0,113382965190.0,7818.0,4320890.731517012,14502809.566385265,0.2979347354551224
강일동주민센터,2147490825.0,7226879114.0,462.0,4648248.538961039,15642595.484848484,0.297153278908437
시흥3동 우편취급국,131907717.0,444428240.0,72.0,1832051.625,6172614.444444444,0.296803184694114
도봉산역 1번,5612351563.0,18914960739.0,1716.0,3270601.143939394,11022704.393356644,0.29671494646182994
경기고교사거리(경기고교앞사거리),2231560175.0,7530556956.0,762.0,2928556.6601049867,9882620.677165354,0.29633401460724573
간데메공원,1408908351.0,4754944507.0,1122.0,1255711.5427807486,4237918.4554367205,0.296303847274321
은평구청,6759925172.0,22836008530.0,1266.0,5339593.342812006,18037921.429699842,0.29602043470597705
장안초등학교,15245647.0,51621805.0,30.0,508188.23333333334,1720726.8333333333,0.295333473907005
선일여고,623876944.0,2113287578.0,678.0,920172.4837758112,3116943.330383481,0.295216302075855
남가좌파출소,3698862780.0,12546417127.0,1716.0,2155514.4405594408,7311431.892191142,0.29481426789485704
성원중학교,3883004154.0,13171623516.0,2940.0,1320749.7122448978,4480144.0530612245,0.2948007243968967
보라매역 2번,1067919672.0,3627926733.0,840.0,1271332.9428571428,4318960.396428571,0.2943608707105607
교육개발원입구사거리,5038288896.0,17122006214.0,1500.0,3358859.264,11414670.809333334,0.29425809294943406
KT월곡지사,1025216002.0,3487804704.0,378.0,2712211.6455026455,9226996.57142857,0.2939430641928511
수유동우체국,1430978069.0,4869336773.0,384.0,3726505.3880208335,12680564.513020834,0.29387535422372807
신길6동주민센터,2656118404.0,9038996548.0,684.0,3883214.0409356724,13214907.233918129,0.2938510253760084
신촌 상인회(신촌상점가),762660430.0,2596818211.0,144.0,5296252.986111111,18033459.798611112,0.2936903425774689
4.19민주묘지역 2번,3189964473.0,10866540375.0,912.0,3497768.0625,11915066.200657895,0.29355842456896036
만리시장,245628166.0,841773670.0,294.0,835469.9523809524,2863175.7482993198,0.2917983476484837
길동주민센터(강동도서관),4720648388.0,16197465401.0,2802.0,1684742.46538187,5780680.014632406,0.2914436469614904
영서중학교,49857754.0,171257567.0,48.0,1038703.2083333334,3567865.9791666665,0.2911273053411999
논현2동주민센터,3722075064.0,12790304202.0,1644.0,2264035.9270072994,7779990.390510949,0.2910075480001472
후암시장,1340998417.0,4614775260.0,606.0,2212868.6749174916,7615140.693069307,0.29058802248151083
삼성동 시장(삼성동시장),89140999.0,306785128.0,288.0,309517.3576388889,1065226.138888889,0.2905649292099974
하나고등학교,209017953.0,719380724.0,168.0,1244154.482142857,4282028.119047619,0.2905526184212853
서울숲카페거리,34298839.0,118066021.0,900.0,38109.82111111111,131184.46777777778,0.2905055892414634
상도역 5번,4832090259.0,16648948236.0,2160.0,2237078.823611111,7707846.405555556,0.2902339649631186
압구정역,25080449713.0,86527729132.0,6744.0,3718927.893386714,12830327.569988137,0.2898544774558825
평창동서측,596258696.0,2059003751.0,600.0,993764.4933333333,3431672.9183333335,0.2895860173690378
가양역 10번,1908449902.0,6607864270.0,432.0,4417708.106481481,15295982.106481481,0.28881493687218246
연서시장,4386440875.0,15192025563.0,1596.0,2748396.5382205513,9518813.009398496,0.28873311572639304
월곡역,7224007575.0,25040025953.0,2370.0,3048104.4620253164,10565411.794514768,0.28849840605434773
공릉동 국수거리,3164588916.0,10984313673.0,2094.0,1511265.0028653296,5245613.024355301,0.2881007416766257
서교동(홍대),15185351658.0,52728528540.0,5532.0,2745002.107375271,9531548.904555315,0.2879911895603222
구산역 2번,471981252.0,1641597962.0,558.0,845844.5376344086,2941931.831541219,0.28751330284607163
동구여중,2471029700.0,8600101710.0,546.0,4525695.421245421,15751102.032967033,0.2873256367569169
목동센트럴아이파크앞,1660617969.0,5797917440.0,552.0,3008365.8858695654,10503473.623188406,0.28641628415460846
신월1파출소,753979497.0,2633364029.0,1044.0,722202.5833333334,2522379.3381226053,0.28631799048546963
정릉3동주민센터,635091842.0,2218287404.0,174.0,3649953.114942529,12748778.183908045,0.286298268139109
신대방삼거리역 3번,400908169.0,1401512839.0,282.0,1421660.1737588653,4969903.684397163,0.2860538682514346
봉천역 1번(관악초등학교),558576065.0,1956264073.0,672.0,831214.3824404762,2911107.251488095,0.2855320366556668
도봉세무서,1250603156.0,4385065929.0,864.0,1447457.3564814816,5075307.788194444,0.2851959756703581
중곡역 3번,2140287296.0,7527997271.0,1404.0,1524421.150997151,5361821.418091168,0.2843103177315166
광진경찰서,138503636.0,487967788.0,66.0,2098539.9393939395,7393451.333333333,0.283837661841728
자하문터널,1194054477.0,4207369183.0,714.0,1672345.205882353,5892673.925770308,0.2838007374833216
송화벽화시장(송화골목시장),3322097938.0,11726724887.0,984.0,3376115.7906504064,11917403.340447154,0.2832929031773234
서래초등학교,862939213.0,3046367044.0,174.0,4959420.764367816,17507856.574712645,0.2832682997604014
방화역 2번,2867373015.0,10131133608.0,564.0,5083994.707446809,17963002.85106383,0.28302588100662235
동대문역사문화공원역,25555522043.0,90331834812.0,6300.0,4056432.07031746,14338386.478095237,0.28290715112990394
양재천카페거리,5812949629.0,20559197365.0,1506.0,3859860.3114209827,13651525.474767596,0.2827420509565209
방화역 1번,3674146297.0,13002245879.0,840.0,4373983.686904762,15478864.141666668,0.28257782010830407
수유중앙골목시장(수유중앙시장),805412086.0,2858406783.0,810.0,994335.9086419753,3528897.262962963,0.2817695825486011
서울북부고용노동지청,715141476.0,2543316959.0,312.0,2292120.1153846155,8151656.919871795,0.28118456626860405
답십리사거리,6077274371.0,21613245551.0,1122.0,5416465.571301248,19263142.20231729,0.2811828680084013
중앙대학교,6486039149.0,23068555004.0,2226.0,2913764.2178796045,10363232.256963162,0.2811636510338574
금천철쭉어린이공원(금하마을),276055042.0,983946887.0,330.0,836530.4303030303,2981657.2333333334,0.28055888549195646
장승배기역,3038525041.0,10846528893.0,1152.0,2637608.542534722,9415389.6640625,0.2801380119828903
을지로4가역,1166865783.0,4168556173.0,924.0,1262841.7564935065,4511424.42965368,0.27992084898792124
고덕역,19989911291.0,71454937681.0,1980.0,10095914.793434344,36088352.36414141,0.27975549261888666
성내천어린이공원(하니사랑길),3786627213.0,13537603157.0,654.0,5789949.866972477,20699699.01681957,0.2797117901215783
북한산보국문역 1번,302444674.0,1081712344.0,108.0,2800413.6481481483,10015855.037037037,0.2795980610534662
선사초등학교,255539401.0,914020910.0,126.0,2028090.4841269841,7254134.206349206,0.2795771936989932
방배동카페골목,11904158952.0,42685536918.0,2760.0,4313101.069565217,15465774.245652175,0.27888038458713055
서대문역,15778638604.0,56617539304.0,4314.0,3657542.5600370886,13124139.847936949,0.2786881732757546
영등포시장기계공구상가,456192037.0,1638049677.0,150.0,3041280.2466666666,10920331.18,0.2784970708797374
한성대입구역,7705898917.0,27674752464.0,1932.0,3988560.5160455485,14324406.037267081,0.27844508914845845
장한평역(장한평),20292397005.0,72962858762.0,5916.0,3430087.390973631,12333140.426301556,0.2781195439612975
석촌역(석촌호수),14754370512.0,53092686862.0,5136.0,2872735.691588785,10337361.149143303,0.2778983582117434
"남부골목시장(남부화곡시장, 남부시장)",2221478153.0,7994843226.0,2304.0,964183.2261284722,3469984.0390625,0.27786387927852535
천호공원(해공체육문화센터),2655285342.0,9563242419.0,1554.0,1708677.8262548263,6153952.650579151,0.27765534174105516
홍대부속여중고앞,1787850157.0,6439890697.0,1746.0,1023969.1620847652,3688368.096792669,0.2776211959362701
장충동주민센터,297826003.0,1074159723.0,192.0,1551177.0989583333,5594581.890625,0.27726416902712336
신정2동 골목시장(오목교중앙시장),53581414.0,193476398.0,174.0,307939.1609195402,1111933.3218390804,0.2769403118617083
삼전역 4번,4555427473.0,16458781536.0,1704.0,2673372.9301643195,9658909.352112677,0.27677792934039464
방이역,4460823983.0,16124744604.0,1044.0,4272819.907088122,15445157.666666666,0.2766446286469196
둔촌동역 3번(성내3동주민센터),1941391755.0,7019964561.0,1320.0,1470751.3295454546,5318154.970454546,0.27655292817082927
무너미어린이공원,62923073.0,227819385.0,306.0,205630.95751633987,744507.7941176471,0.2761971857662595
신풍역 3번,402306603.0,1459326848.0,288.0,1396897.9270833333,5067107.111111111,0.27567957346317523
금동어린이공원,562236499.0,2040682986.0,540.0,1041178.7018518519,3779042.566666667,0.2755138857221795
마포구청역 1번,3688731803.0,13405887906.0,954.0,3866595.181341719,14052293.402515722,0.27515758962515674
양평역 2번,3270127310.0,11891235323.0,1380.0,2369657.4710144927,8616837.19057971,0.2750031616710946
용두동신동아아파트,657552018.0,2391856141.0,810.0,811792.6148148148,2952908.8160493826,0.27491286232837026
석관중앙교회,753474221.0,2743195810.0,426.0,1768718.8286384977,6439426.784037558,0.27467022888169257
광진정보도서관,2563554185.0,9336814010.0,1104.0,2322059.950181159,8457259.067028986,0.27456412671970953
대흥역 2번,3750483147.0,13659784344.0,2316.0,1619379.597150259,5898007.056994819,0.27456386225067914
구남초등학교,722744136.0,2636408170.0,288.0,2509528.25,9154195.034722222,0.2741396966616137
대원종합시장,12114031.0,44194537.0,54.0,224333.90740740742,818417.3518518518,0.27410697842586296
신설동역 12번,356155623.0,1300207350.0,720.0,494660.5875,1805843.5416666667,0.27392217325951895
서울지방병무청,1360512861.0,4972044107.0,444.0,3064218.1554054054,11198297.538288288,0.27363250038039133
유진상가,601428691.0,2199885670.0,120.0,5011905.758333334,18332380.583333332,0.2733908853545103
증산역 3번,903336643.0,3304372012.0,978.0,923657.0991820041,3378703.488752556,0.2733761936366383
안암역,5207383666.0,19054475642.0,1710.0,3045253.6058479534,11142968.211695906,0.273289266198533
망원시장,1700647817.0,6228609680.0,1176.0,1446129.0960884353,5296436.802721089,0.2730381103283389
경성고등학교,4579947399.0,16782445222.0,2424.0,1889417.2438118812,6923450.999174917,0.2729010783837493
새남터성지,203703045.0,748029295.0,354.0,575432.3305084746,2113077.104519774,0.27231960881959844
목동역 5번,785357839.0,2888271176.0,288.0,2726936.940972222,10028719.361111112,0.2719127779710945
망우역 1번,1810721427.0,6661048398.0,618.0,2929969.9466019417,10778395.466019418,0.2718373022996912
정릉아리랑시장,523896008.0,1929707565.0,348.0,1505448.2988505748,5545136.681034483,0.2714898451465624
신금호역 4번,522537660.0,1924903260.0,384.0,1360775.15625,5012768.90625,0.27146177725315923
장안근린공원,3901081605.0,14415252253.0,1938.0,2012942.004643963,7438210.656862745,0.2706218064403372
통인시장,3670399062.0,13569496172.0,1656.0,2216424.554347826,8194140.200483092,0.27048897140143574
송중초등학교,690173501.0,2553556124.0,918.0,751822.98583878,2781651.551198257,0.2702793545492482
망우본동주민센터,2635881703.0,9762686415.0,1476.0,1785827.7120596205,6614286.189024391,0.26999553104052043
신자초등학교,1757275432.0,6510499012.0,978.0,1796805.1451942741,6656951.955010225,0.269914092416116
한티역,13931898860.0,51684679081.0,3246.0,4292020.597658657,15922575.194393098,0.2695556808656196
태릉입구역 4번,296557859.0,1100411769.0,498.0,595497.7088353414,2209662.186746988,0.26949717129024997
세검정초등학교,550518942.0,2045948756.0,558.0,986593.0860215054,3666574.831541219,0.2690775809440654
수유역 2번,850061373.0,3159436602.0,780.0,1089822.273076923,4050559.7461538464,0.26905473351226306
수락산역 4번,4694149796.0,17464535618.0,1830.0,2565109.1781420764,9543462.086338798,0.2687818272798463
신길역 3번,184631850.0,686987080.0,198.0,932484.0909090909,3469631.717171717,0.26875592769517587
을지로3가역,43346225586.0,161458196392.0,9942.0,4359910.036813518,16240011.707101187,0.268467173266081
먹골역 5번,2120097634.0,7899390307.0,1842.0,1150975.91422367,4288485.508686211,0.2683875022761298
청룡동주민센터,430545082.0,1604901603.0,384.0,1121211.1510416667,4179431.2578125,0.26826883417350544
서울여자간호대학교,860361115.0,3207597982.0,816.0,1054364.111519608,3930879.879901961,0.2682259808829123
무학봉상점가,1717697543.0,6404981212.0,1146.0,1498863.4755671902,5588988.841186737,0.26818151156818726
대신고등학교,672688128.0,2510478607.0,96.0,7007168.0,26150818.822916668,0.2679521451106315
경희대학교(경희대),15109469168.0,56400082181.0,5598.0,2699083.4526616647,10075041.475705609,0.26789799914671153
등나무근린공원,6762110823.0,25242286623.0,1506.0,4490113.428286852,16761146.496015936,0.2678882037904827
신수동주민센터,185009728.0,690856865.0,618.0,299368.49190938513,1117891.3673139159,0.26779748074154264
정릉우체국,1476536023.0,5514438855.0,456.0,3238017.5942982454,12093067.664473685,0.26775816394467933
방학초등학교,2264107623.0,8466730047.0,750.0,3018810.164,11288973.396,0.2674122843685369
방화역 3번,2774569688.0,10386776156.0,594.0,4670992.740740741,17486155.144781146,0.2671252028857143
난곡 골목형상점가,98511088.0,369081479.0,72.0,1368209.5555555555,5126131.652777778,0.266908781949473
관악중부시장,1568079144.0,5886343620.0,798.0,1965011.4586466164,7376370.45112782,0.26639272954982535
석촌고분역,10054122611.0,37769468161.0,2460.0,4087041.711788618,15353442.341869919,0.2661970925336377
북가좌2동주민센터,4157717080.0,15635294629.0,1422.0,2923851.6736990153,10995284.549226442,0.26591869092689546
불광역 8번,1808294849.0,6802703379.0,294.0,6150662.751700681,23138446.86734694,0.265820034808841
공항시장역 3번,610284690.0,2296275329.0,630.0,968705.8571428572,3644881.4746031747,0.26577156593228374
공덕역(공덕오거리),14227840060.0,53540785917.0,3804.0,3740231.3512092535,14074864.85725552,0.2657383491168076
"솔샘시장(미아6,7동골목시장)",1901156641.0,7158513241.0,804.0,2364622.6878109453,8903623.434079602,0.2655798176234735
동대문패션타운 관광특구,22791948709.0,85865983764.0,8922.0,2554578.425128895,9624073.499663753,0.265436296306148
강남을지병원,15854552305.0,59732088776.0,6522.0,2430934.1160686905,9158553.936829194,0.26542772285187965
녹두거리(대학동),8411816303.0,31725081410.0,3798.0,2214801.5542390733,8353102.003686151,0.265147193612828
신묵초등학교,1419483724.0,5356892872.0,1620.0,876224.5209876543,3306723.995061728,0.26498266026926065
한강로동땡땡거리(은행나무길),7712164177.0,29141337018.0,3336.0,2311799.8132494004,8735412.775179856,0.26464688879018683
남성사계시장(남성시장),10570026908.0,39961255130.0,2388.0,4426309.425460637,16734193.940536013,0.2645068798168152
마포구청역 7번,2095192343.0,7925417315.0,1392.0,1505166.9130747127,5693546.921695402,0.2643636618395533
옥수터널,66745425.0,252543863.0,66.0,1011294.3181818182,3826422.1666666665,0.2642924053157451
영등포푸르지오아파트,613131663.0,2320068591.0,630.0,973224.8619047619,3682648.557142857,0.26427307596786476
경복아파트교차로,3794768660.0,14365748454.0,1776.0,2136694.0653153155,8088822.327702703,0.264153912492
불광역 3번,1045575583.0,3964969648.0,396.0,2640342.381313131,10012549.616161617,0.2637033006109912
창신1동주민센터,118007842.0,447766627.0,186.0,634450.7634408602,2407347.4569892474,0.26354764934279035
"이화여대(이대역, 이대)",6185827139.0,23538295303.0,3732.0,1657509.951500536,6307153.082261522,0.26279843375962764
강동구립 천호도서관,548926858.0,2090102895.0,1164.0,471586.647766323,1795621.043814433,0.2626314997759955
능동우편취급국,2450447855.0,9333266924.0,1260.0,1944799.884920635,7407354.701587302,0.2625498525815011
종각역,76806035836.0,292855246990.0,15162.0,5065692.905685266,19315080.26579607,0.2622662104415792
서래마을카페거리(서래마을),16196733071.0,61759682421.0,3084.0,5251858.972438391,20025837.36089494,0.262254150864815
종로신진시장,5976065796.0,22788216715.0,2568.0,2327128.425233645,8873916.166277258,0.26224367929879944
신구중학교,3139023363.0,11976513934.0,72.0,43597546.708333336,166340471.30555555,0.2620982516530674
길음역 8번,911966844.0,3480345105.0,804.0,1134287.119402985,4328787.444029851,0.26203345257050303
은행사거리,6425486646.0,24573764845.0,2214.0,2902207.1571815717,11099261.447606143,0.26147750198347763
서울프랑스학교,380923432.0,1460246221.0,264.0,1442891.7878787878,5531235.685606061,0.26086246724825457
종암아이파크2차,913173320.0,3502194001.0,804.0,1135787.711442786,4355962.687810945,0.2607432140364745
개롱역,7714621973.0,29668162741.0,2202.0,3503461.386466848,13473280.082198001,0.2600303241002098
거여역 1번(거여공원),2136633978.0,8224648862.0,1428.0,1496242.281512605,5759558.0266106445,0.2597842186153138
개봉1동주민센터,2686011120.0,10343333576.0,2610.0,1029123.0344827586,3962963.0559386974,0.2596852455993922
동화동 골목형상점가,1670669616.0,6436034816.0,942.0,1773534.6242038216,6832308.721868365,0.25958057464927176
가오리역 1번,631208941.0,2432848960.0,522.0,1209212.530651341,4660630.191570881,0.2594525806484921
광장시장(광장전통시장),8856666797.0,34178644317.0,2352.0,3765589.62457483,14531736.529336736,0.2591286744686597
용마초등학교,1651547386.0,6382216300.0,1182.0,1397248.2115059223,5399506.175972927,0.2587733333324977
사당역 4번,3717632061.0,14366702908.0,2040.0,1822368.657352941,7042501.425490196,0.2587672401111505
대방역 3번,5461374994.0,21111306234.0,402.0,13585509.935323384,52515687.14925373,0.25869431921765185
보라매역 4번,1002529917.0,3875688504.0,174.0,5761666.189655173,22274071.862068966,0.2586714375949755
서울금융고등학교,379871854.0,1470988167.0,198.0,1918544.7171717172,7429233.166666667,0.2582426307172327
마장역 3번,1998952035.0,7744074170.0,294.0,6799156.581632653,26340388.333333332,0.25812666448157223
송중동주민센터,608784195.0,2359662636.0,486.0,1252642.37654321,4855272.913580247,0.25799628544866277
경찰병원역,11977138738.0,46490286038.0,4020.0,2979387.745771144,11564747.770646766,0.25762669492311113
송천초등학교,372219626.0,1446364997.0,780.0,477204.6487179487,1854314.0987179487,0.2573483365347233
장안중학교,630583864.0,2453155651.0,666.0,946822.6186186186,3683416.8933933936,0.2570500831216926
서서울호수공원,92208147.0,358992927.0,228.0,404421.69736842107,1574530.3815789474,0.2568522666186122
봉천중앙시장,1148112549.0,4469996891.0,468.0,2453231.9423076925,9551275.408119658,0.25684862361126864
"대림골목시장(대림시장, 양지시장)",1458256922.0,5677652592.0,1134.0,1285940.848324515,5006748.317460317,0.2568415200420561
석촌시장,6455082286.0,25153765879.0,1872.0,3448227.716880342,13436840.74732906,0.25662488539694656
동의보감타워,1552535056.0,6051757716.0,588.0,2640365.741496599,10292104.959183674,0.2565428308366204
자양동우체국,1109647719.0,4336955198.0,924.0,1200917.4448051949,4693674.456709957,0.2558587000187868
창동역,8128516018.0,31804759427.0,2346.0,3464840.587382779,13557015.953537937,0.2555754599136965
동평화시장,641039553.0,2510653135.0,234.0,2739485.269230769,10729286.901709402,0.25532780457145865
구파발역,3089847883.0,12124036484.0,1884.0,1640046.6470276008,6435263.526539278,0.25485306705218586
양재시장,1432961432.0,5628811185.0,414.0,3461259.497584541,13596162.282608695,0.25457621243694284
신정롯데캐슬아파트,3114443677.0,12240995605.0,1164.0,2675638.897766323,10516319.248281786,0.25442731763810644
영등포시장역 1번,1265407297.0,4974485951.0,684.0,1850010.668128655,7272640.279239766,0.2543795096547856
석촌고분역 4번,1580850594.0,6214659237.0,594.0,2661364.6363636362,10462389.287878787,0.25437446104657596
인왕시장(홍제골목형상점가),3314192128.0,13029768059.0,1332.0,2488132.228228228,9782108.152402403,0.2543554200652713
올림픽대교북단,4090524767.0,16084359278.0,366.0,11176297.177595628,43946336.82513661,0.2543169234347415
구삼강변맛길,7693506442.0,30255229619.0,2046.0,3760267.0782013685,14787502.257575758,0.2542868303722458
체부동홍종문가옥,36767976.0,144630030.0,96.0,382999.75,1506562.8125,0.2542208972783868
미성동주민센터,634567526.0,2497727929.0,300.0,2115225.0866666664,8325759.763333334,0.2540579054397081
먹골역 1번,1279226289.0,5035378275.0,642.0,1992564.3130841122,7843268.341121496,0.25404770389370596
둔촌2동주민센터,1466648853.0,5773655139.0,822.0,1784244.3467153285,7023911.361313868,0.25402432561187305
마천시장,325491094.0,1281521699.0,276.0,1179315.5579710144,4643194.561594203,0.25398796934455964
삼양입구사거리,1661760408.0,6545890335.0,1200.0,1384800.34,5454908.6125,0.2538631603885555
정릉역 1번,1916064181.0,7551603742.0,1440.0,1330600.1256944444,5244169.265277778,0.2537294389989458
상계2동주민센터,1251440761.0,4932390561.0,2016.0,620754.345734127,2446622.3020833335,0.25371891084518683
상계초등학교,1035194216.0,4080660946.0,1524.0,679261.2965879265,2677599.0459317584,0.2536829767772625
성남고등학교,530783911.0,2094773644.0,558.0,951225.646953405,3754074.6308243726,0.2533848525926938
홍파초등학교,54494099.0,215226398.0,192.0,283823.4322916667,1120970.8229166667,0.25319430844166246
중곡1동 마을마당,1050482139.0,4150341556.0,1278.0,821973.5046948356,3247528.6040688576,0.25310739485557654
마포구청역 4번,1972054653.0,7791766111.0,660.0,2987961.595454545,11805706.228787879,0.253094693155119
신정역 5번,803131510.0,3175118710.0,1038.0,773729.7784200385,3058881.2235067436,0.2529453489315365
성신여대운정그린캠퍼스,2703315078.0,10687584520.0,1926.0,1403590.38317757,5549109.304257529,0.25293976135966034
신금호역 골목형상점가,2009158722.0,7947809437.0,1014.0,1981418.8579881657,7838076.367850099,0.25279402304824033
불광중학교,90256848.0,357273059.0,354.0,254962.84745762713,1009245.9293785311,0.25262707535974605
상일여고(상일초등학교),8233605577.0,32626209574.0,4008.0,2054292.8086327345,8140271.8498003995,0.25236169584227164
성균관대학교,1999128839.0,7923500202.0,1698.0,1177343.2502944642,4666372.321554771,0.2523037531437675
목동보건지소,1152526147.0,4568850918.0,1392.0,827964.1860632184,3282220.4870689656,0.2522573329016642
쌍문2동우체국,2465733439.0,9785737293.0,1266.0,1947656.7448657188,7729650.310426541,0.25197216777562637
응암정보도서관,1591735467.0,6330835184.0,2256.0,705556.5013297872,2806221.269503546,0.2514258262516158
도산공원교차로,18544380809.0,73792603204.0,3528.0,5256343.766723356,20916270.749433108,0.2513040603505201
텃골근린공원,219542370.0,874612840.0,426.0,515357.676056338,2053081.7840375586,0.25101663268515473
보라매역,5256640551.0,20950005287.0,852.0,6169765.904929577,24589208.083333332,0.2509135667980894
신방화역 8번,422371104.0,1687463102.0,486.0,869076.3456790124,3472146.300411523,0.2502994604737734
신성시장(신성골목시장),752577646.0,3008974141.0,372.0,2023058.188172043,8088640.163978495,0.25011103809283286
시흥동 은행나무사거리,1856551494.0,7429132566.0,948.0,1958387.6518987343,7836637.727848101,0.24990151642961006
아차산역,10796097805.0,43270849502.0,3234.0,3338311.0095856525,13379978.200989487,0.24950048194688204
"양재시민의숲역(양재동꽃시장, aT센터)",14157422063.0,56803269637.0,3102.0,4563965.848807221,18311821.288523532,0.24923604140171304
창동신창시장,1239107247.0,4974723872.0,954.0,1298854.5566037735,5214595.253668763,0.24908060806636062
대림역 5번,877570932.0,3525029109.0,966.0,908458.5217391305,3649098.4565217393,0.24895423693365024
도봉산입구,3954276170.0,15899416414.0,2490.0,1588062.718875502,6385307.796787148,0.24870574284211588
노원초등학교,4808670273.0,19357895248.0,774.0,6212752.290697674,25010200.57881137,0.24840873511270897
한울중학교,1521946422.0,6129865367.0,1038.0,1466229.6936416186,5905457.964354528,0.24828382531749657
약수역,11915347575.0,48029302503.0,3432.0,3471837.8715034965,13994552.011363637,0.24808495968176397
공덕동주민센터,282127113.0,1138506113.0,732.0,385419.5532786885,1555336.219945355,0.24780465364088916
메디힐병원,2981961913.0,12040064597.0,1296.0,2300896.537808642,9290173.30015432,0.24766992643403338
성자초등학교,1253319472.0,5064509933.0,834.0,1502781.1414868105,6072553.876498801,0.2474710265317985
용산구청,4840623350.0,19593048186.0,1998.0,2422734.4094094094,9806330.423423423,0.2470582067704409
청량리역(청량리),7350137436.0,29777445703.0,4572.0,1607641.6089238846,6513002.122265967,0.24683572625100927
독산역 1번 출입구,360344395.0,1459942145.0,162.0,2224348.1172839506,9011988.549382716,0.24682101015722097
서울대입구역 8번,809274851.0,3280736352.0,468.0,1729219.767094017,7010120.41025641,0.24667475961811147
망우역 2번,452858964.0,1836584917.0,870.0,520527.5448275862,2111017.1459770114,0.24657665420650954
회기시장,1031214406.0,4187949780.0,1002.0,1029156.0938123752,4179590.598802395,0.24623370865731822
상봉역 4번,1977402932.0,8030652538.0,1908.0,1036374.7023060797,4208937.388888889,0.24623191236866335
