commercial_area,night_sales,total_shops,night_per_shop,total_sales,night_index
망리단길,10635784232.0,9726.0,1093541.459181575,37886060791.0,0.2807308020401682
역촌노인복지관,1783120709.0,1206.0,1478541.2180762852,6372801561.0,0.279801699759846
서울프랑스학교,407440294.0,264.0,1543334.446969697,1460246221.0,0.2790216390500079
성수대교남단,14267298685.0,3768.0,3786438.079883227,51159499808.0,0.2788787759564641
새남터성지,208480216.0,354.0,588927.1638418079,748029295.0,0.27870595094808415
양재천카페거리,5728940459.0,1506.0,3804077.3300132803,20559197365.0,0.2786558423118674
강동역 4번(강풀만화거리),6098956037.0,3384.0,1802291.973108747,21924118870.0,0.27818477327020624
행당시장상점가,9048135551.0,2520.0,3590529.980555556,32532083609.0,0.27812960460045155
메가박스 상봉,5072727081.0,2490.0,2037239.791566265,18248020768.0,0.2779877963475145
장안동사거리,14748338816.0,4878.0,3023439.6916769166,53064260377.0,0.27793356038921574
가락시장역,17364554232.0,4776.0,3635794.4371859296,62508452912.0,0.2777952968448281
대림1동주민센터,806174682.0,522.0,1544395.9425287356,2907558823.0,0.27726857170449065
남구로역 3번,3641192942.0,3180.0,1145029.2270440252,13170145561.0,0.27647324967937004
등촌역,11546237277.0,3966.0,2911305.415279879,41802029091.0,0.27621236404253663
교육개발원입구사거리,4724080274.0,1500.0,3149386.8493333333,17122006214.0,0.27590693607722805
신촌역 6번,248064762.0,132.0,1879278.5,899114780.0,0.275898881341935
동북프라자,291463214.0,192.0,1518037.5729166667,1056499015.0,0.2758764654409072
천호역,16173319849.0,6042.0,2676815.59897385,58648416438.0,0.27576737499975945
정릉북한산국립공원입구,197530781.0,72.0,2743483.0694444445,716974609.0,0.27550596425653895
동대문경찰서,220271845.0,156.0,1411999.0064102565,799666139.0,0.2754547607523494
논현초등학교,1786787607.0,1416.0,1261855.654661017,6498516331.0,0.2749531609971421
언주역 6번,235081827.0,654.0,359452.3348623853,855082290.0,0.27492304512586735
신대방삼거리역 1번,130265013.0,510.0,255421.59411764707,474208066.0,0.27470012076935024
삼각지역,9788018700.0,4440.0,2204508.7162162163,35676948900.0,0.2743513389397489
서울시흥동우체국(홈플러스시흥점),4352233199.0,1590.0,2737253.5842767297,15866484078.0,0.27430356830185704
신방화역 8번,462667540.0,486.0,951990.8230452675,1687463102.0,0.274179352100583
망원역,6257412969.0,2046.0,3058364.1099706744,22825993931.0,0.2741353996638807
상봉역 7번,95903730.0,318.0,301584.0566037736,349899709.0,0.27408919622736816
목4동주민센터,191676919.0,84.0,2281868.0833333335,699752738.0,0.2739209274805296
경복아파트교차로,3932011881.0,1776.0,2213970.6537162163,14365748454.0,0.2737074154953041
세곡초등학교,1172893723.0,1242.0,944358.8752012883,4287933795.0,0.2735335429776616
송정역 3번,3520788491.0,1938.0,1816712.3276573787,12872444525.0,0.27351358820480137
장평중학교,1617208626.0,1506.0,1073843.7091633466,5935875018.0,0.2724465426067702
굽은다리역 4번,2535079327.0,2772.0,914530.7817460317,9338497053.0,0.2714654523755087
가리봉시장,138757679.0,432.0,321198.33101851854,511289419.0,0.27138773822346596
송파역 2번,133392750.0,288.0,463169.2708333333,491556711.0,0.27136797650190153
상계역,13210953244.0,3366.0,3924822.7106357696,48702536953.0,0.2712580097572561
송천동주민센터,69675363.0,72.0,967713.375,256869792.0,0.27124778845151243
천호역 6번,1536887360.0,1584.0,970257.1717171717,5666959313.0,0.27120141068851183
강서구청옆,1603800226.0,618.0,2595145.996763754,5919346422.0,0.270942112804764
불광먹자골목 골목형상점가,6874466274.0,1554.0,4423723.471042471,25390822625.0,0.2707461028549484
문래역(문래로데오거리),8472684321.0,864.0,9806347.59375,31300864104.0,0.2706853169563858
종각역,78928804552.0,15162.0,5205698.75689223,292855246990.0,0.26951473590874453
신정3동 골목시장,484165021.0,144.0,3362257.090277778,1797209606.0,0.26939819339024834
왕십리역(왕십리),10117721198.0,4122.0,2454566.0354196993,37598529849.0,0.2690988514347217
송파나루역,2374482125.0,966.0,2458056.030020704,8836249200.0,0.268720593009079
세검정초등학교,549590208.0,558.0,984928.6881720431,2045948756.0,0.2686236428885416
동대문중앙새마을금고본점,143229026.0,282.0,507904.3475177305,533853101.0,0.26829295499399936
황학코아루아파트,1684170582.0,180.0,9356503.233333332,6287851463.0,0.2678451601330392
화곡중앙시장,661682535.0,648.0,1021115.0231481482,2472465439.0,0.2676205396293105
한강진역 3번,3883962256.0,2442.0,1590484.1343161343,14524916721.0,0.26739996728412224
연남동(홍대),50466757847.0,23826.0,2118138.0780240074,188915220414.0,0.2671397134460853
강남골목시장,853848293.0,306.0,2790353.8986928104,3196423717.0,0.2671261286352169
신성시장(신성골목시장),803454230.0,372.0,2159823.198924731,3008974141.0,0.26701932032323167
천호태영아파트,466754747.0,96.0,4862028.614583333,1754685364.0,0.26600481007944393
신월1동주민센터,1305838758.0,1158.0,1127667.3212435234,4910157904.0,0.26594638778036334
중랑동부시장,2983140239.0,2184.0,1365906.7028388279,11230249499.0,0.2656343689662135
포이초등학교(개포목련어린이공원),1004503228.0,582.0,1725950.5635738831,3784419860.0,0.26543123256942214
신월1동우편취급국,2949682342.0,1572.0,1876388.25826972,11113941309.0,0.26540380770333616
봉일시장,172025683.0,144.0,1194622.798611111,648714379.0,0.2651793895260644
시립서북병원,1342870548.0,1950.0,688651.563076923,5068160481.0,0.2649621204842033
북가좌초등학교,111244180.0,558.0,199362.32974910396,420171802.0,0.2647587950226132
중곡1동 마을마당,1098571356.0,1278.0,859602.0,4150341556.0,0.2646942043629722
강남언주로,5051853989.0,2088.0,2419470.3012452107,19092940043.0,0.26459277500597134
상수역(홍대),11831778452.0,6336.0,1867389.2758838383,44806737353.0,0.26406248593344217
중화역 4번,2328225413.0,1320.0,1763807.131060606,8817256382.0,0.2640532737318333
인헌고등학교(인헌중학교),556404582.0,666.0,835442.3153153153,2107430446.0,0.26402037754369617
인헌시장(원당종합시장),2595824795.0,1602.0,1620365.0405742822,9842662381.0,0.263731975609659
달마을공원,901656995.0,558.0,1615872.7508960573,3419906929.0,0.2636495710904184
은평요양병원,2240762786.0,1284.0,1745142.3566978194,8556132812.0,0.2618896685261038
고속터미널(고속터미널역),8233967610.0,5358.0,1536761.40537514,31469244756.0,0.2616512621717778
논현역,29635331356.0,7818.0,3790653.7932975185,113382965190.0,0.2613737549228756
개봉초등학교,397426300.0,516.0,770206.007751938,1522335086.0,0.2610636144794209
정릉골 골목형상점가,588818479.0,540.0,1090404.5907407408,2256262566.0,0.26097072560304135
번동주공2단지,714782304.0,282.0,2534689.0212765955,2742090559.0,0.2606705681743314
언북초등학교,635725438.0,306.0,2077534.111111111,2441867102.0,0.2603439955758903
성산중학교,3135069323.0,2634.0,1190231.3299164767,12064368619.0,0.2598618644711025
모래내시장(서중시장),1463695091.0,648.0,2258788.720679012,5632680895.0,0.259857626995928
그라운드 고척,5537753345.0,1836.0,3016205.5255991286,21414358915.0,0.25860000605112676
자양4동주민센터,1047408049.0,1188.0,881656.606902357,4053668080.0,0.2583852521541428
장충초등학교,1939288353.0,684.0,2835216.8903508773,7554846432.0,0.25669460927567933
떡전교사거리,307966859.0,504.0,611045.3551587302,1201967891.0,0.2562188734873617
광산사거리,1163683269.0,696.0,1671958.7198275863,4548727477.0,0.25582611288189955
신용산역(용산역),33420341227.0,12060.0,2771172.5727197346,130679522030.0,0.2557427568439355
충신시장옆,472550219.0,162.0,2916976.660493827,1848258442.0,0.2556732371738302
신정역 1번,201835131.0,264.0,764527.0113636364,789779913.0,0.25555870398542285
태릉입구역,6370343838.0,1596.0,3991443.507518797,24935981579.0,0.25546793968458925
이문제일시장,173704275.0,120.0,1447535.625,681334165.0,0.2549472548466728
미성초등학교,529069925.0,876.0,603961.1015981735,2076039208.0,0.254845825146863
만리재,330102946.0,552.0,598012.5833333334,1299094822.0,0.25410227214345715
명일역,12910054937.0,3816.0,3383138.086215933,50981081414.0,0.25323226928361603
신창초등학교,2428379511.0,2604.0,932557.4158986175,9591192734.0,0.25318848013465434
신월2동주민센터,188242253.0,408.0,461378.0710784314,744099277.0,0.2529800240620312
해방촌예술마을,277695660.0,1116.0,248831.2365591398,1098056205.0,0.25289749170899684
사가정역,6346858696.0,1422.0,4463332.416315049,25107192100.0,0.25279046221978757
화곡역 4번,2270681850.0,1800.0,1261489.9166666667,9003287010.0,0.2522058718641249
한남IC,1368433628.0,540.0,2534136.348148148,5437119356.0,0.25168357330429
암사역 2번(서울강동초등학교),4417248592.0,2868.0,1540184.3068340307,17561215373.0,0.25153433279973475
목동역 8번출구,12497682430.0,3852.0,3244465.8437175495,49697093464.0,0.25147712992618326
낙성대역 1번(관악구민 종합체육센터),1827185434.0,870.0,2100213.1425287356,7265998063.0,0.2514706745250064
신한은행 신월동지점,4556458789.0,1812.0,2514601.9806843265,18128631190.0,0.25134047580566393
당산역,19033318677.0,4530.0,4201615.601986755,75833543902.0,0.2509881207925194
을지로3가역,40476402359.0,9942.0,4071253.50623617,161458196392.0,0.2506927691718322
신풍역 1번,3697456502.0,684.0,5405638.160818714,14793189215.0,0.2499431629151916
면목역 3번,1196556524.0,720.0,1661884.0611111112,4791774322.0,0.2497105338426245
서울여자간호대학교,799252585.0,816.0,979476.2071078431,3207597982.0,0.2491747997988359
종로·청계 관광특구,82233190718.0,21744.0,3781879.631990434,330042092508.0,0.24915970594267978
공군호텔,4721772127.0,1176.0,4015112.3528911564,18955015471.0,0.24910410303932587
수유역 2번,786707428.0,780.0,1008599.2666666667,3159436602.0,0.2490024416068343
목동깨비시장(목3동시장),3084926016.0,1752.0,1760802.5205479453,12405545866.0,0.24867313775001929
신대방1동골목상권,1619007935.0,780.0,2075651.1987179487,6513643699.0,0.24855641631865072
구로전화국,6513871987.0,3486.0,1868580.6044176708,26259062210.0,0.24806186660083318
경춘선숲길 우측,6108985835.0,2166.0,2820399.739150508,24626914011.0,0.24806136214514435
화곡2동주민센터,1283183277.0,1278.0,1004055.7723004695,5178233476.0,0.24780328715328864
오금공원(오주중학교),257502043.0,456.0,564697.4627192982,1039770125.0,0.24765285788529456
미아역 5번,1143433209.0,492.0,2324051.237804878,4619032547.0,0.24754820351777876
마포시장,4840805756.0,1122.0,4314443.632798574,19564511598.0,0.24742788654611014
이수역 10번,968996377.0,636.0,1523579.2091194969,3918022851.0,0.24731769411520466
장안제일시장,2012998530.0,978.0,2058280.7055214725,8150393163.0,0.2469817700498579
고려대역 4번,285138437.0,312.0,913905.2467948718,1155052541.0,0.24686187587028563
삼성중앙역 5번,10299275375.0,342.0,30114840.277777776,41722861874.0,0.246849686536438
경희대학교(경희대),13920396240.0,5598.0,2486673.1404072884,56400082181.0,0.2468151765333684
중곡초등학교,933220142.0,930.0,1003462.5182795699,3784511023.0,0.2465893576021961
합정역,22938185004.0,7020.0,3267547.721367521,93185115208.0,0.24615717813729485
능동로골목시장,1419986468.0,744.0,1908583.9623655914,5771276554.0,0.24604374001378
중랑역 4번,1248389085.0,384.0,3251013.2421875,5082632931.0,0.24561858035936926
묵1동도깨비시장,1942165526.0,708.0,2743171.646892655,7924913115.0,0.24507089198541954
신정1동 골목시장(신정제일시장),751731906.0,678.0,1108749.1238938053,3068320895.0,0.2449978120688058
남성역 1번,2108468820.0,1728.0,1220178.7152777778,8606170190.0,0.2449950179291074
증산역 4번,210782558.0,798.0,264138.5438596491,860647273.0,0.2449116666172252
양재역 8번(양재동우체국),10782631782.0,3300.0,3267464.1763636363,44029611555.0,0.24489500136813097
먹골파출소,144007444.0,72.0,2000103.388888889,590517156.0,0.2438666557555527
수락산디자인거리,8357390336.0,2910.0,2871955.4419243988,34291761002.0,0.24371423606715828
개봉역,3001314892.0,1374.0,2184363.094614265,12319720671.0,0.24361874527439115
신원동주민센터,3695141544.0,984.0,3755225.1463414636,15208028966.0,0.24297307377971758
동화동 골목형상점가,1563015217.0,942.0,1659251.8227176222,6436034816.0,0.2428537541646512
중곡3동주민센터,1494669200.0,1596.0,936509.5238095238,6163706464.0,0.2424951948522901
선릉역,59864003641.0,13098.0,4570469.051839976,247015009850.0,0.24234965995528954
충정로역 6번,1357528128.0,300.0,4525093.76,5601634861.0,0.2423449870771575
용두초등학교,190657742.0,210.0,907894.0095238095,787328606.0,0.24215777319286175
아현역 2번,887972313.0,618.0,1436848.4029126214,3667951507.0,0.24208943638032673
성대전통시장(성대시장),4535877913.0,1224.0,3705782.6086601308,18744100555.0,0.24198962759992512
대동초등학교,1316214127.0,852.0,1544852.2617370891,5447358424.0,0.241624292831736
솔밭공원역 1번,410874884.0,258.0,1592538.3100775194,1702613908.0,0.2413200562202855
고대앞사거리,681589533.0,720.0,946652.1291666667,2826800579.0,0.24111694969339398
대학로(혜화역),42282412712.0,11400.0,3708983.57122807,175654635429.0,0.240713332777891
공항고등학교,379825062.0,426.0,891608.1267605633,1577937935.0,0.2407097602352782
발산역(마곡),33748071630.0,17916.0,1883683.3908238446,140255892731.0,0.24061785193386634
장한평역(장한평),17549634562.0,5916.0,2966469.6690331306,72962858762.0,0.24052832988967363
시흥4동주민센터(서울신흥초등학교),1099105176.0,918.0,1197282.3267973857,4571982685.0,0.24040011778828513
신월7동주민센터,1029779190.0,786.0,1310151.641221374,4295175686.0,0.2397525189380577
대청초등학교,11141924715.0,3186.0,3497151.511299435,46485880150.0,0.23968406490416855
서울독일학교,2846166006.0,690.0,4124878.269565217,11928550872.0,0.23860115420061898
안암역,4542579913.0,1710.0,2656479.4812865495,19054475642.0,0.23839962843098214
연신내역 4번,2018626913.0,1536.0,1314210.2298177083,8469072493.0,0.23835277294750626
구립대학경로당(관악산샘말공원),5008555228.0,4830.0,1036967.9561076604,21015481892.0,0.23832692744041312
NH농협은행 보광동지점,238447654.0,426.0,559736.2769953052,1000897480.0,0.23823384388978583
봉천역 6번,187893296.0,204.0,921045.568627451,789180535.0,0.2380865817984221
석촌역 3번,1715836951.0,1764.0,972696.6842403628,7216394214.0,0.2377692931008716
홍대부속여중고앞,1530248434.0,1746.0,876430.9473081329,6439890697.0,0.23762024947300125
답십리시장,755750315.0,702.0,1076567.4002849003,3181496739.0,0.23754552558100234
구로디지털단지역 4번,2626673004.0,2928.0,897087.774590164,11069847183.0,0.23728177639469047
"중곡제일시장(중곡제일골목시장, 광성시장)",2084254367.0,1632.0,1277116.6464460783,8796109752.0,0.23695183731945776
"양재시민의숲역(양재동꽃시장, aT센터)",13452348852.0,3102.0,4336669.520309478,56803269637.0,0.23682349516087595
홍릉시장,763558224.0,816.0,935733.1176470588,3224924089.0,0.23676781311053055
학동초등학교,117701357.0,36.0,3269482.138888889,498399763.0,0.23615853324553046
연신내역,4954390974.0,2586.0,1915851.1113689095,21052999172.0,0.23532946225491827
도산공원교차로,17358231493.0,3528.0,4920133.64314059,73792603204.0,0.23522996532610574
서대문역,13290606752.0,4314.0,3080808.241075568,56617539304.0,0.23474363095573506
홍제역,6004925380.0,2226.0,2697630.4492362984,25615226490.0,0.2344279634749386
신진과학기술고등학교,455198363.0,270.0,1685919.862962963,1942210946.0,0.23437122725391127
종암초등학교,672013628.0,90.0,7466818.088888889,2874659597.0,0.23377154940408063
상계초등학교,952573246.0,1524.0,625048.06167979,4080660946.0,0.23343601896985441
동교초등학교,1265712783.0,1338.0,945973.6793721974,5423509500.0,0.2333752311118843
독산2동주민센터,1563140065.0,864.0,1809189.8900462964,6697971853.0,0.23337513195130474
양천향교역 5번,2113698683.0,1428.0,1480181.1505602242,9066912361.0,0.2331222139183529
묘곡초등학교(고덕아이파크아파트),2044945879.0,1158.0,1765929.0837651123,8783526523.0,0.23281604189902894
경의선책거리,4792903208.0,5112.0,937578.8748043819,20603734030.0,0.2326230381843072
덕의초등학교,546934628.0,834.0,655796.9160671462,2358514874.0,0.23189789219874982
학동역,15337148807.0,4674.0,3281375.4400941376,66232879002.0,0.23156397605088058
석수역 1번 출입구,1262495380.0,552.0,2287129.311594203,5456934505.0,0.2313561540537493
신당역 3번,2263584775.0,1482.0,1527385.1383265858,9794302844.0,0.23111239371025516
대림갑을명가아파트,83555833.0,120.0,696298.6083333333,362014307.0,0.2308080962115124
정릉시장,3003100986.0,1878.0,1599095.306709265,13034948858.0,0.23038839804552766
선정릉역,8790103698.0,4110.0,2138711.3620437956,38160516701.0,0.23034551043617435
경리단길남측,5214279841.0,2814.0,1852977.9108031273,22641872664.0,0.23029366512119698
마장역 3번,1778379898.0,294.0,6048911.217687075,7744074170.0,0.22964396504482346
옥수역 6번,1579797992.0,1044.0,1513216.4674329502,6882923564.0,0.22952426789436886
성동용답상가시장,6637366197.0,2730.0,2431269.6692307694,28924547030.0,0.22947174211979354
강남구청역,21316294620.0,5544.0,3844930.487012987,92944320874.0,0.2293447778148537
은평세무서,2913678248.0,1146.0,2542476.6561954627,12729436453.0,0.22889294893438283
논현2동주민센터,2923998979.0,1644.0,1778588.1867396594,12790304202.0,0.22861058914789367
한강로동땡땡거리(은행나무길),6659921514.0,3336.0,1996379.3507194244,29141337018.0,0.22853863945522832
면목동우체국,545281859.0,924.0,590131.882034632,2386278339.0,0.22850723240797938
영동대교남단교차로,2516503768.0,852.0,2953642.920187793,11013951364.0,0.22848328314081703
공항시장역 3번,522302281.0,630.0,829051.2396825397,2296275329.0,0.2274562960302571
신내1동주민센터,7060389725.0,2982.0,2367669.2572099264,31051865507.0,0.227374092014162
이수역 9번,1235754598.0,984.0,1255848.168699187,5440603391.0,0.2271355783890111
성균관대학교,1795842632.0,1698.0,1057622.2803297997,7923500202.0,0.22664764134753282
관성묘,434286829.0,96.0,4523821.135416667,1917394545.0,0.22649841689207478
구의역 4번,1949270417.0,1908.0,1021630.1975890985,8633059321.0,0.2257913845510572
경찰병원역,10471862135.0,4020.0,2604940.82960199,46490286038.0,0.2252483911680079
영등포구청역 6번,1267575843.0,1062.0,1193574.2401129943,5634528987.0,0.224965715133342
신수동주민센터,154996307.0,618.0,250803.0857605178,690856865.0,0.2243537190587228
약수시장,2791831309.0,882.0,3165341.620181406,12444697047.0,0.2243390336025108
언주역(차병원),10219010876.0,5682.0,1798488.3625483986,45609617055.0,0.2240538626684157
석촌고분역 1번,3154241650.0,1326.0,2378764.4419306186,14120164591.0,0.22338561492480552
혜원여고,632347113.0,444.0,1424205.2094594594,2831977674.0,0.22328817024424039
면목5동주민센터,387014257.0,450.0,860031.6822222222,1738807557.0,0.22257451978626291
세종마을음식문화거리(금천교시장),12039284162.0,2712.0,4439264.071533923,54092226896.0,0.22256957889988957
목동보건지소,1014368772.0,1392.0,728713.198275862,4568850918.0,0.2220183565201634
신림초등학교,44317590.0,72.0,615522.0833333334,199658509.0,0.22196694857618118
방이역 4번,9312944695.0,4374.0,2129159.73822588,41970902456.0,0.22189050389762718
연신초등학교,173130379.0,276.0,627283.981884058,780370631.0,0.22185660521096676
천일초등학교,18532169.0,294.0,63034.58843537415,83588735.0,0.22170653737013724
미아역,5867255845.0,3288.0,1784445.2083333333,26468486653.0,0.22166948650745738
돈암시장(돈암제일시장),1960121898.0,1212.0,1617262.292079208,8866577468.0,0.22106860342383466
석촌고분역,8349203582.0,2460.0,3393985.195934959,37769468161.0,0.22105695389751928
독산역 1번 출입구,322547948.0,162.0,1991036.7160493827,1459942145.0,0.2209320068638747
서교동(홍대),11647731559.0,5532.0,2105519.081525669,52728528540.0,0.2208999924995821
삼전역 1번,5797489046.0,2592.0,2236685.588734568,26284891620.0,0.22056355148098575
망원월드컵시장,214789027.0,702.0,305967.2749287749,974073798.0,0.2205059077053626
포스코사거리,51898800663.0,10032.0,5173325.424940191,235379835428.0,0.22048957833890254
송파나루역 1번(송리단길),10523129239.0,6858.0,1534431.2101195683,47746696452.0,0.22039491778408074
남구로역 5번,1240481336.0,2220.0,558775.3765765766,5633709045.0,0.22018910208026193
큰굴다리,128217535.0,132.0,971344.9621212122,582838969.0,0.21998792431464895
신방화역 2번,4027608475.0,2022.0,1991893.4099901088,18308559152.0,0.2199850049128541
능동우편취급국,2046971914.0,1260.0,1624580.884126984,9333266924.0,0.21931997988146254
망우본동주민센터,2140668353.0,1476.0,1450317.3123306234,9762686415.0,0.2192704202514324
수일시장,479451152.0,450.0,1065447.0044444446,2189585977.0,0.21896886308018224
은천초등학교(은천교앞),787424382.0,1290.0,610406.4976744186,3596449861.0,0.21894490745967332
동대문패션타운 관광특구,18798316076.0,8922.0,2106962.124635732,85865983764.0,0.21892622959595487
푸른들청소년도서관,2982494565.0,2484.0,1200682.1920289856,13658314363.0,0.218364761985527
보라매역 4번,845999385.0,174.0,4862065.431034483,3875688504.0,0.21828363763673614
이태원시장,657537183.0,282.0,2331692.138297872,3012347663.0,0.21828064239608985
도봉구보건소,1401404124.0,1038.0,1350100.3121387283,6430482557.0,0.21793140896937513
서경대학교,1845656826.0,792.0,2330374.7803030303,8469565480.0,0.21791635360259357
연트럴파크(연남동주민센터),1838347518.0,3138.0,585834.1357552581,8444781061.0,0.21769037050468065
망우역 2번,399141734.0,870.0,458783.6022988506,1836584917.0,0.21732822169311108
성신여대입구역 7번,903409767.0,624.0,1447772.0625,4163006923.0,0.2170089513925125
도림2동유수지내체육시설,131636904.0,174.0,756533.9310344828,606626091.0,0.2169984211905584
언북중학교,1249639368.0,756.0,1652962.126984127,5769025186.0,0.21661187596000903
성신여대운정그린캠퍼스,2313312866.0,1926.0,1201097.0228452752,10687584520.0,0.21644861490180758
문현중학교(장지역 1번),2015600691.0,900.0,2239556.3233333332,9312705957.0,0.21643555592829078
중곡어린이공원,906862880.0,336.0,2698996.6666666665,4190395429.0,0.2164146308780254
사당5동주민센터,250025024.0,192.0,1302213.6666666667,1157296440.0,0.21604233397624556
대조시장,667719884.0,1602.0,416803.92259675404,3104912029.0,0.2150527543980216
개롱역,6375764954.0,2202.0,2895442.758401453,29668162741.0,0.21490258799170578
영신초등학교,2692451128.0,1572.0,1712755.1704834606,12532840493.0,0.21483167598788336
밤나무골시장,19120451.0,96.0,199171.36458333334,89067366.0,0.21467403672855892
상봉역 4번,1723323057.0,1908.0,903209.1493710692,8030652538.0,0.21459315402396756
매봉역,17133860210.0,3720.0,4605876.400537634,79863563188.0,0.21453914057987422
중랑노인종합복지관,1804035085.0,1962.0,919487.8109072375,8409699024.0,0.21451838880934485
하나은행 망우동지점,2387252241.0,900.0,2652502.49,11155121219.0,0.2140050470212645
구로119안전센터,404113397.0,534.0,756766.6610486892,1891017070.0,0.2137016124344134
용산구청,4174659870.0,1998.0,2089419.3543543543,19593048186.0,0.21306842255320732
우이골목시장(우이시장),1373331415.0,546.0,2515259.0018315017,6449091793.0,0.21294958407797002
강남구청역 4번,72641205.0,54.0,1345207.5,341275982.0,0.2128517939478085
전농1동주민센터(전농시장),59524100.0,120.0,496034.1666666667,280111093.0,0.21250175907885233
한양공고앞 교차로,187909054.0,336.0,559253.1369047619,887262591.0,0.21178516473709866
쌍문시장(쌍문역골목시장),3621519708.0,1986.0,1823524.5256797583,17121769582.0,0.21151550315262269
동대문문구완구거리(동대문문구완구시장),802907606.0,660.0,1216526.6757575758,3806228476.0,0.21094571990690975
양평역 2번,2500848318.0,1380.0,1812208.9260869566,11891235323.0,0.21031022009655
창신골목시장,2954422717.0,1638.0,1803676.8724053723,14059004208.0,0.21014452185161475
쌍문역동측상점가,3720567921.0,1254.0,2966960.0645933016,17710312822.0,0.21007917581095792
구산역 4번,1326885543.0,1650.0,804173.0563636364,6325639713.0,0.20976306005431836
상일여고(상일초등학교),6834843057.0,4008.0,1705300.1639221557,32626209574.0,0.20948933836453754
남강고등학교(남강중학교),1859795791.0,1086.0,1712519.144567219,8895725221.0,0.20906623628724605
장안근린공원,3006849287.0,1938.0,1551521.8199174406,14415252253.0,0.20858804509468337
독산동 우시장,2455168408.0,672.0,3653524.4166666665,11773201344.0,0.2085387258964387
석촌고분역 4번,1294544707.0,594.0,2179368.1936026937,6214659237.0,0.20830501844617874
수유중앙골목시장(수유중앙시장),594041716.0,810.0,733384.8345679012,2858406783.0,0.20782266524589338
장충단 고개,2176221323.0,888.0,2450699.688063063,10478682172.0,0.20768082162230886
서울세관,6590174164.0,2136.0,3085287.5299625467,31810096485.0,0.20717240411727722
창동역,6582312914.0,2346.0,2805759.9803921566,31804759427.0,0.2069599969497672
구역삼세무서,11995907771.0,6204.0,1933576.3654094134,57987337760.0,0.20687115902180367
역삼역,62862173171.0,20598.0,3051858.101320517,304156558362.0,0.20667702682308406
녹두거리(대학동),6554360323.0,3798.0,1725739.948130595,31725081410.0,0.20659869200316736
강남세브란스병원미래의학연구센터,124848395.0,162.0,770669.1049382716,605501701.0,0.20618999879572592
개봉동 현대아파트,4878433378.0,3030.0,1610044.019141914,23659922918.0,0.20618974097707582
압구정역,17832175934.0,6744.0,2644154.2013641754,86527729132.0,0.2060862582767729
구의사거리,1697386632.0,1176.0,1443355.9795918367,8251431447.0,0.20570814202390597
동묘앞역(동묘),3179036898.0,1110.0,2863997.2054054053,15464359038.0,0.20557185009661696
대림역 2번,2360194459.0,1614.0,1462326.1827757126,11509940647.0,0.2050570486317122
방배아이파크아파트,859258170.0,498.0,1725418.0120481928,4202440330.0,0.20446647721943978
교대역(법원.검찰청),49360238884.0,12804.0,3855063.9553264603,241493398062.0,0.20439581073486512
도봉역 2번,3015701874.0,2130.0,1415822.476056338,14756760723.0,0.2043606947763071
둔촌역,10485080039.0,4992.0,2100376.6103766025,51352507629.0,0.20417854011629263
망우역 1번,1359897270.0,618.0,2200481.019417476,6661048398.0,0.2041566415293294
구로창업지원센터,1019048742.0,756.0,1347948.0714285714,4995906059.0,0.20397676216593566
국악고교사거리,1447640133.0,534.0,2710936.5786516853,7099933131.0,0.20389489679547235
중앙대학교,4702927397.0,2226.0,2112725.6949685533,23068555004.0,0.20386744623512526
마장역 2번,2797635001.0,624.0,4483389.424679487,13755384108.0,0.2033847240494667
공항시장,553462946.0,408.0,1356526.8284313725,2722971307.0,0.20325698790038702
용마초등학교,1290322925.0,1182.0,1091643.7605752961,6382216300.0,0.20217474061479238
오류시장,1106755294.0,462.0,2395574.229437229,5483989815.0,0.20181570924379988
예일여고,507272638.0,402.0,1261872.2338308457,2515630283.0,0.2016483270328003
수유시장옆,628670353.0,588.0,1069167.2670068026,3118683713.0,0.20158195278970883
본서부병원,6973217988.0,2466.0,2827744.5206812653,34616965899.0,0.20143931759777478
외대앞역 1번,5418298532.0,3198.0,1694277.214509068,26908029765.0,0.20136362934486293
신대림초등학교,142389000.0,90.0,1582100.0,708853932.0,0.20087213115719868
장승배기역,2176597628.0,1152.0,1889407.6631944445,10846528893.0,0.2006722749251796
중랑역 1번,861036829.0,510.0,1688307.5078431373,4292087576.0,0.20061026569323662
청구역 1번,675071488.0,654.0,1032219.4006116207,3365146175.0,0.20060688388967232
신월4동주민센터,520961014.0,726.0,717577.1542699725,2602325598.0,0.20019055816857856
쌍문2동우체국,1953708467.0,1266.0,1543213.639020537,9785737293.0,0.19964857102770783
디지털단지오거리,933971633.0,1602.0,583003.5162297129,4688167008.0,0.19921893384050707
성수역,22900574807.0,7158.0,3199297.9613020397,114955795658.0,0.1992120073278472
동대문역,3689815337.0,1710.0,2157786.746783626,18533748614.0,0.19908629462108882
거여역,5608565458.0,1980.0,2832608.817171717,28196819699.0,0.19890773207302195
종암경찰서,3557122000.0,1338.0,2658536.6218236173,17887465954.0,0.19886114719366135
장승배기역 4번,1923278492.0,1386.0,1387646.8196248196,9688421361.0,0.19851309313837345
장신구 특화거리 상점가,196214942.0,240.0,817562.2583333333,989487959.0,0.19829947420310146
숭실대입구역 4번,3438830247.0,1890.0,1819486.9031746031,17360648372.0,0.1980819018572079
텃골근린공원,173205138.0,426.0,406584.8309859155,874612840.0,0.1980363540055049
청구역 3번,1061095706.0,648.0,1637493.37345679,5367619657.0,0.1976845927628661
