commercial_area,night_sales,total_shops,night_per_shop,total_sales,night_index
삼성산자연공원(서울금천초등학교),298388546.0,474.0,629511.7004219409,1513342393.0,0.19717186763564085
온수역 5번(온수산업단지),798331570.0,342.0,2334302.83625731,4052268673.0,0.1970085486481266
한양대역 4번,331334581.0,240.0,1380560.7541666667,1683718253.0,0.1967874259304594
신길동홍어거리,280212104.0,294.0,953102.3945578231,1424016802.0,0.1967758411322453
서울대입구역 8번,644932214.0,468.0,1378060.2863247863,3280736352.0,0.19658154292308094
약수역,9440010989.0,3432.0,2750585.9525058274,48029302503.0,0.1965469098455127
암사역 1번,1832613574.0,2178.0,841420.3737373737,9335642785.0,0.1963028809269077
신서초등학교,904830057.0,840.0,1077178.6392857144,4615543836.0,0.19603974940993282
굽은다리역 1번(십자성마을),1354147621.0,648.0,2089733.9830246915,6932247527.0,0.195340344632215
대림썬프라자,217304343.0,366.0,593727.7131147541,1113041443.0,0.19523472766143893
청량리역(청량리),5794627878.0,4572.0,1267416.4212598426,29777445703.0,0.1945978824307354
독산동성당,1104686530.0,1686.0,655211.4650059312,5676774215.0,0.1945975809784783
신사1동주민센터,1297227869.0,1158.0,1120231.3203799655,6673197748.0,0.19439374015085759
연천초등학교,89907455.0,186.0,483373.41397849465,463620113.0,0.19392483733767607
신림역 8번,3210965198.0,1128.0,2846600.3528368794,16566388573.0,0.19382409049810956
동대부여고,915306019.0,1020.0,897358.8421568627,4726186262.0,0.19366693741195595
방학1동주민센터,2011170543.0,2070.0,971579.9724637681,10389510142.0,0.19357703255611297
화곡본동시장,2422913988.0,822.0,2947583.9270072994,12534828255.0,0.19329455008954968
보문역 5번,818632996.0,918.0,891757.0762527233,4238653747.0,0.19313514263329615
신대방역 4번,2091145610.0,1440.0,1452184.451388889,10831377965.0,0.1930636726700175
영등포역 2번,1256879092.0,1146.0,1096753.1343804537,6513424420.0,0.1929674793094475
삼각산119안전센터,382961076.0,144.0,2659451.9166666665,1986532926.0,0.19277861997037948
석촌시장,4847596172.0,1872.0,2589527.8696581195,25153765879.0,0.19271850566308596
수유초등학교,1325474245.0,1188.0,1115719.0614478115,6880671506.0,0.1926373383534116
오류2동버들시장,2633561631.0,2250.0,1170471.836,13692943557.0,0.19232983909100326
오거리공원,667826486.0,1440.0,463768.3930555555,3472862971.0,0.19229854203193666
풍납시장,1209738748.0,1080.0,1120128.4703703704,6294127665.0,0.192201177412883
보라매역,4024563408.0,852.0,4723665.9718309855,20950005287.0,0.1921032168186297
봉천역 1번(관악초등학교),375664817.0,672.0,559025.025297619,1956264073.0,0.19203175184007992
방화역 2번,1944642476.0,564.0,3447947.6524822693,10131133608.0,0.1919471750391706
강남시장(동작구 강남시장),206110213.0,96.0,2146981.3854166665,1075233768.0,0.19168874633037009
상도역 2번,182857533.0,426.0,429243.0352112676,954060147.0,0.19166247911621448
마천역(마천초등학교),2236148109.0,2970.0,752911.8212121212,11679798941.0,0.1914543324158066
무너미어린이공원,43556895.0,306.0,142342.79411764705,227819385.0,0.191190468712748
연신내우체국,472002896.0,720.0,655559.5777777778,2469888449.0,0.19110292053517758
여의도역(여의도),93060401396.0,22950.0,4054919.4508061004,486980191655.0,0.191096892626648
KT구로지사,477765463.0,420.0,1137536.8166666667,2510245976.0,0.19032615431628122
신월시영아파트중문,23471294.0,192.0,122246.32291666667,123393552.0,0.19021491495763085
대림3동사거리,3373402852.0,2400.0,1405584.5216666667,17764562250.0,0.18989507337846168
흑리단길,1607654555.0,996.0,1614110.998995984,8473634632.0,0.18972431840863443
말미고개,857026039.0,894.0,958642.1017897092,4519190492.0,0.189641494536938
암사역,8329755898.0,2394.0,3479430.1996658314,43994576926.0,0.18933597002218847
대림역 5번,666573233.0,966.0,690034.4026915114,3525029109.0,0.18909722796277767
내방역 4번,660002743.0,366.0,1803286.1830601094,3490838499.0,0.1890671090023406
천호지구대(천호동자전거거리),1228362199.0,804.0,1527813.6803482587,6498050763.0,0.18903548830278658
금강수목원아파트,87509800.0,96.0,911560.4166666666,463742673.0,0.18870335876983224
양재시장,1059709694.0,414.0,2559685.2512077293,5628811185.0,0.18826527648040126
마천1치안센터,88171202.0,264.0,333981.82575757575,469905655.0,0.18763596705385466
GS강동자이아파트,989862105.0,792.0,1249825.8901515151,5284047206.0,0.1873302918028473
삼양사거리역 1번,17553905.0,120.0,146282.54166666666,93711664.0,0.18731825101302224
방배역,10513339648.0,4236.0,2481902.655335222,56150222334.0,0.18723593978779277
강동성심병원,871340383.0,72.0,12101949.763888888,4672360971.0,0.18648824189915097
상계2동주민센터,918386109.0,2016.0,455548.6651785714,4932390561.0,0.18619492873528753
삼전역 4번,3062647243.0,1704.0,1797328.1942488262,16458781536.0,0.18607982834580591
낙원시장(낙원지하시장(대일상가)),462714311.0,78.0,5932234.756410256,2494484918.0,0.18549493230489839
수유북부시장옆,207914433.0,582.0,357241.293814433,1122831718.0,0.1851697183709233
수유1동주민센터,435490392.0,696.0,625704.5862068966,2352404972.0,0.18512560430007458
상계제일중학교,722360348.0,144.0,5016391.305555556,3902831073.0,0.18508624495621362
상도전통시장,1616475468.0,1044.0,1548348.1494252873,8745322271.0,0.1848388679008808
보라매역 2번,670410992.0,840.0,798108.3238095238,3627926733.0,0.18479176712745374
회현역,3972412102.0,1902.0,2088544.7434279704,21504638698.0,0.18472349885931574
금천철쭉어린이공원(금하마을),181346033.0,330.0,549533.4333333333,983946887.0,0.18430469712944983
양재역,27635079167.0,7542.0,3664157.937814903,150175939938.0,0.18401802031942746
문정동 로데오거리 상점가(문정동 로데오거리),1033736507.0,1278.0,808870.506259781,5621784409.0,0.18388049626112943
삼각지역 3번,145585370.0,174.0,836697.5287356322,794008344.0,0.18335496232518184
신월중학교,213917145.0,246.0,869581.8902439025,1168508251.0,0.18306857894835693
공덕역(공덕오거리),9794609779.0,3804.0,2574818.5538906413,53540785917.0,0.18293735534969174
은평구청,4174844200.0,1266.0,3297665.2448657188,22836008530.0,0.18281847261159698
굽은다리역,3694391613.0,1626.0,2272073.562730627,20247668974.0,0.18246009541858682
자양동우체국,790823286.0,924.0,855869.3571428572,4336955198.0,0.1823452744830499
뚝섬역,15421927916.0,7332.0,2103372.601745772,84610630802.0,0.18226938825322483
성자초등학교,921969336.0,834.0,1105478.820143885,5064509933.0,0.18204512345656804
신자초등학교,1183614873.0,978.0,1210240.1564417179,6510499012.0,0.18180094503023328
성내전통시장,578599702.0,564.0,1025885.9964539007,3183396728.0,0.18175544911221633
황학동주방가구거리상점가,245488000.0,240.0,1022866.6666666666,1350777252.0,0.18173832853382993
마포구청역 4번,1415842831.0,660.0,2145216.4106060606,7791766111.0,0.18171012974852885
태릉입구역 4번,199892054.0,498.0,401389.6666666667,1100411769.0,0.1816520502880954
송천초등학교,262641262.0,780.0,336719.56666666665,1446364997.0,0.18158712534164015
방배동카페골목,7740826270.0,2760.0,2804647.1992753623,42685536918.0,0.18134541179299965
경기고교사거리(경기고교앞사거리),1365448955.0,762.0,1791927.7624671916,7530556956.0,0.1813211111712094
송중초등학교,462012620.0,918.0,503281.7211328976,2553556124.0,0.1809291034012143
우리은행응암동지점,744267639.0,342.0,2176221.1666666665,4113874484.0,0.1809164674067387
신월3동주민센터,1042758876.0,1284.0,812117.5046728972,5775850935.0,0.18053770565323635
구삼강변맛길,5459307576.0,2046.0,2668283.272727273,30255229619.0,0.18044178294953697
개봉중앙시장,1776346027.0,936.0,1897805.5844017095,9874671629.0,0.1798891237844523
충정로역 3번,1179460215.0,696.0,1694626.7456896552,6567511801.0,0.17959011734404645
신금호역 골목형상점가,1423817464.0,1014.0,1404159.234714004,7947809437.0,0.1791458986638006
마포구청역 7번,1419374357.0,1392.0,1019665.4863505748,7925417315.0,0.17909143463191884
둔촌동역 3번(성내3동주민센터),1253503436.0,1320.0,949623.8151515152,7019964561.0,0.17856264445606224
성수동카페거리,6519590917.0,4470.0,1458521.4579418343,36520736752.0,0.17851750804679384
영신여고,562120466.0,744.0,755538.2607526882,3152419084.0,0.1783140029994819
성원어린이공원,682403376.0,732.0,932245.0491803279,3837925566.0,0.17780526596069998
을지로4가역,741177932.0,924.0,802140.619047619,4168556173.0,0.17780207372534787
윗방죽마을공원,1234427391.0,558.0,2212235.4677419355,6944782548.0,0.17774889025942187
양천향교역 7번,3282374082.0,2166.0,1515408.1634349031,18472094221.0,0.17769366281536358
쌍문역1번(쌍리단길),1716944295.0,1032.0,1663705.7122093022,9664067336.0,0.1776626999073302
명지대학교교회,1610664456.0,2490.0,646853.1951807229,9073078834.0,0.17752126763897133
방이시장,3567730038.0,2244.0,1589897.5213903743,20101981902.0,0.17748150681824248
동대문구청,1545455636.0,1206.0,1281472.3349917082,8730465376.0,0.1770187005435528
대방역 4번,208031587.0,84.0,2476566.511904762,1175269444.0,0.17700756882776578
신길6동주민센터,1598138471.0,684.0,2336459.7529239766,9038996548.0,0.17680485466648505
대흥역 3번,4002034641.0,2226.0,1797859.2277628032,22653749096.0,0.17666102966182512
중림동,6253813888.0,2700.0,2316227.365925926,35407979253.0,0.1766215982932755
신설동역 12번,228588359.0,720.0,317483.83194444445,1300207350.0,0.17580915767012084
강남개포시장,4811980902.0,1350.0,3564430.297777778,27407138374.0,0.17557399960314443
영등포청과시장(조광시장),730867762.0,780.0,937009.9512820513,4164056176.0,0.17551822816715043
송파사거리(송파역),3210323857.0,2196.0,1461896.109744991,18307760350.0,0.1753531724048376
공덕동주민센터,199631977.0,732.0,272721.2800546448,1138506113.0,0.1753455468710338
포이사거리(삼호물산),14387473412.0,6948.0,2070735.954519286,82081674527.0,0.17528240615105112
솔밭공원역 2번,790530163.0,810.0,975963.1641975308,4525128452.0,0.1746978392736242
선유도역 6번,2992304164.0,1014.0,2950990.2998027615,17156150281.0,0.17441582843406897
염창무학아파트,372410227.0,72.0,5172364.263888889,2136716948.0,0.17429085651638684
명일전통시장,151096812.0,168.0,899385.7857142857,869168798.0,0.17384058464556157
남영역 1번,2764816216.0,1818.0,1520800.9988998899,15913562679.0,0.17373961266690655
이대역 5번,607711845.0,630.0,964621.9761904762,3500420547.0,0.1736110952499217
"대림골목시장(대림시장, 양지시장)",985672673.0,1134.0,869199.8880070547,5677652592.0,0.1736056683687983
서울과학기술대,1372814439.0,1044.0,1314956.3591954024,7913352151.0,0.17348077184035332
창신1동주민센터,77567948.0,186.0,417031.9784946237,447766627.0,0.1732329819211828
장안중학교,424366195.0,666.0,637186.4789789789,2453155651.0,0.17298787984652017
돌곶이역 3번,441039578.0,144.0,3062774.847222222,2550218920.0,0.17294185002752624
계상초등학교,759699867.0,1512.0,502447.001984127,4397562958.0,0.17275474490205128
충무로역,18950890811.0,9006.0,2104251.7000888297,109758529685.0,0.17265984580321778
석촌고분역 3번,478344339.0,684.0,699333.8289473684,2771546877.0,0.1725911053388977
신묵초등학교,924294327.0,1620.0,570552.0537037037,5356892872.0,0.1725429925678006
신흥시장,798851757.0,846.0,944269.2163120568,4636958945.0,0.1722792387155802
국회의사당역(국회의사당),42601319515.0,11268.0,3780734.7812389066,247942852592.0,0.171819106982294
화원어린이공원,73282025.0,180.0,407122.3611111111,427321862.0,0.17149140148603023
정원여중,83044576.0,102.0,814162.5098039216,484405734.0,0.17143598882336927
언주역 3번,2231657913.0,1002.0,2227203.505988024,13043466694.0,0.17109392505495213
동대문역사문화공원역,15447805851.0,6300.0,2452032.674761905,90331834812.0,0.17101175773912056
금동어린이공원,348101238.0,540.0,644631.9222222222,2040682986.0,0.17058075183070104
신풍역 2번,255981264.0,96.0,2666471.5,1502734756.0,0.17034361052603486
염곡동 구룡사(포이동성당),3561051855.0,1596.0,2231235.498120301,20912935753.0,0.1702798639588017
서래마을카페거리(서래마을),10474128958.0,3084.0,3396280.4662775616,61759682421.0,0.16959492904449436
화랑대역 7번,340154900.0,54.0,6299164.814814814,2007302977.0,0.1694586736021166
행당역 2번,1305654331.0,666.0,1960441.9384384383,7705937278.0,0.16943485054408197
시흥동 은행나무사거리,1258283679.0,948.0,1327303.4588607594,7429132566.0,0.16937154746149402
신설동역,10738763764.0,5760.0,1864368.709027778,63426403027.0,0.16931062225661156
태능엔터피아(태릉시장),83277760.0,96.0,867476.6666666666,492583920.0,0.16906309081303345
송파책박물관,128202704.0,126.0,1017481.7777777778,760000038.0,0.16868775998666463
남부터미널역,8958967528.0,4656.0,1924176.8745704468,53135912285.0,0.16860475604422948
수락산역 4번,2939826490.0,1830.0,1606462.56284153,17464535618.0,0.16833121442805718
종로5가역,8395305787.0,4266.0,1967957.2871542429,49963444225.0,0.16802896432026349
오동나무공원(송파레미니스1단지),1050817102.0,744.0,1412388.5779569892,6269654286.0,0.16760367542855614
동대문역 3번,418658982.0,360.0,1162941.6166666667,2503369039.0,0.16723821996585778
남천초등학교,1314064670.0,1236.0,1063159.1181229774,7857968148.0,0.1672270293351156
메디힐병원,2011862657.0,1296.0,1552363.1612654321,12040064597.0,0.16709733081509315
송중동주민센터,394170766.0,486.0,811050.9588477366,2359662636.0,0.16704539029705598
응암정보도서관,1057293826.0,2256.0,468658.6108156028,6330835184.0,0.16700700543778366
아차산역,7220598606.0,3234.0,2232714.47309833,43270849502.0,0.16686981395330036
무학봉상점가,1068217589.0,1146.0,932127.0410122164,6404981212.0,0.1667791916389465
신도봉시장,116735447.0,96.0,1215994.2395833333,700313630.0,0.1666902399143652
오산고등학교,416941682.0,588.0,709084.4931972789,2503275736.0,0.16655843221899067
아현역 1번,441776297.0,138.0,3201277.5144927534,2653300672.0,0.16650065394473315
남성역골목시장,1029205840.0,828.0,1243002.2222222222,6218205502.0,0.16551492865087367
영중로,1616633253.0,942.0,1716171.1815286623,9833989554.0,0.16439241104770447
을지로입구역,22876558327.0,5736.0,3988242.386157601,139249048738.0,0.16428520362851975
효창공원앞역 6번,244981322.0,546.0,448683.73992673995,1491781922.0,0.1642205997989028
성원중학교,2162401847.0,2940.0,735510.8323129251,13171623516.0,0.16417124619248796
마장축산물시장,3065397639.0,1812.0,1691720.5513245033,18686897347.0,0.16403994639014377
강동구립성내도서관,1121143128.0,1338.0,837924.6098654709,6840567901.0,0.16389620631294427
KB국민은행 중화동지점,326807167.0,144.0,2269494.215277778,1998396473.0,0.1635346996531654
가오리역 1번,396927164.0,522.0,760396.8659003831,2432848960.0,0.16315322920827768
방이역,2630609379.0,1044.0,2519740.7844827585,16124744604.0,0.163141150052537
개봉1동주민센터,1686611155.0,2610.0,646211.1704980843,10343333576.0,0.16306262798228832
신월1파출소,429247680.0,1044.0,411156.7816091954,2633364029.0,0.16300354803699646
노량진역 6번,1112671157.0,1728.0,643906.9195601852,6837593554.0,0.16272847284832923
창2동주민센터,658574305.0,1020.0,645661.0833333334,4048078065.0,0.16268814346592894
서울역 15번,1699272547.0,1362.0,1247630.3575624083,10448860014.0,0.16262755407989143
마포구청역 1번,2173608867.0,954.0,2278416.003144654,13405887906.0,0.1621383739921598
새절역 3번,535079364.0,678.0,789202.6017699115,3306231251.0,0.16183966679226092
구로보건소,1562557215.0,2682.0,582608.9541387025,9668810137.0,0.16160801513937104
장위1동주민센터,149207498.0,288.0,518081.59027777775,924568204.0,0.16138073681798384
방화초등학교,131021181.0,24.0,5459215.875,812442903.0,0.16126817098924182
불광역 8번,1097003454.0,294.0,3731304.2653061226,6802703379.0,0.161259927543873
아현시장,695739932.0,1248.0,557483.9198717949,4315178920.0,0.1612308423123276
고덕 골목형상점가,1401397089.0,330.0,4246657.845454546,8720652177.0,0.16069865654039833
먹골역 5번,1268342249.0,1842.0,688567.9961997828,7899390307.0,0.16056204336125354
금호삼성래미안아파트,327611382.0,582.0,562906.1546391753,2042693050.0,0.1603820906915016
석촌역(석촌호수),8510290340.0,5136.0,1656987.9945482865,53092686862.0,0.16029119720612717
교대입구교차로,7501229242.0,3822.0,1962645.0136054421,46886062676.0,0.15998846595066563
대흥역 2번,2181886886.0,2316.0,942092.7832469776,13659784344.0,0.1597306978684758
문성초등학교,2039393421.0,2274.0,896830.8799472295,12796871410.0,0.15936656356539883
공항시장역 1번,1417571088.0,1098.0,1291048.349726776,8896678187.0,0.1593371209123179
사가정역 4번,418006132.0,684.0,611120.0760233918,2624199949.0,0.15928897954566645
간데메공원,756110655.0,1122.0,673895.4144385026,4754944507.0,0.15901566335566908
배문고등학교,566171793.0,792.0,714863.375,3565240522.0,0.1588032531062991
강북문화예술회관,448525816.0,438.0,1024031.5433789954,2829063859.0,0.15854213208129636
봉천현대시장,426149682.0,66.0,6456813.363636363,2688000000.0,0.158537828125
경성고등학교,2658161403.0,2424.0,1096601.2388613862,16782445222.0,0.15838939843613692
광운대역 1번,1251685543.0,1110.0,1127644.6333333333,7926264543.0,0.1579161957325047
한울중학교,963701878.0,1038.0,928421.8477842003,6129865367.0,0.15721419970951866
후암동주민센터,2772485609.0,2466.0,1124284.5129764802,17636569150.0,0.15720096042602483
숭인시장,1194237261.0,876.0,1363284.5445205478,7603989030.0,0.1570540483801829
등마루시장,152615548.0,96.0,1589745.2916666667,971760298.0,0.15705061043767812
이수역 5번,611439513.0,600.0,1019065.855,3896667444.0,0.15691344508792524
신원시장,935349196.0,1272.0,735337.4182389937,5961920510.0,0.15688723028613474
선유도역 1번,3327956575.0,3222.0,1032885.3429546865,21267301785.0,0.15648231301947454
한국의류시험연구원,314404910.0,654.0,480741.4525993884,2013896579.0,0.1561177039965566
중화역 1번,342722680.0,744.0,460648.7634408602,2206501657.0,0.15532400753597075
사가정시장,1121878463.0,2112.0,531192.4540719697,7229688941.0,0.15517658811539733
북한산보국문역 1번,167551689.0,108.0,1551404.5277777778,1081712344.0,0.1548948663934263
북창동(시청역_6번),27343321661.0,4650.0,5880284.228172043,176912374511.0,0.15455855892827813
G타워,241926851.0,336.0,720020.3898809524,1565362772.0,0.15455002209545327
신정역 5번,489150896.0,1038.0,471243.6377649326,3175118710.0,0.1540575142779465
서울시립대,1043930641.0,954.0,1094266.9192872117,6776240801.0,0.15405748875481853
등나무근린공원,3886099870.0,1506.0,2580411.6002656044,25242286623.0,0.15395197463842697
강서농산물도매시장,1318694849.0,366.0,3602991.3907103827,8566415562.0,0.15393776305338666
아차산역 1번,1007637085.0,1482.0,679917.0614035088,6546411617.0,0.1539220482841814
창동골목시장,1025815146.0,978.0,1048890.7423312883,6666739505.0,0.15387059074839313
사당역 4번,2186259854.0,2040.0,1071696.0068627452,14366702908.0,0.1521754760295486
우림골목시장,2767553547.0,2190.0,1263723.0808219179,18215905647.0,0.15193060398047198
대림중앙 골목형상점가,1108289447.0,480.0,2308936.347916667,7294743922.0,0.15192986331672909
대치동아우편취급국,706340561.0,756.0,934312.9113756614,4662569592.0,0.15149169295230114
신길역 3번,103913139.0,198.0,524813.8333333334,686987080.0,0.15125923328863772
천호초등학교,144863342.0,144.0,1005995.4305555555,957969422.0,0.1512191711689102
샘말어린이공원,65583060.0,216.0,303625.27777777775,434109000.0,0.15107509865033894
광진정보도서관,1409011829.0,1104.0,1276278.8306159421,9336814010.0,0.1509092745652754
회현역 1번,152045233.0,162.0,938550.8209876543,1007717578.0,0.15088079866758064
천호1동주민센터,75293535.0,702.0,107255.74786324786,499942382.0,0.15060442505152524
중계초등학교,254820976.0,108.0,2359453.4814814813,1692146645.0,0.15059036210186144
증산역 3번,497145169.0,978.0,508328.39366053167,3304372012.0,0.15045072624831324
금천금빛공원(은행나무사거리서측),1053279093.0,882.0,1194193.9829931974,7024561132.0,0.14994233421954936
거여역 1번(거여공원),1228855127.0,1428.0,860542.806022409,8224648862.0,0.1494112572607966
영등포시장역 4번,290738301.0,330.0,881025.1545454545,1950980071.0,0.14902166624950625
마곡역(마곡),7084370096.0,2862.0,2475321.4870719775,47737452710.0,0.14840276750912543
북가좌2동주민센터,2317024851.0,1422.0,1629412.694092827,15635294629.0,0.14819195326850018
종암동주민센터,1261483047.0,1380.0,914118.15,8515392900.0,0.14814149644228394
구파발역,1794809626.0,1884.0,952659.0371549894,12124036484.0,0.14803729998409332
전농로터리시장,491381039.0,546.0,899965.2728937729,3319957451.0,0.14800823391636894
오금역,3364502421.0,3126.0,1076296.359884837,22747995810.0,0.1479032460310621
촬영소사거리,698137842.0,606.0,1152042.6435643565,4726875470.0,0.1476954166512028
상도역 5번,2452795723.0,2160.0,1135553.575462963,16648948236.0,0.147324364772564
문정역,9471249072.0,14298.0,662417.7557700378,64288887819.0,0.147323268348731
까치산시장,2250637053.0,1584.0,1420856.7253787878,15284855058.0,0.14724621492711049
수궁동주민센터,603110356.0,588.0,1025697.8843537415,4098180296.0,0.14716540328610278
송정역 2번,253416408.0,210.0,1206744.8,1725299139.0,0.1468825911238109
신정롯데캐슬아파트,1793426334.0,1164.0,1540744.2731958763,12240995605.0,0.14650984216246682
뚝섬역교차로,651650648.0,534.0,1220319.5655430711,4452529989.0,0.14635513957455795
한성대입구역,4050276299.0,1932.0,2096416.3038302278,27674752464.0,0.14635275615450216
숭실대입구역 1번,1507098000.0,1212.0,1243480.1980198019,10373452134.0,0.14528413304769966
연희사러가,48571669.0,48.0,1011909.7708333334,334324303.0,0.14528309358353766
응암역,1842484287.0,756.0,2437148.527777778,12699357827.0,0.14508483909971492
왕십리파출소,481375190.0,132.0,3646781.742424242,3320403647.0,0.1449749009988363
강동구청역,6282699544.0,4338.0,1448294.039649608,43373795355.0,0.1448501218899155
"강남구청(청담역_8번, 강남세무서)",3182069462.0,1956.0,1626824.8783231084,21985841363.0,0.14473266724079564
상도1동주민센터앞,310270121.0,108.0,2872871.4907407407,2154405196.0,0.14401660447907685
응암역 2번,346775237.0,540.0,642176.3648148148,2411491793.0,0.1438011267575564
경의중앙 신촌역,929911003.0,684.0,1359519.0102339182,6471428635.0,0.14369485556414546
황학동벼룩시장,116309098.0,246.0,472801.2113821138,810045855.0,0.1435833505993312
방학초등학교,1210877035.0,750.0,1614502.7133333334,8466730047.0,0.14301590203989648
회기시장,598619508.0,1002.0,597424.6586826347,4187949780.0,0.14293855930621976
서대문우체국,258157891.0,306.0,843653.2385620915,1809453172.0,0.14267177233144776
성남고등학교,298619527.0,558.0,535160.4426523298,2094773644.0,0.14255455612367826
돌곶이역 8번,1069510402.0,1134.0,943130.8659611993,7504148476.0,0.14252255341436024
동의보감타워,860362246.0,588.0,1463201.0986394559,6051757716.0,0.14216733160439035
영동교골목시장,81671409.0,168.0,486139.33928571426,574776022.0,0.1420925819344635
강서구다솔마을,1163049174.0,768.0,1514386.9453125,8185486905.0,0.14208674297549315
장스여성병원,1293625518.0,996.0,1298820.8012048192,9107762352.0,0.14203549324230325
신성초등학교,1045869387.0,1422.0,735491.8333333334,7380313403.0,0.14171070114378448
남구로시장,942782236.0,1716.0,549406.8974358974,6658865544.0,0.14158301136587717
문래동사거리,540019574.0,264.0,2045528.6893939395,3821711041.0,0.14130308864447713
둔촌고등학교(둔촌중학교),75900184.0,264.0,287500.69696969696,537622361.0,0.14117750582178631
서울숲역,616465391.0,672.0,917359.212797619,4370942497.0,0.14103717709009247
마포역,4429694095.0,3504.0,1264182.104737443,31414422053.0,0.1410082950921892
한티역,7286528723.0,3246.0,2244771.633703019,51684679081.0,0.1409804385469935
구산역,2453630583.0,972.0,2524311.299382716,17415210045.0,0.14089009415677134
영등포역지하도상점가,2816594034.0,1302.0,2163282.668202765,20019685316.0,0.14069122413971913
해오름공원,454033283.0,978.0,464246.7106339468,3227268612.0,0.1406865487774279
둔촌2동주민센터,811583206.0,822.0,987327.501216545,5773655139.0,0.1405666231288914
성심여자고등학교,542956673.0,780.0,696098.2987179487,3865972484.0,0.14044504332276567
우장산역 1번,336860494.0,504.0,668373.996031746,2403117380.0,0.14017646279101023
금천구립가산도서관,107919398.0,264.0,408785.5984848485,771521909.0,0.13987859157477275
영등포푸르지오아파트,324471764.0,630.0,515034.546031746,2320068591.0,0.1398543841585932
경기대학교,10946253.0,162.0,67569.46296296296,78277358.0,0.13983932620720285
답십리공원,183533514.0,258.0,711370.2093023256,1312720787.0,0.13981153937497603
신월문화체육센터,866430427.0,1236.0,700995.4911003236,6231445522.0,0.13904164353857926
등촌3동주민센터,2170363519.0,2304.0,941998.0551215278,15657681110.0,0.13861334279019558
노룬산시장(노룬산골목시장),71730348.0,168.0,426966.35714285716,520084060.0,0.13792068151444595
정릉우체국,759558450.0,456.0,1665698.355263158,5514438855.0,0.13773993509988788
청담삼익시장,591555339.0,324.0,1825788.0833333333,4294960996.0,0.13773241236670825
월곡역,3448424900.0,2370.0,1455031.6033755275,25040025953.0,0.13771650662314314
망원역 1번,694886332.0,1386.0,501360.9898989899,5047827540.0,0.13766047403434073
내방역,8343485027.0,3852.0,2166013.766095535,60848819333.0,0.13711827309811248
당고개역 2번,425260237.0,882.0,482154.4637188209,3105068691.0,0.1369567888248692
뱅뱅사거리,16497619668.0,8196.0,2012886.7335285505,120542461356.0,0.13686148003297618
대원고등학교,270523144.0,180.0,1502906.3555555556,1977084333.0,0.13682933979326617
남산골공원옆,176073281.0,168.0,1048055.244047619,1288207603.0,0.1366808273681645
종로신진시장,3114136657.0,2568.0,1212670.0377725856,22788216715.0,0.1366555661615315
금남시장,1168679116.0,1014.0,1152543.5069033531,8566473186.0,0.1364247678858024
암사역 3번(천호동자전거거리),1252462274.0,1458.0,859027.6227709191,9183594779.0,0.1363803939677291
영등포청과시장교차로,902245482.0,1416.0,637179.0127118644,6617079221.0,0.1363510170977897
구산역 2번,223593350.0,558.0,400704.9283154122,1641597962.0,0.13620469516640396
관악해태어린이공원,220783928.0,540.0,408859.1259259259,1622059112.0,0.13611336748866895
곰달래도서관,134700774.0,510.0,264119.1647058824,992077544.0,0.13577645700646965
연희동,8371096789.0,4938.0,1695240.3379910896,61829527589.0,0.13538995226755202
세검정,191922525.0,234.0,820181.7307692308,1418172945.0,0.13533083230550558
NH농협은행 상도동지점,1616889005.0,834.0,1938715.8333333333,11968170099.0,0.13509909966395775
신정2동주민센터,1807332860.0,1542.0,1172070.5966277563,13393241355.0,0.13494364897152264
동묘시장(동묘벼룩시장),976792918.0,444.0,2199984.0495495494,7264270480.0,0.13446538378345183
전곡시장,408112181.0,264.0,1545879.4734848484,3043214061.0,0.13410564384218648
도봉세무서,587265899.0,864.0,679705.9016203703,4385065929.0,0.13392407514701246
먹골역 1번,674047277.0,642.0,1049917.8769470404,5035378275.0,0.13386229200426852
선유도역 골목형상점가,4032272133.0,2064.0,1953620.2194767443,30231637781.0,0.133379215582366
굽은다리역 2번,360630837.0,300.0,1202102.79,2708930369.0,0.13312665438983826
남가좌파출소,1667375415.0,1716.0,971663.9947552447,12546417127.0,0.13289653915712665
쌍문초등학교,136736579.0,570.0,239888.7350877193,1033482083.0,0.1323066758961897
동일여자고등학교,568407147.0,516.0,1101564.238372093,4307402793.0,0.13196052802949465
중부경찰서(영화인의거리),4772631818.0,4002.0,1192561.6736631684,36182398917.0,0.13190479240882005
영동초등학교,461020584.0,456.0,1011010.052631579,3500556365.0,0.13169923175912068
상왕십리역 3번,1291962995.0,936.0,1380302.34508547,9835016431.0,0.13136358277223908
르네상스호텔사거리,5274179595.0,2772.0,1902662.1915584416,40342966276.0,0.1307335598209992
서강대역 1번,1784834444.0,2280.0,782822.1245614035,13665816759.0,0.13060576440296173
장위전통시장,148896225.0,360.0,413600.625,1140468720.0,0.13055704412480512
방배동가구거리(사당동가구거리),212582121.0,360.0,590505.8916666667,1629612906.0,0.13044945840653524
중부시장(신중부시장),1086279081.0,1194.0,909781.4748743719,8339871609.0,0.13025129545492503
"동원전통종합시장(동원시장, 동원전통시장 상점가)",5155377268.0,2898.0,1778943.1566597654,39617992823.0,0.1301271695169543
대림중앙시장,805782180.0,1110.0,725929.8918918918,6216265428.0,0.12962480275866364
세명컴퓨터고등학교,20612202.0,144.0,143140.29166666666,159071455.0,0.1295782577710124
