commercial_area,week,total_sales
서울역 12번,FRIDAY,5708880351.0
서울역 12번,SATURDAY,1691818458.0
서울역 12번,SUNDAY,1017025850.0
서울역 15번,MONDAY,1611831410.0
서울역 15번,TUESDAY,1697802285.0
서울역 15번,WEDNESDAY,1573719425.0
서울역 15번,THURSDAY,1716874039.0
서울역 15번,FRIDAY,1945216168.0
서울역 15번,SATURDAY,1081199800.0
서울역 15번,SUNDAY,822216887.0
서울중앙시장(신중앙시장),MONDAY,2549243203.0
서울중앙시장(신중앙시장),TUESDAY,3841486489.0
서울중앙시장(신중앙시장),WEDNESDAY,3953494947.0
서울중앙시장(신중앙시장),THURSDAY,3966833675.0
서울중앙시장(신중앙시장),FRIDAY,5351061904.0
서울중앙시장(신중앙시장),SATURDAY,5860387544.0
서울중앙시장(신중앙시장),SUNDAY,3967762670.0
서울지방병무청,MONDAY,579785054.0
서울지방병무청,TUESDAY,683887616.0
서울지방병무청,WEDNESDAY,705807089.0
서울지방병무청,THURSDAY,660012749.0
서울지방병무청,FRIDAY,845424106.0
서울지방병무청,SATURDAY,836059410.0
서울지방병무청,SUNDAY,661068083.0
서울축산농협 독산역지점(독산파출소),MONDAY,453649539.0
서울축산농협 독산역지점(독산파출소),TUESDAY,452256375.0
서울축산농협 독산역지점(독산파출소),WEDNESDAY,493360870.0
서울축산농협 독산역지점(독산파출소),THURSDAY,420095634.0
서울축산농협 독산역지점(독산파출소),FRIDAY,540111120.0
서울축산농협 독산역지점(독산파출소),SATURDAY,478770884.0
서울축산농협 독산역지점(독산파출소),SUNDAY,288086650.0
서울프랑스학교,MONDAY,218855913.0
서울프랑스학교,TUESDAY,260374152.0
서울프랑스학교,WEDNESDAY,258669333.0
서울프랑스학교,THURSDAY,255800673.0
서울프랑스학교,FRIDAY,235481540.0
서울프랑스학교,SATURDAY,214280535.0
서울프랑스학교,SUNDAY,16784075.0
서원동상점가,MONDAY,9331229897.0
서원동상점가,TUESDAY,9627846310.0
서원동상점가,WEDNESDAY,10284364442.0
서원동상점가,THURSDAY,9894368199.0
서원동상점가,FRIDAY,12073547982.0
서원동상점가,SATURDAY,17656074659.0
서원동상점가,SUNDAY,15114957124.0
서원동주민센터(신관중학교),MONDAY,205010691.0
서원동주민센터(신관중학교),TUESDAY,229972714.0
서원동주민센터(신관중학교),WEDNESDAY,221584756.0
서원동주민센터(신관중학교),THURSDAY,210274373.0
서원동주민센터(신관중학교),FRIDAY,298840508.0
서원동주민센터(신관중학교),SATURDAY,340391885.0
서원동주민센터(신관중학교),SUNDAY,182318785.0
서일대학교,MONDAY,1052519242.0
서일대학교,TUESDAY,1179165457.0
서일대학교,WEDNESDAY,1065342153.0
서일대학교,THURSDAY,1125935674.0
서일대학교,FRIDAY,1041175756.0
서일대학교,SATURDAY,900808499.0
서일대학교,SUNDAY,690981258.0
서초3동사거리,MONDAY,8016663986.0
서초3동사거리,TUESDAY,10024285474.0
서초3동사거리,WEDNESDAY,10136437305.0
서초3동사거리,THURSDAY,10265862156.0
서초3동사거리,FRIDAY,11136914316.0
서초3동사거리,SATURDAY,10104406803.0
서초3동사거리,SUNDAY,7948263495.0
서초동성당,MONDAY,516494152.0
서초동성당,TUESDAY,512414437.0
서초동성당,WEDNESDAY,520829112.0
서초동성당,THURSDAY,543213432.0
서초동성당,FRIDAY,621632968.0
서초동성당,SATURDAY,613441797.0
서초동성당,SUNDAY,338858120.0
서초역,MONDAY,15186472249.0
서초역,TUESDAY,16004520132.0
서초역,WEDNESDAY,15378317173.0
서초역,THURSDAY,15982387439.0
서초역,FRIDAY,15895742510.0
서초역,SATURDAY,7543409180.0
서초역,SUNDAY,7785978440.0
서초중학교,MONDAY,501951785.0
서초중학교,TUESDAY,527396855.0
서초중학교,WEDNESDAY,496165414.0
서초중학교,THURSDAY,500698640.0
서초중학교,FRIDAY,499101598.0
서초중학교,SATURDAY,227184414.0
서초중학교,SUNDAY,63949575.0
서촌(경복궁역),MONDAY,7539766195.0
서촌(경복궁역),TUESDAY,7978859821.0
서촌(경복궁역),WEDNESDAY,9053944288.0
서촌(경복궁역),THURSDAY,9406216225.0
서촌(경복궁역),FRIDAY,10365839343.0
서촌(경복궁역),SATURDAY,12390246991.0
서촌(경복궁역),SUNDAY,8495970810.0
석계역 1번,MONDAY,2468418744.0
석계역 1번,TUESDAY,2669862907.0
석계역 1번,WEDNESDAY,2906440351.0
석계역 1번,THURSDAY,2636875740.0
석계역 1번,FRIDAY,3070414449.0
석계역 1번,SATURDAY,3900169096.0
석계역 1번,SUNDAY,2772523279.0
석계역 2번,MONDAY,673116753.0
석계역 2번,TUESDAY,752525725.0
석계역 2번,WEDNESDAY,771623835.0
석계역 2번,THURSDAY,763295234.0
석계역 2번,FRIDAY,1037107699.0
석계역 2번,SATURDAY,1138507362.0
석계역 2번,SUNDAY,810279604.0
석계역 7번,MONDAY,4313893694.0
석계역 7번,TUESDAY,5294937421.0
석계역 7번,WEDNESDAY,5562786397.0
석계역 7번,THURSDAY,5508134018.0
석계역 7번,FRIDAY,7580232984.0
석계역 7번,SATURDAY,9084900140.0
석계역 7번,SUNDAY,6365080826.0
석관고등학교,MONDAY,153693388.0
석관고등학교,TUESDAY,159988012.0
석관고등학교,WEDNESDAY,184467804.0
석관고등학교,THURSDAY,166776824.0
석관고등학교,FRIDAY,211422591.0
석관고등학교,SATURDAY,191404773.0
석관고등학교,SUNDAY,174992696.0
석관시장,MONDAY,54435369.0
석관시장,TUESDAY,67516811.0
석관시장,WEDNESDAY,87576904.0
석관시장,THURSDAY,74384332.0
석관시장,FRIDAY,85919357.0
석관시장,SATURDAY,148796916.0
석관시장,SUNDAY,128902578.0
석관중앙교회,MONDAY,374490849.0
석관중앙교회,TUESDAY,357563960.0
석관중앙교회,WEDNESDAY,453650239.0
석관중앙교회,THURSDAY,402586640.0
석관중앙교회,FRIDAY,497415909.0
석관중앙교회,SATURDAY,408167761.0
석관중앙교회,SUNDAY,249320452.0
석수역 1번 출입구,MONDAY,509772123.0
석수역 1번 출입구,TUESDAY,703884134.0
석수역 1번 출입구,WEDNESDAY,830050243.0
석수역 1번 출입구,THURSDAY,716033599.0
석수역 1번 출입구,FRIDAY,886829462.0
석수역 1번 출입구,SATURDAY,1089468160.0
석수역 1번 출입구,SUNDAY,720896784.0
석촌고분역,MONDAY,4924555630.0
석촌고분역,TUESDAY,5049174415.0
석촌고분역,WEDNESDAY,5218105362.0
석촌고분역,THURSDAY,5273357135.0
석촌고분역,FRIDAY,5618467119.0
석촌고분역,SATURDAY,6076565016.0
석촌고분역,SUNDAY,5609243484.0
석촌고분역 1번,MONDAY,1948118140.0
석촌고분역 1번,TUESDAY,2045551840.0
석촌고분역 1번,WEDNESDAY,1969053931.0
석촌고분역 1번,THURSDAY,2029138119.0
석촌고분역 1번,FRIDAY,2231491277.0
석촌고분역 1번,SATURDAY,2219582067.0
석촌고분역 1번,SUNDAY,1677229217.0
석촌고분역 3번,MONDAY,424455276.0
석촌고분역 3번,TUESDAY,464249694.0
석촌고분역 3번,WEDNESDAY,446133441.0
석촌고분역 3번,THURSDAY,471545551.0
석촌고분역 3번,FRIDAY,482786851.0
석촌고분역 3번,SATURDAY,400730863.0
석촌고분역 3번,SUNDAY,81645201.0
석촌고분역 4번,MONDAY,892463540.0
석촌고분역 4번,TUESDAY,921290630.0
석촌고분역 4번,WEDNESDAY,919816354.0
석촌고분역 4번,THURSDAY,958679641.0
석촌고분역 4번,FRIDAY,1071326488.0
석촌고분역 4번,SATURDAY,1036468615.0
석촌고분역 4번,SUNDAY,414613969.0
석촌시장,MONDAY,3060410873.0
석촌시장,TUESDAY,3122062867.0
석촌시장,WEDNESDAY,3318812413.0
석촌시장,THURSDAY,3376016289.0
석촌시장,FRIDAY,4034466737.0
석촌시장,SATURDAY,4454285238.0
석촌시장,SUNDAY,3787711462.0
석촌역 3번,MONDAY,869698672.0
석촌역 3번,TUESDAY,1117625844.0
석촌역 3번,WEDNESDAY,931801090.0
석촌역 3번,THURSDAY,992317732.0
석촌역 3번,FRIDAY,1140912314.0
석촌역 3번,SATURDAY,1201972622.0
석촌역 3번,SUNDAY,962065940.0
석촌역 6번,MONDAY,495584041.0
석촌역 6번,TUESDAY,494600248.0
석촌역 6번,WEDNESDAY,586727029.0
석촌역 6번,THURSDAY,510120426.0
석촌역 6번,FRIDAY,553920443.0
석촌역 6번,SATURDAY,595488894.0
석촌역 6번,SUNDAY,369201982.0
석촌역 7번,MONDAY,4541656294.0
석촌역 7번,TUESDAY,4526027408.0
석촌역 7번,WEDNESDAY,4828340173.0
석촌역 7번,THURSDAY,4672240879.0
석촌역 7번,FRIDAY,5407942559.0
석촌역 7번,SATURDAY,6478329451.0
석촌역 7번,SUNDAY,5429912617.0
석촌역(석촌호수),MONDAY,6325309800.0
석촌역(석촌호수),TUESDAY,6897060807.0
석촌역(석촌호수),WEDNESDAY,7177451030.0
석촌역(석촌호수),THURSDAY,7391343044.0
석촌역(석촌호수),FRIDAY,7973542357.0
석촌역(석촌호수),SATURDAY,9520278899.0
석촌역(석촌호수),SUNDAY,7807700925.0
석촌중학교(방이육교),MONDAY,4826735.0
석촌중학교(방이육교),TUESDAY,5221243.0
석촌중학교(방이육교),WEDNESDAY,5512364.0
석촌중학교(방이육교),THURSDAY,4153583.0
석촌중학교(방이육교),FRIDAY,5775567.0
석촌중학교(방이육교),SATURDAY,3750759.0
석촌중학교(방이육교),SUNDAY,3605794.0
선릉역,MONDAY,37627388653.0
선릉역,TUESDAY,42923445195.0
선릉역,WEDNESDAY,40930167421.0
선릉역,THURSDAY,43735191093.0
선릉역,FRIDAY,43732061259.0
선릉역,SATURDAY,25260214327.0
선릉역,SUNDAY,12806541902.0
선사초등학교,MONDAY,108430025.0
선사초등학교,TUESDAY,91375000.0
선사초등학교,WEDNESDAY,117424743.0
선사초등학교,THURSDAY,117034157.0
선사초등학교,FRIDAY,124950482.0
선사초등학교,SATURDAY,197117629.0
선사초등학교,SUNDAY,157688874.0
선유도역 1번,MONDAY,2968963747.0
선유도역 1번,TUESDAY,3308729828.0
선유도역 1번,WEDNESDAY,3201829079.0
선유도역 1번,THURSDAY,3357486316.0
선유도역 1번,FRIDAY,3709873251.0
선유도역 1번,SATURDAY,2804192300.0
선유도역 1번,SUNDAY,1916227264.0
선유도역 6번,MONDAY,2842836728.0
선유도역 6번,TUESDAY,2849641323.0
선유도역 6번,WEDNESDAY,2912268837.0
선유도역 6번,THURSDAY,2933660489.0
선유도역 6번,FRIDAY,2834989953.0
선유도역 6번,SATURDAY,1617676109.0
선유도역 6번,SUNDAY,1165076842.0
선유도역 골목형상점가,MONDAY,4540418328.0
선유도역 골목형상점가,TUESDAY,4636248206.0
선유도역 골목형상점가,WEDNESDAY,4522820439.0
선유도역 골목형상점가,THURSDAY,4885000567.0
선유도역 골목형상점가,FRIDAY,5031389021.0
선유도역 골목형상점가,SATURDAY,3726990670.0
선유도역 골목형상점가,SUNDAY,2888770550.0
선일여고,MONDAY,286156698.0
선일여고,TUESDAY,317787450.0
선일여고,WEDNESDAY,310379413.0
선일여고,THURSDAY,333608968.0
선일여고,FRIDAY,389445477.0
선일여고,SATURDAY,289335616.0
선일여고,SUNDAY,186573956.0
선정릉역,MONDAY,5309785421.0
선정릉역,TUESDAY,6882118239.0
선정릉역,WEDNESDAY,6478872516.0
선정릉역,THURSDAY,6695494068.0
선정릉역,FRIDAY,6833846175.0
선정릉역,SATURDAY,3930523627.0
선정릉역,SUNDAY,2029876655.0
선정릉역 4번,MONDAY,1063889574.0
선정릉역 4번,TUESDAY,1626129195.0
선정릉역 4번,WEDNESDAY,1639248413.0
선정릉역 4번,THURSDAY,1441728267.0
선정릉역 4번,FRIDAY,1987546350.0
선정릉역 4번,SATURDAY,1118487367.0
선정릉역 4번,SUNDAY,653069483.0
선정중학교,MONDAY,19902038.0
선정중학교,TUESDAY,22560273.0
선정중학교,WEDNESDAY,23458879.0
선정중학교,THURSDAY,24771223.0
선정중학교,FRIDAY,26068439.0
선정중학교,SATURDAY,26947687.0
선정중학교,SUNDAY,9283976.0
성곡미술관,MONDAY,2392518916.0
성곡미술관,TUESDAY,2936030968.0
성곡미술관,WEDNESDAY,2881422537.0
성곡미술관,THURSDAY,2997763948.0
성곡미술관,FRIDAY,2892303339.0
성곡미술관,SATURDAY,1637383866.0
성곡미술관,SUNDAY,1061864032.0
성균관대학교,MONDAY,817690543.0
성균관대학교,TUESDAY,1044749341.0
성균관대학교,WEDNESDAY,1103755277.0
성균관대학교,THURSDAY,1110312859.0
성균관대학교,FRIDAY,1232493928.0
성균관대학교,SATURDAY,1540982912.0
성균관대학교,SUNDAY,1073515342.0
성남고등학교,MONDAY,296574528.0
성남고등학교,TUESDAY,286179023.0
성남고등학교,WEDNESDAY,291569284.0
성남고등학교,THURSDAY,305159242.0
성남고등학교,FRIDAY,303052242.0
성남고등학교,SATURDAY,322402278.0
성남고등학교,SUNDAY,289837047.0
성내전통시장,MONDAY,454690374.0
성내전통시장,TUESDAY,383447983.0
성내전통시장,WEDNESDAY,402276971.0
성내전통시장,THURSDAY,380542487.0
성내전통시장,FRIDAY,527146493.0
성내전통시장,SATURDAY,647724963.0
성내전통시장,SUNDAY,387567457.0
성내중학교,MONDAY,43590639.0
성내중학교,TUESDAY,39272434.0
성내중학교,WEDNESDAY,41177303.0
성내중학교,THURSDAY,45733430.0
성내중학교,FRIDAY,49585260.0
성내중학교,SATURDAY,46837068.0
성내중학교,SUNDAY,39079153.0
성내천어린이공원(하니사랑길),MONDAY,1413097189.0
성내천어린이공원(하니사랑길),TUESDAY,1561333609.0
성내천어린이공원(하니사랑길),WEDNESDAY,1726602547.0
성내천어린이공원(하니사랑길),THURSDAY,1784812114.0
성내천어린이공원(하니사랑길),FRIDAY,1902737740.0
성내천어린이공원(하니사랑길),SATURDAY,2599305312.0
성내천어린이공원(하니사랑길),SUNDAY,2549714646.0
성대전통시장(성대시장),MONDAY,2537821777.0
성대전통시장(성대시장),TUESDAY,2524862903.0
성대전통시장(성대시장),WEDNESDAY,2561516853.0
성대전통시장(성대시장),THURSDAY,2517364353.0
성대전통시장(성대시장),FRIDAY,2978735830.0
성대전통시장(성대시장),SATURDAY,3239403518.0
성대전통시장(성대시장),SUNDAY,2384395321.0
성동구립금호도서관,MONDAY,62464887.0
성동구립금호도서관,TUESDAY,109237465.0
성동구립금호도서관,WEDNESDAY,98538938.0
성동구립금호도서관,THURSDAY,103604546.0
성동구립금호도서관,FRIDAY,131907921.0
성동구립금호도서관,SATURDAY,142438448.0
성동구립금호도서관,SUNDAY,122772050.0
성동구보건소,MONDAY,278001450.0
성동구보건소,TUESDAY,371966211.0
성동구보건소,WEDNESDAY,427192227.0
성동구보건소,THURSDAY,415562298.0
성동구보건소,FRIDAY,492436474.0
성동구보건소,SATURDAY,472199249.0
성동구보건소,SUNDAY,169841916.0
성동세무서,MONDAY,676047318.0
성동세무서,TUESDAY,708717332.0
성동세무서,WEDNESDAY,686105390.0
성동세무서,THURSDAY,722253106.0
성동세무서,FRIDAY,739840730.0
성동세무서,SATURDAY,272100485.0
성동세무서,SUNDAY,143397767.0
성동용답상가시장,MONDAY,3745509842.0
성동용답상가시장,TUESDAY,4173429649.0
성동용답상가시장,WEDNESDAY,4151653722.0
성동용답상가시장,THURSDAY,4317499290.0
성동용답상가시장,FRIDAY,4769241187.0
성동용답상가시장,SATURDAY,4294866467.0
성동용답상가시장,SUNDAY,3472346873.0
성동초등학교,MONDAY,234535266.0
성동초등학교,TUESDAY,243838889.0
성동초등학교,WEDNESDAY,219589031.0
성동초등학교,THURSDAY,244784267.0
성동초등학교,FRIDAY,240128910.0
성동초등학교,SATURDAY,217011498.0
성동초등학교,SUNDAY,111585156.0
성미산체육관,MONDAY,626980047.0
성미산체육관,TUESDAY,697873849.0
성미산체육관,WEDNESDAY,564625768.0
성미산체육관,THURSDAY,578982943.0
성미산체육관,FRIDAY,760997788.0
성미산체육관,SATURDAY,490672763.0
성미산체육관,SUNDAY,373795109.0
성북구청,MONDAY,2567241614.0
성북구청,TUESDAY,2628664060.0
성북구청,WEDNESDAY,2711281994.0
성북구청,THURSDAY,2538420581.0
성북구청,FRIDAY,2976659682.0
성북구청,SATURDAY,3143935177.0
성북구청,SUNDAY,2479166525.0
성북초등학교앞,MONDAY,973928465.0
성북초등학교앞,TUESDAY,871099307.0
성북초등학교앞,WEDNESDAY,978473448.0
성북초등학교앞,THURSDAY,874107132.0
성북초등학교앞,FRIDAY,933605942.0
성북초등학교앞,SATURDAY,1259045977.0
성북초등학교앞,SUNDAY,871283649.0
성산중학교,MONDAY,1190347710.0
성산중학교,TUESDAY,1394608472.0
성산중학교,WEDNESDAY,1614330042.0
성산중학교,THURSDAY,1500403530.0
성산중학교,FRIDAY,1863791628.0
성산중학교,SATURDAY,2498269355.0
성산중학교,SUNDAY,2002617882.0
성서초등학교,MONDAY,420209735.0
성서초등학교,TUESDAY,669636743.0
성서초등학교,WEDNESDAY,559113098.0
성서초등학교,THURSDAY,594343495.0
성서초등학교,FRIDAY,808161918.0
성서초등학교,SATURDAY,814513112.0
성서초등학교,SUNDAY,438986945.0
성수119안전센터,MONDAY,839208764.0
성수119안전센터,TUESDAY,1064921963.0
성수119안전센터,WEDNESDAY,1021376659.0
성수119안전센터,THURSDAY,1119414370.0
성수119안전센터,FRIDAY,1269830536.0
성수119안전센터,SATURDAY,1422739110.0
성수119안전센터,SUNDAY,1142370243.0
성수1가1동주민센터,MONDAY,435001423.0
성수1가1동주민센터,TUESDAY,440408892.0
성수1가1동주민센터,WEDNESDAY,443266241.0
성수1가1동주민센터,THURSDAY,434135625.0
성수1가1동주민센터,FRIDAY,448869735.0
성수1가1동주민센터,SATURDAY,179378976.0
성수1가1동주민센터,SUNDAY,47908949.0
성수2가3동주민센터,MONDAY,374872033.0
성수2가3동주민센터,TUESDAY,362640816.0
성수2가3동주민센터,WEDNESDAY,358182785.0
성수2가3동주민센터,THURSDAY,357975653.0
성수2가3동주민센터,FRIDAY,451341837.0
성수2가3동주민센터,SATURDAY,233661369.0
성수2가3동주민센터,SUNDAY,164244633.0
성수대교남단,MONDAY,5186914251.0
성수대교남단,TUESDAY,7399849966.0
성수대교남단,WEDNESDAY,7182785934.0
성수대교남단,THURSDAY,7426111253.0
성수대교남단,FRIDAY,8484842399.0
성수대교남단,SATURDAY,9516209639.0
성수대교남단,SUNDAY,5962786366.0
성수동카페거리,MONDAY,4684144831.0
성수동카페거리,TUESDAY,5095264863.0
성수동카페거리,WEDNESDAY,5225239604.0
성수동카페거리,THURSDAY,5268145824.0
성수동카페거리,FRIDAY,5992667231.0
성수동카페거리,SATURDAY,5808836075.0
성수동카페거리,SUNDAY,4446438324.0
성수역,MONDAY,15501067353.0
성수역,TUESDAY,17919280642.0
성수역,WEDNESDAY,17590747143.0
성수역,THURSDAY,18819600401.0
성수역,FRIDAY,19791746980.0
성수역,SATURDAY,14824922624.0
성수역,SUNDAY,10508430515.0
성수역 골목형상점가,MONDAY,71850261.0
성수역 골목형상점가,TUESDAY,80980478.0
성수역 골목형상점가,WEDNESDAY,67824171.0
성수역 골목형상점가,THURSDAY,70267203.0
성수역 골목형상점가,FRIDAY,68665730.0
성수역 골목형상점가,SATURDAY,10356135.0
성수역 골목형상점가,SUNDAY,2056022.0
성수초등학교,MONDAY,3425210875.0
성수초등학교,TUESDAY,3579573602.0
성수초등학교,WEDNESDAY,3308403561.0
성수초등학교,THURSDAY,3415857115.0
성수초등학교,FRIDAY,3339896904.0
성수초등학교,SATURDAY,1239396977.0
성수초등학교,SUNDAY,784978015.0
성신여대,MONDAY,14426521578.0
성신여대,TUESDAY,15322949118.0
성신여대,WEDNESDAY,15854175329.0
성신여대,THURSDAY,15676025878.0
성신여대,FRIDAY,18597950557.0
성신여대,SATURDAY,21939558516.0
성신여대,SUNDAY,18207229659.0
성신여대운정그린캠퍼스,MONDAY,1270814397.0
성신여대운정그린캠퍼스,TUESDAY,1494067222.0
성신여대운정그린캠퍼스,WEDNESDAY,1487893968.0
성신여대운정그린캠퍼스,THURSDAY,1465551032.0
성신여대운정그린캠퍼스,FRIDAY,1700545337.0
성신여대운정그린캠퍼스,SATURDAY,2083599954.0
성신여대운정그린캠퍼스,SUNDAY,1185112610.0
성신여대입구역 1번,MONDAY,634346845.0
성신여대입구역 1번,TUESDAY,601808056.0
성신여대입구역 1번,WEDNESDAY,535251842.0
성신여대입구역 1번,THURSDAY,629814761.0
성신여대입구역 1번,FRIDAY,638668802.0
성신여대입구역 1번,SATURDAY,799520547.0
성신여대입구역 1번,SUNDAY,723421434.0
성신여대입구역 4번,MONDAY,1137805916.0
성신여대입구역 4번,TUESDAY,1174658177.0
성신여대입구역 4번,WEDNESDAY,1121923933.0
성신여대입구역 4번,THURSDAY,1158289617.0
성신여대입구역 4번,FRIDAY,1174566315.0
성신여대입구역 4번,SATURDAY,1201769810.0
성신여대입구역 4번,SUNDAY,767767772.0
성신여대입구역 7번,MONDAY,534855167.0
성신여대입구역 7번,TUESDAY,622920685.0
성신여대입구역 7번,WEDNESDAY,626857506.0
성신여대입구역 7번,THURSDAY,619506217.0
성신여대입구역 7번,FRIDAY,666182140.0
성신여대입구역 7번,SATURDAY,594374181.0
성신여대입구역 7번,SUNDAY,498311027.0
성심여자고등학교,MONDAY,552797314.0
성심여자고등학교,TUESDAY,625604878.0
성심여자고등학교,WEDNESDAY,684176571.0
성심여자고등학교,THURSDAY,630017588.0
성심여자고등학교,FRIDAY,680954438.0
성심여자고등학교,SATURDAY,397761138.0
성심여자고등학교,SUNDAY,294660557.0
성원어린이공원,MONDAY,703616873.0
성원어린이공원,TUESDAY,703354557.0
성원어린이공원,WEDNESDAY,701000884.0
성원어린이공원,THURSDAY,703247191.0
성원어린이공원,FRIDAY,723200678.0
성원어린이공원,SATURDAY,185085792.0
성원어린이공원,SUNDAY,118419591.0
성원중학교,MONDAY,1758403609.0
성원중학교,TUESDAY,2018705147.0
성원중학교,WEDNESDAY,1961440113.0
성원중학교,THURSDAY,2074851907.0
성원중학교,FRIDAY,2243638000.0
성원중학교,SATURDAY,1794962360.0
성원중학교,SUNDAY,1319622380.0
성자초등학교,MONDAY,525627843.0
성자초등학교,TUESDAY,685492286.0
성자초등학교,WEDNESDAY,725887143.0
성자초등학교,THURSDAY,689262841.0
성자초등학교,FRIDAY,818681055.0
성자초등학교,SATURDAY,952133744.0
성자초등학교,SUNDAY,667425021.0
세검정,MONDAY,79451475.0
세검정,TUESDAY,211518653.0
세검정,WEDNESDAY,186822645.0
세검정,THURSDAY,213930969.0
세검정,FRIDAY,202193742.0
세검정,SATURDAY,316082821.0
세검정,SUNDAY,208172640.0
세검정초등학교,MONDAY,289488900.0
세검정초등학교,TUESDAY,325137081.0
세검정초등학교,WEDNESDAY,299279499.0
세검정초등학교,THURSDAY,291806250.0
세검정초등학교,FRIDAY,335527359.0
세검정초등학교,SATURDAY,320522693.0
세검정초등학교,SUNDAY,184186974.0
세곡초등학교,MONDAY,562842652.0
세곡초등학교,TUESDAY,581030951.0
세곡초등학교,WEDNESDAY,560428790.0
세곡초등학교,THURSDAY,590335246.0
세곡초등학교,FRIDAY,698836852.0
세곡초등학교,SATURDAY,739436924.0
세곡초등학교,SUNDAY,555022380.0
세명컴퓨터고등학교,MONDAY,21568892.0
세명컴퓨터고등학교,TUESDAY,41618339.0
세명컴퓨터고등학교,WEDNESDAY,24403563.0
세명컴퓨터고등학교,THURSDAY,24075984.0
세명컴퓨터고등학교,FRIDAY,23984385.0
세명컴퓨터고등학교,SATURDAY,18177972.0
세명컴퓨터고등학교,SUNDAY,5242320.0
세종대왕기념관교차로,MONDAY,101823227.0
세종대왕기념관교차로,TUESDAY,134006733.0
세종대왕기념관교차로,WEDNESDAY,137359187.0
세종대왕기념관교차로,THURSDAY,104528188.0
세종대왕기념관교차로,FRIDAY,141254777.0
세종대왕기념관교차로,SATURDAY,78128594.0
세종대왕기념관교차로,SUNDAY,15529113.0
세종마을음식문화거리(금천교시장),MONDAY,6288168968.0
세종마을음식문화거리(금천교시장),TUESDAY,6280222836.0
세종마을음식문화거리(금천교시장),WEDNESDAY,7331915305.0
세종마을음식문화거리(금천교시장),THURSDAY,7393013655.0
세종마을음식문화거리(금천교시장),FRIDAY,8582095818.0
세종마을음식문화거리(금천교시장),SATURDAY,10610054928.0
세종마을음식문화거리(금천교시장),SUNDAY,7606755386.0
솔밭공원역 1번,MONDAY,202907919.0
솔밭공원역 1번,TUESDAY,212554361.0
솔밭공원역 1번,WEDNESDAY,205926299.0
솔밭공원역 1번,THURSDAY,225951309.0
솔밭공원역 1번,FRIDAY,249086984.0
솔밭공원역 1번,SATURDAY,305439420.0
솔밭공원역 1번,SUNDAY,300747616.0
솔밭공원역 2번,MONDAY,569553025.0
솔밭공원역 2번,TUESDAY,565778487.0
솔밭공원역 2번,WEDNESDAY,565936273.0
솔밭공원역 2번,THURSDAY,574739885.0
솔밭공원역 2번,FRIDAY,665523937.0
솔밭공원역 2번,SATURDAY,842473922.0
솔밭공원역 2번,SUNDAY,741122923.0
"솔샘시장(미아6,7동골목시장)",MONDAY,773782608.0
"솔샘시장(미아6,7동골목시장)",TUESDAY,1062871562.0
"솔샘시장(미아6,7동골목시장)",WEDNESDAY,986003263.0
"솔샘시장(미아6,7동골목시장)",THURSDAY,968516787.0
"솔샘시장(미아6,7동골목시장)",FRIDAY,1100791282.0
"솔샘시장(미아6,7동골목시장)",SATURDAY,1308121272.0
"솔샘시장(미아6,7동골목시장)",SUNDAY,958426467.0
송정역,MONDAY,2156148367.0
송정역,TUESDAY,2426162181.0
송정역,WEDNESDAY,2479992014.0
송정역,THURSDAY,2550569088.0
송정역,FRIDAY,2750957096.0
송정역,SATURDAY,2485898318.0
송정역,SUNDAY,1972116375.0
송정역 2번,MONDAY,240547690.0
송정역 2번,TUESDAY,281308805.0
송정역 2번,WEDNESDAY,287809145.0
송정역 2번,THURSDAY,255728867.0
송정역 2번,FRIDAY,250821217.0
송정역 2번,SATURDAY,235944443.0
송정역 2번,SUNDAY,173138972.0
송정역 3번,MONDAY,1756752716.0
송정역 3번,TUESDAY,1965394713.0
송정역 3번,WEDNESDAY,1855815150.0
송정역 3번,THURSDAY,1963292720.0
송정역 3번,FRIDAY,2169090494.0
송정역 3번,SATURDAY,1814076333.0
송정역 3번,SUNDAY,1348022399.0
송정체육공원,MONDAY,238031078.0
송정체육공원,TUESDAY,237250894.0
송정체육공원,WEDNESDAY,270531096.0
송정체육공원,THURSDAY,293231610.0
송정체육공원,FRIDAY,290267320.0
송정체육공원,SATURDAY,276082401.0
송정체육공원,SUNDAY,163109464.0
송중동주민센터,MONDAY,286825964.0
송중동주민센터,TUESDAY,355741638.0
송중동주민센터,WEDNESDAY,351027890.0
송중동주민센터,THURSDAY,335010567.0
송중동주민센터,FRIDAY,374426139.0
송중동주민센터,SATURDAY,448014016.0
송중동주민센터,SUNDAY,208616422.0
송중초등학교,MONDAY,431553386.0
송중초등학교,TUESDAY,354407176.0
송중초등학교,WEDNESDAY,347825163.0
송중초등학교,THURSDAY,375543812.0
송중초등학교,FRIDAY,404273094.0
송중초등학교,SATURDAY,353672526.0
송중초등학교,SUNDAY,286280967.0
송천동주민센터,MONDAY,32964583.0
송천동주민센터,TUESDAY,24989451.0
송천동주민센터,WEDNESDAY,36266419.0
송천동주민센터,THURSDAY,30648496.0
송천동주민센터,FRIDAY,44526841.0
송천동주민센터,SATURDAY,44663263.0
송천동주민센터,SUNDAY,42810739.0
송천초등학교,MONDAY,197044593.0
송천초등학교,TUESDAY,213078832.0
송천초등학교,WEDNESDAY,233920468.0
송천초등학교,THURSDAY,202692615.0
송천초등학교,FRIDAY,267738515.0
