commercial_area,total_sales
오류동역 3번,9917935241.0
삼성동 시장(삼성동시장),9884509036.0
동구여중,9872365863.0
선일여고,9830657666.0
성균관대학교,9826934092.0
연희초등학교,9801752999.0
우리은행응암동지점,9797643428.0
방배초등학교,9776829506.0
능동로골목시장,9658382848.0
답십리현대시장,9610720613.0
신당 미래유산 먹거리 골목형상점가,9582520932.0
아카데미하우스,9579603928.0
장훈고등학교,9533795740.0
사근동살곶이상점가,9481882568.0
신길2동우편취급국,9468764642.0
마포구청역 4번,9430726234.0
성서초등학교,9420117915.0
경희대후문,9402315187.0
국기원,9327117142.0
월드순복음교회,9321788808.0
만양로상점가,9298441399.0
신림역 1번,9271427956.0
석관중앙교회,9248477457.0
신묵초등학교,9211465962.0
우이천 계성교,9209278423.0
자양동우체국,9024389591.0
목동로데오거리,8994563068.0
언북중학교,8986855609.0
도산공원북측,8975362166.0
KT금천빌딩(금천구시설관리공단),8954299158.0
동의보감타워,8937133484.0
덕성여대시반거리,8912399882.0
마장역 3번,8870144592.0
수유중앙골목시장(수유중앙시장),8852616453.0
영동초등학교,8836548300.0
강남시장(강남구 강남시장),8830213844.0
백련산해모로아파트,8805746964.0
뚝섬역교차로,8783219201.0
대치동아우편취급국,8730051059.0
평창동서측,8712331580.0
만리재,8679277091.0
보문역 8번,8666026864.0
미성동주민센터,8656775711.0
한양공고앞 교차로,8614648800.0
서울과학기술대,8589901485.0
광진초등학교,8529435794.0
고덕중학교(고덕2동주민센터),8494431889.0
면동초등학교,8462945077.0
김포공항역(김포공항),8434087063.0
봉천역 4번(봉천110안전센터),8417295610.0
구로창업지원센터,8365463374.0
신길대성유니드아파트,8327637054.0
돌곶이시장(석관황금시장),8290781766.0
송정체육공원,8284312513.0
두산초등학교,8252197637.0
신촌 상인회(신촌상점가),8246652045.0
호림박물관(성보고등학교),8178331210.0
사가정역 4번,8159687936.0
은곡마을(은곡마을공원),8148246017.0
목동센트럴아이파크앞,8139266312.0
상월곡역 1번,8129487335.0
고분다리전통시장,8096410633.0
강서구청가양동별관,8084939852.0
암사동성당(효정하나플러스아파트),8081412916.0
서울숲역,7975950467.0
굽은다리역 2번,7962093898.0
미성동 도깨비시장 골목형상점가,7941543184.0
혜회동주민센터,7871026759.0
송중동주민센터,7869029547.0
청담초등학교,7852292997.0
마천1치안센터,7849202669.0
연희파출소,7845894347.0
경의중앙 신촌역,7845313784.0
양평역,7829684927.0
미아역 5번,7813182271.0
해오름공원,7807368619.0
면목동우체국,7805691568.0
남가좌동현대아파트,7758610599.0
금천금빛공원(은행나무사거리서측),7740169744.0
면목역 1번,7718013779.0
충정로현대아파트,7691039955.0
강북문화예술회관,7688010586.0
먹골파출소,7687644715.0
가리봉시장,7656066081.0
응암1동주민센터,7653854608.0
대진고등학교,7610007892.0
석계역 2번,7603391741.0
촬영소사거리,7580737967.0
해방촌예술마을,7574823283.0
리움미술관,7550273713.0
수유시장옆,7550200229.0
금호삼성래미안아파트,7527086815.0
내방역 4번,7526149868.0
서초중학교,7510031150.0
덕의초등학교,7501484623.0
방아다리근린공원(횃불트리니티신학대학원대학교),7472689561.0
강동구립 천호도서관,7427038824.0
방천골목시장,7417346993.0
청담삼익시장,7411274932.0
보라매역 2번,7358421173.0
석수역 1번 출입구,7358048680.0
동대부여고,7355081291.0
성미산체육관,7352074624.0
성신여대입구역 7번,7349342777.0
가산디지털단지역 1번 출입구,7303462823.0
가좌역 2번,7298598491.0
텃골근린공원,7282495184.0
난곡초등학교(난곡동벽화마을),7282430228.0
강남구청역 4번,7274963651.0
영등포시장기계공구상가,7238484522.0
서초동성당,7236321363.0
성신여대입구역 1번,7228582512.0
성원어린이공원,7213147115.0
장위전통시장,7204290415.0
우장산롯데캐슬아파트앞,7180149149.0
영등포구청역 6번,7136732112.0
당고개역 5번,7125243774.0
돌곶이역 1번,7112557565.0
수유동우체국,7108940568.0
난우중학교,7100941570.0
어린이대공원역 3번,7100055035.0
송중초등학교,7055898672.0
청평화시장,7040704635.0
청계산원터골,7040675851.0
신림우방아파트,6999008414.0
서대문구보건소별관,6978948589.0
연희세브란스병원,6952217987.0
중랑역 4번,6950890340.0
선정중학교,6937406368.0
개화산역 1번,6924237159.0
상계2동주민센터,6912972840.0
청룡동주민센터,6903068875.0
상도4동주민센터,6885645265.0
관악우성아파트,6876266917.0
봉천현대시장,6869590931.0
응암역 2번,6860927482.0
금호사거리,6840038803.0
미아사거리역 3번,6815200752.0
중앙고등학교,6807010520.0
홍제역 4번,6799694302.0
성북초등학교앞,6795860903.0
새터산,6790912047.0
신대방역 1번,6775846382.0
명일역 1번,6757778244.0
도봉우체국,6752215550.0
광산사거리,6713483557.0
노원역 9번,6709176506.0
강서고등학교,6690120400.0
신도봉시장,6664316658.0
용마문화복지센터,6638807172.0
한남IC,6618413105.0
고대앞사거리,6612010445.0
영등포시장역 1번,6605757486.0
충정로역 3번,6567511801.0
홍제역 2번,6555034768.0
화곡4동주민센터,6548480317.0
서울대입구역 8번,6545833062.0
목4동주민센터,6534779518.0
공항시장역 3번,6509899211.0
논현역 4번,6499008302.0
서빙고동주민센터,6489407857.0
구로시장,6478827059.0
대동초등학교,6442920544.0
광흥창역 1번,6428411413.0
양천향교역 2번,6413119447.0
한국폴리텍대학서울정수캠퍼스,6391542135.0
당산반도유보라팰리스아파트,6380495516.0
오산고등학교,6369464127.0
월정로시장,6362052564.0
매봉역 1번,6308295405.0
홍은종합사회복지관,6244746269.0
종암초등학교,6236175920.0
홍연시장,6205088108.0
신풍역 3번,6201057311.0
서래초등학교,6141085538.0
새절역 3번,6136689678.0
서서울호수공원,6095954391.0
염창역 2번,6087407095.0
문정동성당,6067512429.0
강서구청옆,6056415458.0
국립국악고등학교,6041603766.0
국제신학대학원대학교(남서울중학교),5998369545.0
달마을공원,5993772342.0
장미제일시장(중화동제일시장),5989221270.0
뚝섬유원지역 1번,5967844678.0
연희사러가,5951169037.0
둔촌고등학교(둔촌중학교),5950825420.0
가오리역 2번,5936722283.0
대림한신아파트,5874828035.0
양재시장,5874289647.0
신곡초등학교,5851950269.0
관악해태어린이공원,5835614007.0
장안중학교,5796016555.0
광진구청,5782638963.0
서연중학교,5755107585.0
오금역 4번,5754156550.0
예일여고,5736898546.0
한강미주맨션아파트,5708480120.0
상도초등학교,5697563156.0
사당역 11번(사당역먹자골목),5677770170.0
천호역 1번(천호문구완구거리),5670638452.0
인헌고등학교(인헌중학교),5655952124.0
이수역 10번,5648801968.0
새남터성지,5637795794.0
청계산입구역 2번(내곡동주민센터),5627302856.0
한국교통안전공단 강남자동차검사소,5603697887.0
홍대부중,5594435992.0
서대문소방서,5552205453.0
KB국민은행 중화동지점,5525173851.0
금동어린이공원,5524266968.0
회현역 1번,5469889295.0
금천세무서,5424551749.0
대왕초등학교(세곡동사거리서남측),5415195054.0
KT대방빌딩,5400877998.0
오금공원(오주중학교),5398663606.0
세검정초등학교,5366483926.0
당고개역 2번,5353370406.0
성동세무서,5351892795.0
가오리역 1번,5331517529.0
도봉구민회관,5311844933.0
혜원여고,5306737453.0
오류고등학교,5304601808.0
신노량진시장(기능상실),5290991662.0
봉천중앙시장,5286698522.0
노량진초등학교,5286091832.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",5255019084.0
길음시장,5251135781.0
새절역 2번,5246857776.0
구산역 2번,5240058873.0
방화초등학교,5230748782.0
북한산보국문역 2번,5201015973.0
꿈의숲 장곡 골목형상점가,5185395585.0
중곡어린이공원,5182430528.0
망우3동주민센터,5173498625.0
세운상가가동,5167353381.0
신광명마을,5160865108.0
신진과학기술고등학교,5142586990.0
우리은행체육관,5134047005.0
강남구청역 2번,5117314659.0
봉은사역 4번,5096991512.0
대림차이나타운(대림역 12번),5070621477.0
남부초등학교,5050634184.0
방배역 3번,5047129516.0
군자역 4번,5046152360.0
성동초등학교,5017722905.0
공항고등학교,4991821536.0
신월1파출소,4974579984.0
경신고등학교,4958698343.0
신금호역 4번,4894583622.0
강북북부골목시장,4889716703.0
삼광초등학교,4870417158.0
신대방삼거리역 1번,4845972646.0
KB국민은행 종암동지점,4843543083.0
상도역 2번,4814935492.0
역삼역 8번,4802320811.0
신월중학교,4792911657.0
신림현대아파트,4731472027.0
신한은행 방학동지점,4729287217.0
구반포역,4728743330.0
보라매역 4번,4702042704.0
반포4동주민센터(몽마르뜨공원),4686368249.0
남부터미널역 1번,4673879706.0
홍익대,4672375928.0
약수역 7번,4672004143.0
상월곡역 3번,4659016066.0
서울대병원,4653942628.0
난곡중학교,4643679063.0
신흥시장,4636958945.0
KB국민은행 서강지점,4609222846.0
홍익지구대,4609018747.0
갈산공원,4606436134.0
공덕래미안3차아파트,4576264155.0
번동주공2단지,4572711417.0
자하문터널,4550805981.0
동묘앞역 2번,4536011861.0
언북초등학교,4503496516.0
성수1가1동주민센터,4494494337.0
team204(팀204),4476390498.0
효창동주민센터,4467858355.0
오류동역 1번,4436809974.0
신정역 1번,4420429488.0
면목5동주민센터,4323962793.0
국립4.19민주묘지,4306296678.0
영신상가(제일상가),4305554828.0
불광역 3번,4299559542.0
둔촌동역 4번,4281832985.0
구암초등학교,4278138951.0
오산중학교,4266759811.0
예술인마을,4220798823.0
신월2동주민센터,4193373104.0
마포역 4번,4190047394.0
방배노인종합복지관(이수중학교),4171468145.0
정릉역 2번,4163900030.0
봉원사,4156018901.0
구남초등학교,4148198189.0
상왕십리역 6번,4133167646.0
개봉초등학교,4112335137.0
상도역 1번,4110292332.0
우장산힐스테이트,4106658326.0
연신초등학교,4103663444.0
삼각산119안전센터,4050024239.0
학동초등학교,4023719114.0
문래동사거리,4022456148.0
응암시장(신응암시장),3972089466.0
이대 앞 스타트업 상점가,3962683796.0
봉천역 1번(관악초등학교),3947650406.0
수유역 2번,3904810043.0
난향초등학교,3900919479.0
영동교골목시장,3895716451.0
대원고등학교,3894038028.0
왕십리파출소,3890020720.0
동남상가,3886390583.0
신설동역 12번,3865379697.0
개웅초등학교(개웅중학교),3846807982.0
경찰병원역 3번,3797707159.0
신방화역 8번,3750941439.0
금천구립가산도서관,3727582852.0
금강수목원아파트,3726720903.0
청와대사랑채,3695753089.0
신월중앙시장,3690572978.0
대방역 6번,3678086054.0
푸른동산공원,3669645781.0
수유북부시장옆,3643394710.0
공덕동주민센터,3621011835.0
영천시장입구,3617692021.0
영등포시장역 4번,3601822551.0
덕수교,3564355207.0
사당5동주민센터,3561227758.0
한아름시장,3547674793.0
금천철쭉어린이공원(금하마을),3522796409.0
연신내역 3번,3521666547.0
솔밭공원역 1번,3499782082.0
서울공연예술고등학교,3487767308.0
삼양사거리역 1번,3475019914.0
동대문상가B동,3468466680.0
떡전교사거리,3446654204.0
한겨레신문사,3442747232.0
양화초등학교,3441732625.0
금북초등학교,3441603012.0
창동중학교,3439728625.0
석촌중학교(방이육교),3426665126.0
등촌역 1번,3422044157.0
상신초등학교입구,3404578284.0
신중초등학교,3382131003.0
삼각지역 14번,3380003417.0
동부시장,3377071578.0
시립대앞사거리,3372651021.0
어린이대공원역 4번,3356089197.0
구로119안전센터,3348230854.0
세검정,3347548368.0
갈현건영아파트,3317207750.0
연희임광아파트,3296829866.0
세명컴퓨터고등학교,3284779597.0
상도1동주민센터앞,3265075888.0
화랑대역 7번,3239024620.0
유엔빌리지길,3233118470.0
한림대학교한강성심병원,3201376010.0
천호태영아파트,3166614014.0
조원동주민센터,3144328009.0
오류지구대,3132795099.0
문래중학교,3122717377.0
송정역 2번,3116178813.0
연산군묘,3107520857.0
한국의류시험연구원,3092204087.0
도봉역 3번,3086403823.0
이태원엔틱가구거리,3083964487.0
청담역 3번,3062133187.0
누원고등학교,3059988484.0
강남구보훈회관,3038079143.0
송천초등학교,3035001110.0
녹번동근린공원,3031236130.0
NH농협은행 보광동지점,3031005495.0
신대방삼거리역 3번,3022798816.0
흑석시장,3019707949.0
성동구보건소,3005610688.0
구로구민회관,2995584387.0
망원나들목체육관,2975758251.0
연신내우체국,2972029031.0
아현역 1번,2938851174.0
신설동역 9번,2898516688.0
보라매동주민센터(당곡고등학교),2888274884.0
마천공원,2884485455.0
서울교통공사,2872916663.0
정릉3동주민센터,2839488470.0
돌곶이역 3번,2817806590.0
정릉골 골목형상점가,2809230374.0
중구회현체육센터(정화예술대남산캠퍼스),2802231360.0
"신월7동 골목시장(약수시장, 우성상가)",2798006598.0
공항시장,2793892097.0
중랑역 2번,2772164079.0
국민대학교앞,2767972567.0
미아초등학교,2753537817.0
신정네거리역 4번,2741509345.0
암사역 4번(삼성광나루아파트),2731668566.0
당산역 8번,2684914019.0
천호초등학교,2668020638.0
서울북부고용노동지청,2663924983.0
삼성전자서울R&D(서울우면초등학교),2660717053.0
조원동 펭귄시장(신림중앙시장),2656591910.0
의릉,2654008685.0
길음역 7번,2640526920.0
신월시영아파트중문,2622869936.0
가리봉파출소,2621071310.0
공릉역 2번,2618367419.0
동대문역 3번,2608684365.0
샘말어린이공원,2604407346.0
서원동주민센터(신관중학교),2595526247.0
내방역 5번,2577407140.0
서대문우체국,2575705165.0
대신고등학교,2572606580.0
장위1동주민센터,2565285135.0
광운대학교 남단,2533352594.0
성수2가3동주민센터,2523571326.0
문래소공원,2523540682.0
대흥동주민센터,2523125519.0
베르사이유1아파트,2516112143.0
독산역 1번 출입구,2495393561.0
고척프라자,2480283363.0
창신역 4번,2473447584.0
고려대역 4번,2463438944.0
무너미어린이공원,2450392756.0
용두희망어린이공원,2438086061.0
인수동 우편취급국,2413353287.0
서교시장,2376045909.0
면곡골목시장,2371134339.0
황학동벼룩시장,2361526519.0
정릉아리랑시장,2342463224.0
송파역 2번,2331304501.0
대방역 4번,2326502868.0
수일시장,2314282193.0
남산골공원옆,2313445386.0
이북5도청사,2287781307.0
평창동동측,2282305763.0
신길동홍어거리,2275734836.0
돈의문센트레빌아파트입구,2248695339.0
회기역 1번,2225731834.0
염창무학아파트,2183062960.0
천호1동주민센터,2182521802.0
경찰병원역 4번(건너말공원),2148721677.0
신내역 1번,2135441820.0
경문고등학교(동작동성당),2131188712.0
신사은행나무공원,2129495371.0
월계역 3번,2079751348.0
연가초등학교,2069690907.0
상계주공1단지(가)상가,2066030896.0
상도도깨비 골목형상점가,2056637205.0
금천어울림복지센터,2050538211.0
한남힐사이드아파트,2047098131.0
중랑동부시장(중랑교종합상가),2036783739.0
수색성당,2021731571.0
상도약수골목형상점가,2008765953.0
증산종합시장,1997400937.0
논현로18길,1987454685.0
장로회신학대학교,1974364990.0
관악소방서(문영여고),1956214854.0
삼구시장(로타리상가),1945357040.0
충신시장옆,1934447624.0
마전교지하쇼핑센터(구 한일상가),1928961894.0
관성묘,1917394545.0
개봉3동주민센터,1907598466.0
KT&G 북부지사,1893514187.0
신수동주민센터,1888592524.0
마포농수산물시장,1884947853.0
동묘앞역 3번,1861604258.0
경복고등학교,1842874671.0
Sh수협은행 오금동금융센터(아랫말어린이공원),1839185866.0
고척중학교,1831961340.0
신정3동 골목시장,1828777436.0
서울프랑스학교,1828726032.0
장신구 특화거리 상점가,1801362879.0
양화대교북단,1792683519.0
용두사거리,1748945167.0
신월3동 골목시장,1711786355.0
아래방죽마을공원(율현초등학교),1711458193.0
신길새마을금고신길4동지점,1703654412.0
상봉역 7번,1698482486.0
태릉입구역 4번,1693526302.0
신림초등학교,1691147545.0
한양대역 4번,1683718253.0
송파책박물관,1678781287.0
서울숲카페거리,1654066021.0
화랑대철도공원,1652499028.0
신사상가,1637845573.0
오!도봉거리 상점가,1597077409.0
이경시장,1596074443.0
오류동역 4번,1574807149.0
세종대학교,1556015309.0
언주역 6번,1542528943.0
신풍역 2번,1502734756.0
연희어린이공원,1500743115.0
서울금융고등학교,1470988167.0
혜화역 1번,1468783493.0
등촌역 7번,1457480399.0
신대방역 3번,1451117290.0
신신림시장(삼성동시장),1442264290.0
가좌역 3번,1440493773.0
국립재활원,1434469584.0
우림시장,1427049572.0
대림썬프라자,1418691770.0
노룬산시장(노룬산골목시장),1417293642.0
장안초등학교,1398676204.0
애오개역 3번,1370261399.0
개포지구대옆,1364407371.0
미림여고,1345923348.0
연천초등학교,1311233954.0
신정네거리역 2번,1300750981.0
양원초등학교,1282089272.0
석관고등학교,1252913805.0
강남세브란스병원미래의학연구센터,1248857473.0
신대방삼거리역 4번(대림초등학교),1237527423.0
언남고등학교,1211467559.0
문래역 3번,1184937003.0
강동구청(강동구청역 2번),1174127921.0
내방역 8번,1160564804.0
성내중학교,1158116495.0
내방역 1번,1152894369.0
천동초등학교,1148512025.0
서울숲역 1번,1122508689.0
내를건너서숲으로도서관,1118736639.0
마포경찰서,1095512611.0
북한산보국문역 1번,1081712344.0
청계천박물관,1076525006.0
강남시장(동작구 강남시장),1075233768.0
홍제역 3번,1058259273.0
신정2동 골목시장(오목교중앙시장),1046569124.0
다산성곽길,1012248184.0
전농119안전센터,989409379.0
동대문경찰서,975018301.0
서문여고,974074631.0
신길역 3번,972004509.0
등마루시장,971760298.0
대광초등학교,970908742.0
답십리역 6번,970263242.0
봉천역 6번,965775359.0
삼각지역 3번,963077213.0
영등포동성당,956080146.0
자동차부품상가,948866382.0
선사초등학교,914020910.0
군자초등학교,905148855.0
신촌역 6번,899114780.0
계남근린공원,886927846.0
신동시장,885321016.0
온수역 1번,874377336.0
큰굴다리,871039286.0
길동신동아아파트,870588834.0
"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",867667967.0
세종대왕기념관교차로,866818205.0
용두초등학교,865234663.0
창신1동주민센터,859172101.0
동의초등학교,851997033.0
봉일시장,842363336.0
원신초등학교(구세군관악영문교회),835560717.0
신대림초등학교,832782652.0
사당종합체육관,829103434.0
용산세무서,825116515.0
고척초등학교,822535912.0
인수중학교,819758621.0
언주역 8번,811523183.0
응봉산,782028342.0
성동구립금호도서관,770964255.0
등촌역 4번,770748909.0
광진경찰서,766033399.0
도림초등학교,754799117.0
금빛새마을금고본점,750263077.0
정릉북한산국립공원입구,741893802.0
홍제성원아파트,733292509.0
도림2동유수지내체육시설,730159335.0
역삼역 4번,721659688.0
하나고등학교,719380724.0
사당시장,704108476.0
목동문화체육센터,699607092.0
서빙고역 1번,696912140.0
신림중앙시장(조원동 펭귄시장),681745727.0
이문제일시장,681334165.0
양재근린공원(양재2동주민센터),665897231.0
화원어린이공원,664433339.0
서울시인재개발원,663982226.0
홍남교남측,661323687.0
송파나루역 3번,648385765.0
석관시장,647532267.0
전농1동주민센터(전농시장),639741474.0
청담근린공원,634609380.0
신림현대종합상가,628269905.0
개봉프라자(고척근린시장),625591895.0
화계역 2번,605508231.0
천일초등학교,605421626.0
동성타워프라자,605286343.0
중곡1동주민센터,599811870.0
태능엔터피아(태릉시장),587294264.0
영서중학교,582178008.0
동대문중앙새마을금고본점,569520663.0
보광시장,566844325.0
도림동주민센터,566511922.0
중앙보훈병원,550669912.0
난곡 골목형상점가,545668462.0
북가좌초등학교,542601572.0
정독도서관,522391594.0
장승배기역 5번,507004736.0
수족관거리,497520132.0
낙성대역 5번(관악중학교),494505141.0
정원여중,484405734.0
양목초등학교,480602472.0
신내IC북측,480025550.0
백련시장,479931897.0
관악종합시장(신원시장),474663274.0
동작구자원봉사센터,459114151.0
정곡초등학교,452650907.0
시흥3동 우편취급국,444428240.0
광흥창역 6번,444046252.0
총신대학교,435791368.0
언주중학교,428760806.0
청량초등학교,409529840.0
수유프라자,403569961.0
도곡2동주민센터(대치중학교),399286729.0
역촌역 2번,392383728.0
백석중학교,392033547.0
화곡보람2차아파트,391575995.0
대림갑을명가아파트,386469708.0
화계중학교,381131942.0
증산3교남측,357360385.0
불광중학교,357273059.0
구로세무서,354801527.0
금천파출소,354501897.0
구산초등학교,352535003.0
역삼월드메르디앙아파트,348974184.0
중곡4동주민센터,347789465.0
영등포본동주민센터,342519994.0
본동인정시장(기능상실),338312349.0
창신역 1번,319531988.0
강서새말어린이공원,312995940.0
삼성중앙역 7번,310405520.0
홍은중학교,295676300.0
경기대학교,286277585.0
봉천제일종합시장,279011662.0
길상사,259923609.0
송천동주민센터,256869792.0
옥수터널,255543863.0
시조사삼거리,253418793.0
논현목련공원,229812233.0
북정마을,219775842.0
절두산순교성지,214505872.0
부암동주민센터,213516961.0
거여초등학교,206661162.0
충정로역 7번,204535325.0
한전아트센터,198464999.0
학동근린공원,193405092.0
대신시장,189470531.0
남태령역(서울전자고등학교),170483141.0
중암중학교,169195101.0
당산역 13번,164716594.0
청담역 12번,154381613.0
은광여고,149449044.0
솔숲어린이공원,147910183.0
체부동홍종문가옥,144630030.0
새석관시장,136159567.0
대림역 11번,135763502.0
회기역 2번,132000000.0
사직공원(한국사회과학도서관),128614901.0
답십리 장령당공원,114463496.0
동진시장,114346290.0
방배역 1번,114218906.0
대원종합시장,111994638.0
논현종합시장,100244621.0
개미어린이공원,99573730.0
신림주공2단지(광신고등학교),96843900.0
강북북부시장,94160958.0
청림동주민센터(상도중학교),89446050.0
밤나무골시장,89067366.0
서울산업정보학교(서울삼성초등학교),68870362.0
강북문화정보도서관,63733257.0
연희지하차도,58789351.0
남부종합시장,52342858.0
종로5가역 4번,50000000.0
백운시장,49972610.0
증산골목시장,48473850.0
도림시장,48039960.0
수유재래시장,48000000.0
상수역 3번,44875963.0
신길역 1번,42264118.0
남서울상가,40599715.0
헌인가구단지,34761900.0
옥정중학교,30467608.0
신림종합시장,20000000.0
장위동성당,14679288.0
"평화시장(통일상가, 동화상가)",11746039.0
본마을노인복지센터(서초구립내곡도서관),9857950.0
상계3동4동주민센터,4125138.0
배꽃어린이공원,2844923.0
신목동역,2830464.0
조양시장,2433846.0
인수초등학교,894168.0
