commercial_area,age,total_sales
서울대병원,FIFTIES,815971023.0
서울대병원,SIXTIES_PLUS,469411282.0
서울대입구역,TEENS,980430684.0
서울대입구역,TWENTIES,25372591331.0
서울대입구역,THIRTIES,25535192603.0
서울대입구역,FORTIES,12656429708.0
서울대입구역,FIFTIES,14992073292.0
서울대입구역,SIXTIES_PLUS,9745259533.0
서울대입구역 8번,TEENS,41622956.0
서울대입구역 8번,TWENTIES,560584627.0
서울대입구역 8번,THIRTIES,634063247.0
서울대입구역 8번,FORTIES,374196781.0
서울대입구역 8번,FIFTIES,416974062.0
서울대입구역 8번,SIXTIES_PLUS,370684553.0
서울독일학교,TEENS,15629555.0
서울독일학교,TWENTIES,2043094016.0
서울독일학교,THIRTIES,3681329947.0
서울독일학교,FORTIES,1471479045.0
서울독일학교,FIFTIES,1049376779.0
서울독일학교,SIXTIES_PLUS,901593107.0
서울북부고용노동지청,TEENS,3171007.0
서울북부고용노동지청,TWENTIES,152371195.0
서울북부고용노동지청,THIRTIES,345958253.0
서울북부고용노동지청,FORTIES,380012168.0
서울북부고용노동지청,FIFTIES,695285135.0
서울북부고용노동지청,SIXTIES_PLUS,718971685.0
서울산업정보학교(서울삼성초등학교),TEENS,0.0
서울산업정보학교(서울삼성초등학교),TWENTIES,6822795.0
서울산업정보학교(서울삼성초등학교),THIRTIES,5372460.0
서울산업정보학교(서울삼성초등학교),FORTIES,1624376.0
서울산업정보학교(서울삼성초등학교),FIFTIES,1649239.0
서울산업정보학교(서울삼성초등학교),SIXTIES_PLUS,3039490.0
서울서부지방법원,TEENS,15374864.0
서울서부지방법원,TWENTIES,995135562.0
서울서부지방법원,THIRTIES,2579081075.0
서울서부지방법원,FORTIES,2694889451.0
서울서부지방법원,FIFTIES,3186683337.0
서울서부지방법원,SIXTIES_PLUS,2349370481.0
서울세관,TEENS,19433746.0
서울세관,TWENTIES,2988280530.0
서울세관,THIRTIES,7921859445.0
서울세관,FORTIES,4988736037.0
서울세관,FIFTIES,3602204828.0
서울세관,SIXTIES_PLUS,2204095229.0
서울숲역,TEENS,10580857.0
서울숲역,TWENTIES,589336376.0
서울숲역,THIRTIES,1003543578.0
서울숲역,FORTIES,500282619.0
서울숲역,FIFTIES,507584682.0
서울숲역,SIXTIES_PLUS,323949585.0
서울숲역 1번,TEENS,7630515.0
서울숲역 1번,TWENTIES,252968614.0
서울숲역 1번,THIRTIES,232752701.0
서울숲역 1번,FORTIES,135803953.0
서울숲역 1번,FIFTIES,85087781.0
서울숲역 1번,SIXTIES_PLUS,29343936.0
서울숲카페거리,TEENS,3224655.0
서울숲카페거리,TWENTIES,33395433.0
서울숲카페거리,THIRTIES,39585387.0
서울숲카페거리,FORTIES,18562152.0
서울숲카페거리,FIFTIES,9700490.0
서울숲카페거리,SIXTIES_PLUS,3387919.0
서울시립대,TEENS,158753417.0
서울시립대,TWENTIES,2066587644.0
서울시립대,THIRTIES,1294246545.0
서울시립대,FORTIES,1207640071.0
서울시립대,FIFTIES,1374584788.0
서울시립대,SIXTIES_PLUS,393119981.0
서울시인재개발원,TEENS,684144.0
서울시인재개발원,TWENTIES,52835182.0
서울시인재개발원,THIRTIES,97813321.0
서울시인재개발원,FORTIES,113764250.0
서울시인재개발원,FIFTIES,100527963.0
서울시인재개발원,SIXTIES_PLUS,37780201.0
서울시청,TEENS,77982672.0
서울시청,TWENTIES,5689979881.0
서울시청,THIRTIES,14400151533.0
서울시청,FORTIES,13864586359.0
서울시청,FIFTIES,11482896599.0
서울시청,SIXTIES_PLUS,7851329521.0
서울시흥동우체국(홈플러스시흥점),TEENS,91182331.0
서울시흥동우체국(홈플러스시흥점),TWENTIES,1779433567.0
서울시흥동우체국(홈플러스시흥점),THIRTIES,3072252830.0
서울시흥동우체국(홈플러스시흥점),FORTIES,2963334927.0
서울시흥동우체국(홈플러스시흥점),FIFTIES,3390859031.0
서울시흥동우체국(홈플러스시흥점),SIXTIES_PLUS,2942449305.0
서울약령시장,TEENS,3724519.0
서울약령시장,TWENTIES,332125844.0
서울약령시장,THIRTIES,816044702.0
서울약령시장,FORTIES,1269240639.0
서울약령시장,FIFTIES,2439115018.0
서울약령시장,SIXTIES_PLUS,2277489264.0
서울여자간호대학교,TEENS,18239133.0
서울여자간호대학교,TWENTIES,248509981.0
서울여자간호대학교,THIRTIES,688746013.0
서울여자간호대학교,FORTIES,635590355.0
서울여자간호대학교,FIFTIES,883440650.0
서울여자간호대학교,SIXTIES_PLUS,591781439.0
서울역,TEENS,103488857.0
서울역,TWENTIES,8328050266.0
서울역,THIRTIES,21326539226.0
서울역,FORTIES,19286563495.0
서울역,FIFTIES,13023550336.0
서울역,SIXTIES_PLUS,6071022220.0
서울역 12번,TEENS,17463768.0
서울역 12번,TWENTIES,1761658712.0
서울역 12번,THIRTIES,4710403609.0
서울역 12번,FORTIES,4251373567.0
서울역 12번,FIFTIES,3292252101.0
서울역 12번,SIXTIES_PLUS,1666319217.0
서울역 15번,TEENS,9496434.0
서울역 15번,TWENTIES,879082741.0
서울역 15번,THIRTIES,1885440948.0
서울역 15번,FORTIES,1622468886.0
서울역 15번,FIFTIES,1972613145.0
서울역 15번,SIXTIES_PLUS,1302552827.0
서울중앙시장(신중앙시장),TEENS,32434092.0
서울중앙시장(신중앙시장),TWENTIES,3575003827.0
서울중앙시장(신중앙시장),THIRTIES,6949172611.0
서울중앙시장(신중앙시장),FORTIES,4917558543.0
서울중앙시장(신중앙시장),FIFTIES,5991523041.0
서울중앙시장(신중앙시장),SIXTIES_PLUS,6221735693.0
서울지방병무청,TEENS,16401123.0
서울지방병무청,TWENTIES,282656270.0
서울지방병무청,THIRTIES,782261218.0
서울지방병무청,FORTIES,1061363509.0
서울지방병무청,FIFTIES,1281475093.0
서울지방병무청,SIXTIES_PLUS,1233121647.0
서울축산농협 독산역지점(독산파출소),TEENS,3772911.0
서울축산농협 독산역지점(독산파출소),TWENTIES,238390645.0
서울축산농협 독산역지점(독산파출소),THIRTIES,639367609.0
서울축산농협 독산역지점(독산파출소),FORTIES,641217703.0
서울축산농협 독산역지점(독산파출소),FIFTIES,647462356.0
서울축산농협 독산역지점(독산파출소),SIXTIES_PLUS,665213443.0
서울프랑스학교,TEENS,379715.0
서울프랑스학교,TWENTIES,29956891.0
서울프랑스학교,THIRTIES,111612422.0
서울프랑스학교,FORTIES,145590690.0
서울프랑스학교,FIFTIES,261825503.0
서울프랑스학교,SIXTIES_PLUS,305299682.0
서원동상점가,TEENS,1454896011.0
서원동상점가,TWENTIES,28877207883.0
서원동상점가,THIRTIES,27566626883.0
서원동상점가,FORTIES,11008707296.0
서원동상점가,FIFTIES,9392005992.0
서원동상점가,SIXTIES_PLUS,5406467709.0
서원동주민센터(신관중학교),TEENS,1451080.0
서원동주민센터(신관중학교),TWENTIES,269763006.0
서원동주민센터(신관중학교),THIRTIES,510274186.0
서원동주민센터(신관중학교),FORTIES,277004935.0
서원동주민센터(신관중학교),FIFTIES,359879188.0
서원동주민센터(신관중학교),SIXTIES_PLUS,173712988.0
서일대학교,TEENS,152306044.0
서일대학교,TWENTIES,898615811.0
서일대학교,THIRTIES,994370885.0
서일대학교,FORTIES,1355636240.0
서일대학교,FIFTIES,1889917279.0
서일대학교,SIXTIES_PLUS,1292703685.0
서초3동사거리,TEENS,424116275.0
서초3동사거리,TWENTIES,6484329979.0
서초3동사거리,THIRTIES,11895203289.0
서초3동사거리,FORTIES,12416690724.0
서초3동사거리,FIFTIES,10942310335.0
서초3동사거리,SIXTIES_PLUS,9110762791.0
서초동성당,TEENS,3185092.0
서초동성당,TWENTIES,119987801.0
서초동성당,THIRTIES,389780610.0
서초동성당,FORTIES,657956105.0
서초동성당,FIFTIES,846951998.0
서초동성당,SIXTIES_PLUS,993830151.0
서초역,TEENS,100082581.0
서초역,TWENTIES,4980548080.0
서초역,THIRTIES,13714022730.0
서초역,FORTIES,14084635941.0
서초역,FIFTIES,14075245448.0
서초역,SIXTIES_PLUS,12678595623.0
서초중학교,TEENS,3615432.0
서초중학교,TWENTIES,165269599.0
서초중학교,THIRTIES,540957124.0
서초중학교,FORTIES,489165974.0
서초중학교,FIFTIES,468169405.0
서초중학교,SIXTIES_PLUS,295361723.0
서촌(경복궁역),TEENS,310414236.0
서촌(경복궁역),TWENTIES,11804930074.0
서촌(경복궁역),THIRTIES,15360807006.0
서촌(경복궁역),FORTIES,9641525666.0
서촌(경복궁역),FIFTIES,9534193702.0
서촌(경복궁역),SIXTIES_PLUS,7555163452.0
석계역 1번,TEENS,327408119.0
석계역 1번,TWENTIES,3433088159.0
석계역 1번,THIRTIES,3903879587.0
석계역 1번,FORTIES,4154193419.0
석계역 1번,FIFTIES,4493197032.0
석계역 1번,SIXTIES_PLUS,3105777981.0
석계역 2번,TEENS,40849214.0
석계역 2번,TWENTIES,815220149.0
석계역 2번,THIRTIES,1318831253.0
석계역 2번,FORTIES,1281770299.0
석계역 2번,FIFTIES,1337005716.0
석계역 2번,SIXTIES_PLUS,945159283.0
석계역 7번,TEENS,141525681.0
석계역 7번,TWENTIES,5374864922.0
석계역 7번,THIRTIES,9463911059.0
석계역 7번,FORTIES,8652585381.0
석계역 7번,FIFTIES,10218548086.0
석계역 7번,SIXTIES_PLUS,7615641975.0
석관고등학교,TEENS,1914421.0
석관고등학교,TWENTIES,34910726.0
석관고등학교,THIRTIES,137941427.0
석관고등학교,FORTIES,211218695.0
석관고등학교,FIFTIES,375913362.0
석관고등학교,SIXTIES_PLUS,395948319.0
석관시장,TEENS,188358.0
석관시장,TWENTIES,33566507.0
석관시장,THIRTIES,74213333.0
석관시장,FORTIES,154937862.0
석관시장,FIFTIES,171812211.0
석관시장,SIXTIES_PLUS,190211073.0
석관중앙교회,TEENS,12236799.0
석관중앙교회,TWENTIES,155859218.0
석관중앙교회,THIRTIES,312947258.0
석관중앙교회,FORTIES,547487591.0
석관중앙교회,FIFTIES,644276962.0
석관중앙교회,SIXTIES_PLUS,937098087.0
석수역 1번 출입구,TEENS,3785990.0
석수역 1번 출입구,TWENTIES,303543131.0
석수역 1번 출입구,THIRTIES,787711062.0
석수역 1번 출입구,FORTIES,833703679.0
석수역 1번 출입구,FIFTIES,1527949709.0
석수역 1번 출입구,SIXTIES_PLUS,1413559399.0
석촌고분역,TEENS,119785244.0
석촌고분역,TWENTIES,4125033095.0
석촌고분역,THIRTIES,9657143561.0
석촌고분역,FORTIES,7639391432.0
석촌고분역,FIFTIES,6281650219.0
석촌고분역,SIXTIES_PLUS,5366589873.0
석촌고분역 1번,TEENS,82396080.0
석촌고분역 1번,TWENTIES,1550229406.0
석촌고분역 1번,THIRTIES,3477817313.0
석촌고분역 1번,FORTIES,2802050772.0
석촌고분역 1번,FIFTIES,2295051265.0
석촌고분역 1번,SIXTIES_PLUS,1706244102.0
석촌고분역 3번,TEENS,3820224.0
석촌고분역 3번,TWENTIES,137356329.0
석촌고분역 3번,THIRTIES,451826738.0
석촌고분역 3번,FORTIES,481680671.0
석촌고분역 3번,FIFTIES,584252667.0
석촌고분역 3번,SIXTIES_PLUS,385513722.0
석촌고분역 4번,TEENS,15175270.0
석촌고분역 4번,TWENTIES,430122610.0
석촌고분역 4번,THIRTIES,1488246592.0
석촌고분역 4번,FORTIES,1341902540.0
석촌고분역 4번,FIFTIES,1132585313.0
석촌고분역 4번,SIXTIES_PLUS,913678741.0
석촌시장,TEENS,57917809.0
석촌시장,TWENTIES,1462043303.0
석촌시장,THIRTIES,5069772898.0
석촌시장,FORTIES,5672021989.0
석촌시장,FIFTIES,5549208574.0
석촌시장,SIXTIES_PLUS,4357658597.0
석촌역 3번,TEENS,37571811.0
석촌역 3번,TWENTIES,803333542.0
석촌역 3번,THIRTIES,1576006269.0
석촌역 3번,FORTIES,1181386525.0
석촌역 3번,FIFTIES,1309355585.0
석촌역 3번,SIXTIES_PLUS,1457651360.0
석촌역 6번,TEENS,10910632.0
석촌역 6번,TWENTIES,347360956.0
석촌역 6번,THIRTIES,791593997.0
석촌역 6번,FORTIES,561873839.0
석촌역 6번,FIFTIES,813943289.0
석촌역 6번,SIXTIES_PLUS,621889718.0
석촌역 7번,TEENS,84168625.0
석촌역 7번,TWENTIES,4127851208.0
석촌역 7번,THIRTIES,8676099823.0
석촌역 7번,FORTIES,6111022690.0
석촌역 7번,FIFTIES,5533074691.0
석촌역 7번,SIXTIES_PLUS,5251645858.0
석촌역(석촌호수),TEENS,217711468.0
석촌역(석촌호수),TWENTIES,8128595689.0
석촌역(석촌호수),THIRTIES,13257212086.0
석촌역(석촌호수),FORTIES,7481903803.0
석촌역(석촌호수),FIFTIES,7857743043.0
석촌역(석촌호수),SIXTIES_PLUS,8656323460.0
석촌중학교(방이육교),TEENS,136558.0
석촌중학교(방이육교),TWENTIES,3767461.0
석촌중학교(방이육교),THIRTIES,8413650.0
석촌중학교(방이육교),FORTIES,8931189.0
석촌중학교(방이육교),FIFTIES,6470822.0
석촌중학교(방이육교),SIXTIES_PLUS,4357558.0
선릉역,TEENS,1439921394.0
선릉역,TWENTIES,26062531729.0
선릉역,THIRTIES,53696108540.0
선릉역,FORTIES,42104589574.0
선릉역,FIFTIES,32247105348.0
선릉역,SIXTIES_PLUS,20870243517.0
선사초등학교,TEENS,74754.0
선사초등학교,TWENTIES,12427777.0
선사초등학교,THIRTIES,49172883.0
선사초등학교,FORTIES,113412273.0
선사초등학교,FIFTIES,175564315.0
선사초등학교,SIXTIES_PLUS,395606993.0
선유도역 1번,TEENS,71311523.0
선유도역 1번,TWENTIES,2570131867.0
선유도역 1번,THIRTIES,5424623215.0
선유도역 1번,FORTIES,3294923216.0
선유도역 1번,FIFTIES,3070126136.0
선유도역 1번,SIXTIES_PLUS,2278561929.0
선유도역 6번,TEENS,38258445.0
선유도역 6번,TWENTIES,1419697266.0
선유도역 6번,THIRTIES,3609422244.0
선유도역 6번,FORTIES,3095947948.0
선유도역 6번,FIFTIES,2492480401.0
선유도역 6번,SIXTIES_PLUS,1954691110.0
선유도역 골목형상점가,TEENS,55674682.0
선유도역 골목형상점가,TWENTIES,1819223892.0
선유도역 골목형상점가,THIRTIES,4815618179.0
선유도역 골목형상점가,FORTIES,4746955970.0
선유도역 골목형상점가,FIFTIES,4777618905.0
선유도역 골목형상점가,SIXTIES_PLUS,4658611736.0
선일여고,TEENS,64911472.0
선일여고,TWENTIES,216368484.0
선일여고,THIRTIES,340216362.0
선일여고,FORTIES,548417255.0
선일여고,FIFTIES,525176491.0
선일여고,SIXTIES_PLUS,312237582.0
선정릉역,TEENS,61723329.0
선정릉역,TWENTIES,3777402558.0
선정릉역,THIRTIES,8656593756.0
선정릉역,FORTIES,6128604358.0
선정릉역,FIFTIES,4932604149.0
선정릉역,SIXTIES_PLUS,3959758096.0
선정릉역 4번,TEENS,5801642.0
선정릉역 4번,TWENTIES,901802516.0
선정릉역 4번,THIRTIES,2421304601.0
선정릉역 4번,FORTIES,1937164133.0
선정릉역 4번,FIFTIES,1143913760.0
선정릉역 4번,SIXTIES_PLUS,392544650.0
선정중학교,TEENS,269674.0
선정중학교,TWENTIES,5420189.0
선정중학교,THIRTIES,18640798.0
선정중학교,FORTIES,27577880.0
선정중학교,FIFTIES,50934730.0
선정중학교,SIXTIES_PLUS,38304049.0
성곡미술관,TEENS,33935134.0
성곡미술관,TWENTIES,1573458702.0
성곡미술관,THIRTIES,3054356575.0
성곡미술관,FORTIES,2315211270.0
성곡미술관,FIFTIES,2030769223.0
성곡미술관,SIXTIES_PLUS,1635026443.0
성균관대학교,TEENS,209365403.0
성균관대학교,TWENTIES,2745506635.0
성균관대학교,THIRTIES,1526605526.0
성균관대학교,FORTIES,1033775418.0
성균관대학교,FIFTIES,1308196324.0
성균관대학교,SIXTIES_PLUS,534430467.0
성남고등학교,TEENS,40745839.0
성남고등학교,TWENTIES,273488687.0
성남고등학교,THIRTIES,402577136.0
성남고등학교,FORTIES,465302762.0
성남고등학교,FIFTIES,408182100.0
성남고등학교,SIXTIES_PLUS,239433801.0
성내전통시장,TEENS,3140977.0
성내전통시장,TWENTIES,206154989.0
성내전통시장,THIRTIES,474664095.0
성내전통시장,FORTIES,535839607.0
성내전통시장,FIFTIES,838427597.0
성내전통시장,SIXTIES_PLUS,1057984624.0
성내중학교,TEENS,1298729.0
성내중학교,TWENTIES,21805603.0
성내중학교,THIRTIES,57549006.0
성내중학교,FORTIES,82479513.0
성내중학교,FIFTIES,70405271.0
성내중학교,SIXTIES_PLUS,43785496.0
성내천어린이공원(하니사랑길),TEENS,35792152.0
성내천어린이공원(하니사랑길),TWENTIES,1200217695.0
성내천어린이공원(하니사랑길),THIRTIES,3189927625.0
성내천어린이공원(하니사랑길),FORTIES,2828623680.0
성내천어린이공원(하니사랑길),FIFTIES,2221008455.0
성내천어린이공원(하니사랑길),SIXTIES_PLUS,1938269115.0
성대전통시장(성대시장),TEENS,126022803.0
성대전통시장(성대시장),TWENTIES,1963428958.0
성대전통시장(성대시장),THIRTIES,3560274035.0
성대전통시장(성대시장),FORTIES,3258073183.0
성대전통시장(성대시장),FIFTIES,4703934295.0
성대전통시장(성대시장),SIXTIES_PLUS,4742372757.0
성동구립금호도서관,TEENS,2427499.0
성동구립금호도서관,TWENTIES,76569704.0
성동구립금호도서관,THIRTIES,206217642.0
성동구립금호도서관,FORTIES,166958137.0
성동구립금호도서관,FIFTIES,141778615.0
성동구립금호도서관,SIXTIES_PLUS,93182370.0
성동구보건소,TEENS,2554121.0
성동구보건소,TWENTIES,390364410.0
성동구보건소,THIRTIES,799557137.0
성동구보건소,FORTIES,426655944.0
성동구보건소,FIFTIES,423312126.0
성동구보건소,SIXTIES_PLUS,230654937.0
성동세무서,TEENS,4038535.0
성동세무서,TWENTIES,140265209.0
성동세무서,THIRTIES,403534426.0
성동세무서,FORTIES,454513488.0
성동세무서,FIFTIES,672107866.0
성동세무서,SIXTIES_PLUS,859504595.0
성동용답상가시장,TEENS,76461080.0
성동용답상가시장,TWENTIES,3705747940.0
성동용답상가시장,THIRTIES,5061046604.0
성동용답상가시장,FORTIES,4292971781.0
성동용답상가시장,FIFTIES,6595459935.0
성동용답상가시장,SIXTIES_PLUS,4242075632.0
성동초등학교,TEENS,5976200.0
성동초등학교,TWENTIES,131255015.0
성동초등학교,THIRTIES,250543277.0
성동초등학교,FORTIES,268868009.0
성동초등학교,FIFTIES,302942950.0
성동초등학교,SIXTIES_PLUS,318215636.0
성미산체육관,TEENS,8324360.0
성미산체육관,TWENTIES,249169786.0
성미산체육관,THIRTIES,610853962.0
성미산체육관,FORTIES,797250723.0
성미산체육관,FIFTIES,681232828.0
성미산체육관,SIXTIES_PLUS,493476211.0
성북구청,TEENS,42312537.0
성북구청,TWENTIES,1173080234.0
성북구청,THIRTIES,2215484731.0
성북구청,FORTIES,3004349033.0
성북구청,FIFTIES,4882465950.0
성북구청,SIXTIES_PLUS,5416897383.0
성북초등학교앞,TEENS,11733227.0
성북초등학교앞,TWENTIES,498638157.0
성북초등학교앞,THIRTIES,988352351.0
성북초등학교앞,FORTIES,1214319562.0
성북초등학교앞,FIFTIES,1598943283.0
성북초등학교앞,SIXTIES_PLUS,1487148309.0
성산중학교,TEENS,100387214.0
성산중학교,TWENTIES,3862286908.0
성산중학교,THIRTIES,4119872235.0
성산중학교,FORTIES,1394249284.0
성산중학교,FIFTIES,977506556.0
성산중학교,SIXTIES_PLUS,414045120.0
성서초등학교,TEENS,13611600.0
성서초등학교,TWENTIES,503952157.0
성서초등학교,THIRTIES,871888552.0
성서초등학교,FORTIES,1375397202.0
성서초등학교,FIFTIES,939207090.0
성서초등학교,SIXTIES_PLUS,254314371.0
성수119안전센터,TEENS,41614413.0
성수119안전센터,TWENTIES,1499623358.0
성수119안전센터,THIRTIES,1756523188.0
성수119안전센터,FORTIES,1076084333.0
성수119안전센터,FIFTIES,1361048208.0
성수119안전센터,SIXTIES_PLUS,1207132453.0
성수1가1동주민센터,TEENS,2412976.0
성수1가1동주민센터,TWENTIES,300985020.0
성수1가1동주민센터,THIRTIES,555260540.0
성수1가1동주민센터,FORTIES,297445949.0
성수1가1동주민센터,FIFTIES,293133995.0
성수1가1동주민센터,SIXTIES_PLUS,245285081.0
성수2가3동주민센터,TEENS,12096509.0
성수2가3동주민센터,TWENTIES,622263365.0
성수2가3동주민센터,THIRTIES,496923016.0
성수2가3동주민센터,FORTIES,255964136.0
성수2가3동주민센터,FIFTIES,253140275.0
성수2가3동주민센터,SIXTIES_PLUS,99072936.0
성수대교남단,TEENS,212053427.0
성수대교남단,TWENTIES,7174022365.0
성수대교남단,THIRTIES,11905034062.0
성수대교남단,FORTIES,7491078552.0
성수대교남단,FIFTIES,5804646788.0
성수대교남단,SIXTIES_PLUS,5264486942.0
성수동카페거리,TEENS,422892610.0
성수동카페거리,TWENTIES,10589010585.0
성수동카페거리,THIRTIES,9669400479.0
성수동카페거리,FORTIES,4670996012.0
성수동카페거리,FIFTIES,3436605224.0
성수동카페거리,SIXTIES_PLUS,1390489113.0
성수역,TEENS,843527435.0
성수역,TWENTIES,23052841105.0
성수역,THIRTIES,27937221727.0
성수역,FORTIES,14826528708.0
성수역,FIFTIES,13436088314.0
성수역,SIXTIES_PLUS,7680985160.0
성수역 골목형상점가,TEENS,213938.0
성수역 골목형상점가,TWENTIES,45680457.0
성수역 골목형상점가,THIRTIES,85521729.0
성수역 골목형상점가,FORTIES,52528107.0
성수역 골목형상점가,FIFTIES,43136683.0
성수역 골목형상점가,SIXTIES_PLUS,34762901.0
성수초등학교,TEENS,38610977.0
성수초등학교,TWENTIES,2241975636.0
성수초등학교,THIRTIES,4237048492.0
성수초등학교,FORTIES,2925106928.0
성수초등학교,FIFTIES,2590262841.0
성수초등학교,SIXTIES_PLUS,1421121330.0
성신여대,TEENS,4316655444.0
성신여대,TWENTIES,36892110037.0
성신여대,THIRTIES,25848945559.0
성신여대,FORTIES,20218624395.0
성신여대,FIFTIES,20461789089.0
성신여대,SIXTIES_PLUS,8816917286.0
성신여대운정그린캠퍼스,TEENS,46693250.0
성신여대운정그린캠퍼스,TWENTIES,962903088.0
성신여대운정그린캠퍼스,THIRTIES,1736956550.0
성신여대운정그린캠퍼스,FORTIES,2070489685.0
성신여대운정그린캠퍼스,FIFTIES,2702585545.0
성신여대운정그린캠퍼스,SIXTIES_PLUS,2398077673.0
성신여대입구역 1번,TEENS,70568613.0
성신여대입구역 1번,TWENTIES,1162354974.0
성신여대입구역 1번,THIRTIES,953470171.0
성신여대입구역 1번,FORTIES,665201855.0
성신여대입구역 1번,FIFTIES,819130805.0
성신여대입구역 1번,SIXTIES_PLUS,559217841.0
성신여대입구역 4번,TEENS,80557458.0
성신여대입구역 4번,TWENTIES,1160772525.0
성신여대입구역 4번,THIRTIES,1411127542.0
성신여대입구역 4번,FORTIES,1756461151.0
성신여대입구역 4번,FIFTIES,1546986474.0
성신여대입구역 4번,SIXTIES_PLUS,1277304886.0
성신여대입구역 7번,TEENS,41060220.0
성신여대입구역 7번,TWENTIES,659511112.0
성신여대입구역 7번,THIRTIES,747376819.0
성신여대입구역 7번,FORTIES,716855214.0
성신여대입구역 7번,FIFTIES,1027720956.0
성신여대입구역 7번,SIXTIES_PLUS,721985778.0
성심여자고등학교,TEENS,6699803.0
성심여자고등학교,TWENTIES,278410738.0
성심여자고등학교,THIRTIES,642579830.0
성심여자고등학교,FORTIES,597390316.0
성심여자고등학교,FIFTIES,683587375.0
성심여자고등학교,SIXTIES_PLUS,643022294.0
성원어린이공원,TEENS,2763419.0
성원어린이공원,TWENTIES,344805718.0
성원어린이공원,THIRTIES,692110759.0
성원어린이공원,FORTIES,498200022.0
성원어린이공원,FIFTIES,435652524.0
성원어린이공원,SIXTIES_PLUS,301715776.0
성원중학교,TEENS,20317954.0
성원중학교,TWENTIES,1301161294.0
성원중학교,THIRTIES,2549956116.0
성원중학교,FORTIES,1716292775.0
성원중학교,FIFTIES,2549875182.0
성원중학교,SIXTIES_PLUS,1976575525.0
성자초등학교,TEENS,26673837.0
성자초등학교,TWENTIES,407516562.0
성자초등학교,THIRTIES,863521988.0
성자초등학교,FORTIES,1054978608.0
성자초등학교,FIFTIES,1266329819.0
성자초등학교,SIXTIES_PLUS,991070388.0
세검정,TEENS,7800177.0
세검정,TWENTIES,152275100.0
세검정,THIRTIES,152431518.0
세검정,FORTIES,189933549.0
세검정,FIFTIES,295942827.0
세검정,SIXTIES_PLUS,402683586.0
세검정초등학교,TEENS,11346039.0
세검정초등학교,TWENTIES,129944763.0
세검정초등학교,THIRTIES,224574183.0
세검정초등학교,FORTIES,359824615.0
세검정초등학교,FIFTIES,622590225.0
세검정초등학교,SIXTIES_PLUS,537440956.0
세곡초등학교,TEENS,33029929.0
세곡초등학교,TWENTIES,447591767.0
세곡초등학교,THIRTIES,789891561.0
세곡초등학교,FORTIES,819066515.0
세곡초등학교,FIFTIES,1131549213.0
세곡초등학교,SIXTIES_PLUS,909622255.0
세명컴퓨터고등학교,TEENS,308119.0
세명컴퓨터고등학교,TWENTIES,1555529.0
세명컴퓨터고등학교,THIRTIES,21330320.0
세명컴퓨터고등학교,FORTIES,12381388.0
세명컴퓨터고등학교,FIFTIES,21319204.0
세명컴퓨터고등학교,SIXTIES_PLUS,77661723.0
세종대왕기념관교차로,TEENS,25145.0
세종대왕기념관교차로,TWENTIES,43151411.0
세종대왕기념관교차로,THIRTIES,76893140.0
세종대왕기념관교차로,FORTIES,109613709.0
세종대왕기념관교차로,FIFTIES,154263645.0
세종대왕기념관교차로,SIXTIES_PLUS,125850053.0
세종마을음식문화거리(금천교시장),TEENS,284596763.0
세종마을음식문화거리(금천교시장),TWENTIES,9227859405.0
세종마을음식문화거리(금천교시장),THIRTIES,13138408504.0
세종마을음식문화거리(금천교시장),FORTIES,8505568548.0
세종마을음식문화거리(금천교시장),FIFTIES,8528290244.0
세종마을음식문화거리(금천교시장),SIXTIES_PLUS,7208747581.0
솔밭공원역 1번,TEENS,8170555.0
솔밭공원역 1번,TWENTIES,158126115.0
솔밭공원역 1번,THIRTIES,317862240.0
솔밭공원역 1번,FORTIES,384803694.0
솔밭공원역 1번,FIFTIES,478110983.0
솔밭공원역 1번,SIXTIES_PLUS,328014392.0
솔밭공원역 2번,TEENS,14755702.0
솔밭공원역 2번,TWENTIES,325715558.0
솔밭공원역 2번,THIRTIES,658667137.0
솔밭공원역 2번,FORTIES,978321928.0
솔밭공원역 2번,FIFTIES,1219556181.0
솔밭공원역 2번,SIXTIES_PLUS,1169979810.0
"솔샘시장(미아6,7동골목시장)",TEENS,39587070.0
"솔샘시장(미아6,7동골목시장)",TWENTIES,332439679.0
"솔샘시장(미아6,7동골목시장)",THIRTIES,1068087842.0
"솔샘시장(미아6,7동골목시장)",FORTIES,1540598055.0
"솔샘시장(미아6,7동골목시장)",FIFTIES,1917697739.0
"솔샘시장(미아6,7동골목시장)",SIXTIES_PLUS,1820233389.0
송정역,TEENS,63518562.0
송정역,TWENTIES,1638844605.0
송정역,THIRTIES,3631374141.0
송정역,FORTIES,3072909572.0
송정역,FIFTIES,3077610051.0
송정역,SIXTIES_PLUS,2824753399.0
송정역 2번,TEENS,3400579.0
송정역 2번,TWENTIES,71583659.0
송정역 2번,THIRTIES,220101379.0
송정역 2번,FORTIES,218449684.0
송정역 2번,FIFTIES,396366785.0
송정역 2번,SIXTIES_PLUS,460603181.0
송정역 3번,TEENS,41482699.0
송정역 3번,TWENTIES,1118196525.0
송정역 3번,THIRTIES,2682409461.0
송정역 3번,FORTIES,2483282422.0
송정역 3번,FIFTIES,2401890340.0
송정역 3번,SIXTIES_PLUS,2275871760.0
송정체육공원,TEENS,4012973.0
송정체육공원,TWENTIES,174276382.0
송정체육공원,THIRTIES,339432307.0
송정체육공원,FORTIES,265169893.0
