commercial_area,dinner_sales,total_sales,total_shops,dinner_per_shop,total_per_shop,dinner_index
방학역 2번,5429937745.0,13574884362.0,1800.0,3016632.0805555554,7541602.423333333,0.3999988213674921
대명여울빛거리시장(대명시장),10094692717.0,25237766462.0,2382.0,4237906.262384551,10595200.026028547,0.39998360125090215
쌍문역1번(쌍리단길),3864724411.0,9664067336.0,1032.0,3744887.995155039,9364406.333333334,0.39990661039822867
의릉,1048125303.0,2621159020.0,522.0,2007902.8793103448,5021377.432950191,0.3998709330500673
신정역 5번,1268589639.0,3175118710.0,1038.0,1222148.014450867,3058881.2235067436,0.3995408533874943
신길6동주민센터,3610508894.0,9038996548.0,684.0,5278521.774853801,13214907.233918129,0.39943691479768006
역촌역 3번,1346410258.0,3371121529.0,288.0,4675035.618055556,11705283.086805556,0.39939534852645775
송중초등학교,1019805674.0,2553556124.0,918.0,1110899.4270152505,2781651.551198257,0.3993668533129918
말미고개,1804775487.0,4519190492.0,894.0,2018764.5268456375,5055022.921700223,0.39935813508965046
신흥시장,1850908951.0,4636958945.0,846.0,2187835.6394799054,5481038.9420803785,0.3991644034277728
장신구 특화거리 상점가,394919192.0,989487959.0,240.0,1645496.6333333333,4122866.495833333,0.3991147021123074
영등포역(영등포),95907460974.0,240359673990.0,11850.0,8093456.622278481,20283516.792405065,0.3990164380818313
문정초등학교,1825574270.0,4578386908.0,888.0,2055826.8806306305,5155841.112612613,0.39873743890235674
마포역 4번,719974305.0,1807432666.0,366.0,1967142.9098360655,4938340.617486339,0.39834087241178584
신성초등학교,2939758836.0,7380313403.0,1422.0,2067340.9535864978,5190093.813642757,0.39832439023592503
오류시장,2184051838.0,5483989815.0,462.0,4727384.930735931,11870107.824675325,0.39825964519957807
사당역 11번(사당역먹자골목),473039393.0,1188470286.0,666.0,710269.3588588588,1784489.9189189188,0.39802374411235386
구산역,6931470652.0,17415210045.0,972.0,7131142.6460905345,17916882.76234568,0.3980124634781572
중랑역 4번,2021702394.0,5082632931.0,384.0,5264849.984375,13236023.2578125,0.39776675228093505
응암정보도서관,2517083855.0,6330835184.0,2256.0,1115728.6591312056,2806221.269503546,0.3975911205778122
역촌노인복지관,2532996968.0,6372801561.0,1206.0,2100329.160862355,5284246.733830846,0.3974699264921926
동부시장,1070188278.0,2693723272.0,138.0,7754987.521739131,19519733.855072465,0.39728961364521337
미성동 도깨비시장 골목형상점가,776145821.0,1955535262.0,630.0,1231977.4936507936,3104024.2253968255,0.39689686812714703
정릉시장,5172678637.0,13034948858.0,1878.0,2754354.971778488,6940867.336528221,0.3968315252595217
방이시장,7974902980.0,20101981902.0,2244.0,3553878.3333333335,8958102.451871658,0.3967222246482351
왕십리도선동상점가,15145099223.0,38177983456.0,3732.0,4058172.353429796,10229899.103965702,0.3966972022096106
개봉역,4886566547.0,12319720671.0,1374.0,3556453.090975255,8966317.810043668,0.3966458881249419
수궁동주민센터,1625047454.0,4098180296.0,588.0,2763686.146258503,6969694.380952381,0.39652902913669175
고려대역 6번,4348660415.0,10969184775.0,1776.0,2448570.053490991,6176342.778716216,0.39644335510794604
미아사거리역 3번,2527033356.0,6376266380.0,828.0,3051972.652173913,7700804.806763285,0.3963186613292025
삼양사거리역 2번,414993383.0,1047606896.0,384.0,1080711.9348958333,2728142.9583333335,0.3961346422828434
용강동주민센터,1990082469.0,5024750975.0,348.0,5718627.7844827585,14438939.583333334,0.39605593966773645
도화동 상점가,39091609450.0,98747720548.0,6108.0,6400067.035036018,16166948.354289457,0.395873537465587
세곡초등학교,1697339153.0,4287933795.0,1242.0,1366617.6755233495,3452442.6690821256,0.3958408021549223
홍대입구역 3번,8995339566.0,22727650358.0,2844.0,3162918.2721518986,7991438.241209564,0.3957883645826896
오류동역 1번,441455317.0,1115558693.0,72.0,6131323.847222222,15493870.736111112,0.39572576482983846
경춘선숲길 우측,9745225057.0,24626914011.0,2166.0,4499180.543397969,11369766.394736841,0.3957144225479141
봉천역 4번(봉천110안전센터),2753147896.0,6960461477.0,1236.0,2227465.935275081,5631441.324433657,0.3955410004203662
전농중학교,1874377794.0,4739058318.0,912.0,2055238.8092105263,5196335.875,0.3955169293614082
송중동주민센터,932978674.0,2359662636.0,486.0,1919709.205761317,4855272.913580247,0.3953864674407634
관악중부시장,2326849237.0,5886343620.0,798.0,2915851.1741854637,7376370.45112782,0.3952961952635718
구산역 2번,648835128.0,1641597962.0,558.0,1162786.9677419355,2941931.831541219,0.39524606086225145
아현역 2번,1449294823.0,3667951507.0,618.0,2345137.2540453076,5935196.613268608,0.3951237687396177
상월곡역 1번,2604409923.0,6592161401.0,1398.0,1862954.1652360514,4715423.033619456,0.3950767835576543
공항시장역 3번,907187399.0,2296275329.0,630.0,1439979.9984126985,3644881.4746031747,0.3950690875536555
서래마을카페거리(서래마을),24387011007.0,61759682421.0,3084.0,7907591.11770428,20025837.36089494,0.39486943667812224
태릉입구역,9841919578.0,24935981579.0,1596.0,6166616.276942356,15624048.60839599,0.3946874738746373
시흥4동주민센터(서울신흥초등학교),1804099041.0,4571982685.0,918.0,1965249.5,4980373.2952069715,0.3945988349691224
황학동주방가구거리상점가,533002715.0,1350777252.0,240.0,2220844.6458333335,5628238.55,0.39458964400741925
대학로(혜화역),69298795711.0,175654635429.0,11400.0,6078841.729035088,15408301.353421053,0.3945173182691824
응암3동주민센터,1928324128.0,4889119219.0,498.0,3872136.8032128513,9817508.47188755,0.3944113533795994
난우중학교,512067735.0,1298422002.0,294.0,1741726.9897959183,4416401.367346939,0.39437697005383926
홍제3동주민센터,2519027942.0,6389991250.0,1428.0,1764025.169467787,4474783.788515406,0.3942146152391054
중곡3동주민센터,2428802665.0,6163706464.0,1596.0,1521806.1810776943,3861971.468671679,0.3940490481150856
"남부골목시장(남부화곡시장, 남부시장)",3149884354.0,7994843226.0,2304.0,1367137.306423611,3469984.0390625,0.393989508606782
청량리전통시장,10205245551.0,25902539157.0,2400.0,4252185.64625,10792724.64875,0.39398629953396275
노량진역(노량진),42910456919.0,108967817312.0,6666.0,6437212.259075908,16346807.277527753,0.39379018482252853
성대전통시장(성대시장),7380133175.0,18744100555.0,1224.0,6029520.567810457,15313807.642973857,0.3937309850288519
홍제역,10084810565.0,25615226490.0,2226.0,4530462.96720575,11507289.528301887,0.3937037437063864
리움미술관,2579581480.0,6552204107.0,534.0,4830676.9288389515,12270045.144194756,0.39369675270709636
강북종합전통시장(강북종합골목시장),9396263367.0,23878293807.0,2568.0,3658981.061915888,9298401.015186915,0.3935064809465346
망원월드컵시장,383186725.0,974073798.0,702.0,545850.0356125357,1387569.5128205128,0.3933857227109193
효창동주민센터,614165859.0,1562387939.0,282.0,2177893.1170212766,5540382.762411348,0.3930943421088455
연신내역,8274150242.0,21052999172.0,2586.0,3199594.061098221,8141144.304717711,0.3930152741849925
도산공원북측,2548697700.0,6488037111.0,192.0,13274467.1875,33791859.953125,0.39283032084987096
가인초등학교,1594641111.0,4062959461.0,234.0,6814705.602564103,17363074.61965812,0.3924826536682986
용마초등학교,2504331216.0,6382216300.0,1182.0,2118723.5329949236,5399506.175972927,0.3923920936368139
상계2동주민센터,1934393277.0,4932390561.0,2016.0,959520.474702381,2446622.3020833335,0.392181692239679
암사역 2번(서울강동초등학교),6886144244.0,17561215373.0,2868.0,2401026.584379358,6123157.382496513,0.39212230462063014
만양로상점가,3645519396.0,9298441399.0,570.0,6395648.063157895,16313055.085964913,0.39205703833247335
개포고등학교,4526784993.0,11553203402.0,582.0,7777981.087628866,19850864.951890033,0.3918207648119792
등촌역,16375436547.0,41802029091.0,3966.0,4128955.256429652,10540098.106656581,0.3917378391214421
경기대학교,30639559.0,78277358.0,162.0,189133.08024691357,483193.56790123455,0.391423008937016
신대방역 4번,4239433284.0,10831377965.0,1440.0,2944050.8916666666,7521790.253472222,0.3914029496246095
"한양대앞상점가(한양시장, 왕십리맛골목)",12606491196.0,32210515572.0,2868.0,4395568.757322175,11231002.640167365,0.39137812519084875
상봉역,24629265425.0,62940423891.0,3648.0,6751443.37308114,17253405.671875,0.391310765044304
아차산역,16928015369.0,43270849502.0,3234.0,5234389.415275201,13379978.200989487,0.39121060861579754
구로디지털단지역,51172055582.0,130903626243.0,5886.0,8693859.256201155,22239827.768093783,0.39091396511054555
중화역 1번,862270269.0,2206501657.0,744.0,1158965.4153225806,2965728.0336021506,0.3907861416122199
대림역 11번,51026052.0,130601776.0,240.0,212608.55,544174.0666666667,0.39069952616877124
안암역 3번,15465317547.0,39584225229.0,3210.0,4817855.93364486,12331534.339252336,0.3906939559264097
약수역,18764581944.0,48029302503.0,3432.0,5467535.531468531,13994552.011363637,0.39069028626488855
마들역,6864241544.0,17574239754.0,1044.0,6574944.0076628355,16833562.98275862,0.390585404551435
서울역 15번,4080909669.0,10448860014.0,1362.0,2996262.605726872,7671703.387665198,0.3905602777271545
석계역 2번,2321396416.0,5946456212.0,996.0,2330719.2931726906,5970337.5622489955,0.39038316826674047
대림역 2번,4492744132.0,11509940647.0,1614.0,2783608.508054523,7131313.9076827755,0.39033599475345754
서울산업정보학교(서울삼성초등학교),16211856.0,41533898.0,72.0,225164.66666666666,576859.6944444445,0.3903283048463209
영등포구청역,29520476273.0,75639127052.0,7434.0,3971008.376782351,10174754.782351358,0.39028049930699776
삼각지역 14번,1311263107.0,3360415020.0,174.0,7535994.8678160915,19312730.0,0.3902086793434223
남문시장,928880726.0,2383089460.0,840.0,1105810.388095238,2837011.261904762,0.3897800487943075
자양동우체국,1689409569.0,4336955198.0,924.0,1828365.3344155843,4693674.456709957,0.38953816488099213
"신월7동 골목시장(약수시장, 우성상가)",136289068.0,349897566.0,120.0,1135742.2333333334,2915813.05,0.3895113348687885
선유도역 골목형상점가,11773933960.0,30231637781.0,2064.0,5704425.368217054,14647111.328003876,0.38945736401352654
대흥역 3번,8822229007.0,22653749096.0,2226.0,3963265.501796945,10176886.386343217,0.389437923480743
"양재시민의숲역(양재동꽃시장, aT센터)",22108029285.0,56803269637.0,3102.0,7127024.269825919,18311821.288523532,0.38920346357315094
수락산역 4번,6794938216.0,17464535618.0,1830.0,3713080.9923497266,9543462.086338798,0.389070649493636
종로신진시장,8864105437.0,22788216715.0,2568.0,3451754.453660436,8873916.166277258,0.3889775820485917
신월1동우편취급국,4322812245.0,11113941309.0,1572.0,2749880.5629770993,7069937.219465649,0.3889540285316618
개롱역,11528408619.0,29668162741.0,2202.0,5235426.257493188,13473280.082198001,0.388578447531174
서울중앙시장(신중앙시장),11454955889.0,29490270432.0,3336.0,3433739.774880096,8840009.122302158,0.3884317003946558
남가좌파출소,4872864775.0,12546417127.0,1716.0,2839664.787296037,7311431.892191142,0.3883869574616288
가오리역 1번,944226649.0,2432848960.0,522.0,1808863.3122605365,4660630.191570881,0.3881156062396903
효창공원앞역 5번,4957360131.0,12773871960.0,1380.0,3592289.95,9256428.956521738,0.388085941875998
중곡1동 마을마당,1609723005.0,4150341556.0,1278.0,1259564.1666666667,3247528.6040688576,0.3878531401043081
북한산보국문역 2번,296147978.0,763837636.0,120.0,2467899.816666667,6365313.633333334,0.38771063907094516
송파나루역,3423806036.0,8836249200.0,966.0,3544312.6666666665,9147255.900621118,0.38747277928739265
신정네거리역,18753223245.0,48420026416.0,4008.0,4678947.915419161,12080844.914171657,0.38730303622476236
영등포시장역 3번,368579813.0,951822091.0,84.0,4387854.916666667,11331215.36904762,0.38723603547881935
구의역,27321376492.0,70586769557.0,5352.0,5104890.9738415545,13188858.287929745,0.3870608708043726
합정역,36062029441.0,93185115208.0,7020.0,5137041.2309116805,13274232.935612535,0.3869934523395218
조원동주민센터,610598710.0,1577933192.0,264.0,2312873.9015151514,5977019.666666667,0.38696106596634666
쌍문2동우체국,3785979973.0,9785737293.0,1266.0,2990505.507898894,7729650.310426541,0.3868875547791593
염창역 2번,1146834527.0,2965636753.0,120.0,9556954.391666668,24713639.608333334,0.3867076862464282
관악신사시장,1540934299.0,3985204560.0,750.0,2054579.0653333333,5313606.08,0.38666378997619133
고분다리전통시장,878471004.0,2274545099.0,750.0,1171294.672,3032726.7986666667,0.3862183275179808
사가정역 1번,5568628263.0,14418386574.0,1824.0,3052976.021381579,7904817.200657895,0.38621715643563376
국민은행방학지점,208192037.0,539054821.0,150.0,1387946.9133333333,3593698.8066666666,0.38621681671222824
우장산힐스테이트,1085353956.0,2810376331.0,300.0,3617846.52,9367921.103333334,0.3861952379928437
장안근린공원,5565942498.0,14415252253.0,1938.0,2872003.3529411764,7438210.656862745,0.38611481785493246
서대문구보건소별관,657613185.0,1703498123.0,450.0,1461362.6333333333,3785551.3844444444,0.38603692961040026
서울과학기술대,3052199889.0,7913352151.0,1044.0,2923563.1120689656,7579839.225095785,0.3857025228700706
가양역 10번,2548284618.0,6607864270.0,432.0,5898806.986111111,15295982.106481481,0.38564421330040427
구반포역,218070130.0,565587465.0,318.0,685755.1257861635,1778576.933962264,0.3855639374893148
망원나들목체육관,329064428.0,853545524.0,192.0,1713877.2291666667,4445549.604166667,0.38552651117879916
한성대입구역 5번,1186603664.0,3078541092.0,888.0,1336265.3873873875,3466825.554054054,0.3854435034450403
인헌시장(원당종합시장),3792953547.0,9842662381.0,1602.0,2367636.4213483147,6143984.008114857,0.38535849348259793
이태원시장,1160070579.0,3012347663.0,282.0,4113725.4574468085,10682083.911347518,0.3851051434895415
응암역,4886852325.0,12699357827.0,756.0,6464090.376984127,16798092.363756612,0.38481097954497384
대흥역 2번,5255127501.0,13659784344.0,2316.0,2269053.3251295337,5898007.056994819,0.38471526113867904
금천구청역 1번 출입구,4908949006.0,12761231577.0,1776.0,2764047.863738739,7185378.140202703,0.3846767434929686
신용산역(용산역),50264701979.0,130679522030.0,12060.0,4167885.736235489,10835781.262852404,0.38464099958569464
송화벽화시장(송화골목시장),4510467934.0,11726724887.0,984.0,4583808.87601626,11917403.340447154,0.38463151284466557
구로4동주민센터,6232083498.0,16202850020.0,2154.0,2893260.6768802227,7522214.493964717,0.38462884556157856
"이화여대(이대역, 이대)",9052357393.0,23538295303.0,3732.0,2425604.8748660237,6307153.082261522,0.38457999088176364
국기원,3558891352.0,9258054167.0,228.0,15609172.596491229,40605500.73245614,0.3844102970023161
논현2동주민센터,4913701963.0,12790304202.0,1644.0,2988869.8071776154,7779990.390510949,0.3841739715801014
경찰병원역 4번(건너말공원),617186058.0,1606616296.0,402.0,1535288.7014925373,3996557.9502487564,0.3841527435870101
불광역 8번,2612288156.0,6802703379.0,294.0,8885333.86394558,23138446.86734694,0.3840073586133646
목동로데오거리,1929064154.0,5024218855.0,582.0,3314543.2199312714,8632678.445017181,0.3839530501503204
도봉산입구,6092145578.0,15899416414.0,2490.0,2446644.810441767,6385307.796787148,0.3831678735475882
마포역,12034506500.0,31414422053.0,3504.0,3434505.279680365,8965303.097317351,0.3830885852267569
고척동성당,1318814665.0,3443301187.0,804.0,1640316.7475124379,4282712.919154229,0.38300880270918924
동진시장,43767013.0,114346290.0,108.0,405250.1203703704,1058761.9444444445,0.38275848739823565
천호역,22444525215.0,58648416438.0,6042.0,3714750.945878848,9706788.553128103,0.382696184793449
동대문구청,3340933838.0,8730465376.0,1206.0,2770260.230514096,7239191.854063018,0.38267534365169215
한남IC,2078914191.0,5437119356.0,540.0,3849841.0944444444,10068739.548148148,0.382355812863638
능동우편취급국,3568299895.0,9333266924.0,1260.0,2831984.043650794,7407354.701587302,0.3823205662129202
외대앞역 1번,10285855216.0,26908029765.0,3198.0,3216339.9674796746,8414018.062851783,0.38225969369853635
성내천어린이공원(하니사랑길),5174228707.0,13537603157.0,654.0,7911664.689602447,20699699.01681957,0.3822115811043345
은평구청,8726163001.0,22836008530.0,1266.0,6892703.792259084,18037921.429699842,0.38212295242123034
수유1동주민센터,898584546.0,2352404972.0,696.0,1291069.75,3379892.2011494255,0.3819854815372325
고덕역,27292738910.0,71454937681.0,1980.0,13784211.570707072,36088352.36414141,0.381957353763912
"신촌역(신촌역, 신촌로터리)",73902982478.0,193639841573.0,18972.0,3895371.203773983,10206611.931952352,0.38165174004307073
광장시장(광장전통시장),13041797570.0,34178644317.0,2352.0,5544981.960034014,14531736.529336736,0.3815773805724993
화곡2동주민센터,1974218941.0,5178233476.0,1278.0,1544772.2543035995,4051825.8810641626,0.38125336567964363
봉천역 6번,300842035.0,789180535.0,204.0,1474715.8578431373,3868532.0343137253,0.38120812875852295
월곡역,9542596944.0,25040025953.0,2370.0,4026412.212658228,10565411.794514768,0.38109373216750675
망우역 1번,2537228842.0,6661048398.0,618.0,4105548.28802589,10778395.466019418,0.3809053305725583
은행사거리,9359925317.0,24573764845.0,2214.0,4227608.544263776,11099261.447606143,0.38089097767631874
성신여대운정그린캠퍼스,4066134787.0,10687584520.0,1926.0,2111181.0939771547,5549109.304257529,0.3804540473472672
홍대 걷고싶은 거리,28833331116.0,75829238216.0,5472.0,5269249.10745614,13857682.42251462,0.380240284543913
상도약수골목형상점가,378585866.0,995694304.0,312.0,1213416.2371794872,3191327.8974358975,0.38022299060977655
석촌고분역 1번,5366704709.0,14120164591.0,1326.0,4047288.6191553543,10648691.24509804,0.3800738068181347
시흥초등학교(시흥1동우체국),2416830568.0,6365447463.0,1188.0,2034369.164983165,5358120.76010101,0.3796796033661648
옥수터널,95801267.0,252543863.0,66.0,1451534.3484848484,3826422.1666666665,0.3793450605449874
연남동(홍대),71636797042.0,188915220414.0,23826.0,3006664.8636783347,7928952.4223117605,0.3792007699803694
경찰병원역,17629131943.0,46490286038.0,4020.0,4385356.204726368,11564747.770646766,0.3792003329166525
우리시장,537737549.0,1418396448.0,378.0,1422586.1084656084,3752371.5555555555,0.3791165366764934
종로3가역,111171378304.0,293244176437.0,20172.0,5511172.828871704,14537188.99648027,0.37910856288695594
선정중학교,57984660.0,152992515.0,300.0,193282.2,509975.05,0.37900324731572654
공군호텔,7182843987.0,18955015471.0,1176.0,6107860.533163265,16118210.43452381,0.3789416050854354
종로·청계 관광특구,125054674063.0,330042092508.0,21744.0,5751226.732110008,15178536.263245033,0.37890522724754805
금천어울림복지센터,539671508.0,1425557267.0,84.0,6424660.80952381,16970919.845238097,0.3785688028764403
구로전화국,9938706868.0,26259062210.0,3486.0,2851034.6724039013,7532720.083189903,0.37848674063520565
독산119안전센터,2737388490.0,7233146799.0,1332.0,2055096.463963964,5430290.389639639,0.37845056461158105
연신내우체국,934684522.0,2469888449.0,720.0,1298172.947222222,3430400.623611111,0.37843187710701337
고속터미널(고속터미널역),11907053467.0,31469244756.0,5358.0,2222294.4134005224,5873319.290033595,0.3783711226412503
문래역 3번,448151020.0,1184937003.0,18.0,24897278.888888888,65829833.5,0.3782066209978928
장위동성당,5551404.0,14679288.0,18.0,308411.3333333333,815516.0,0.37817937763738946
성신여대,45378431630.0,120024410635.0,10422.0,4354100.137209749,11516447.00009595,0.3780766878164309
응암1동주민센터,1834672652.0,4857452675.0,300.0,6115575.506666667,16191508.916666666,0.3777026303195018
구립대학경로당(관악산샘말공원),7932934302.0,21015481892.0,4830.0,1642429.4621118011,4351031.447619048,0.3774804852331196
고덕중학교(고덕2동주민센터),1514367037.0,4012170538.0,402.0,3767082.1815920398,9980523.726368159,0.37744333713065115
홍대부속여중고앞,2429763494.0,6439890697.0,1746.0,1391617.1214203895,3688368.096792669,0.3772988717233814
신한은행 신월동지점,6837928006.0,18128631190.0,1812.0,3773690.9525386314,10004763.349889625,0.37718942673244377
대림역 5번,1329517546.0,3525029109.0,966.0,1376312.1594202898,3649098.4565217393,0.3771649835757427
굽은다리역,7633545543.0,20247668974.0,1626.0,4694677.455719558,12452440.943419434,0.37700861036409794
서대문역,21337384199.0,56617539304.0,4314.0,4946078.859295318,13124139.847936949,0.376868801811253
번동주공2단지,1033401616.0,2742090559.0,282.0,3664544.7375886524,9723725.386524823,0.3768663338299324
응암역 3번,2782705308.0,7386353701.0,2298.0,1210924.8511749348,3214253.13359443,0.37673599459815527
양재역,56553358500.0,150175939938.0,7542.0,7498456.443914081,19911951.72871917,0.37658068611621814
솔밭공원역 1번,640823173.0,1702613908.0,258.0,2483810.7480620155,6599278.713178295,0.37637609442104947
청량리역(청량리),11206548018.0,29777445703.0,4572.0,2451125.9881889764,6513002.122265967,0.376343496006139
신정2동주민센터,5038832486.0,13393241355.0,1542.0,3267725.3476005187,8685629.931906614,0.37622203262385695
미아역 5번,1736727704.0,4619032547.0,492.0,3529934.3577235774,9388277.534552846,0.37599382258693576
남성사계시장(남성시장),15008625211.0,39961255130.0,2388.0,6285018.932579565,16734193.940536013,0.3755794246745923
남구로역 2번,4087935162.0,10884922075.0,3138.0,1302719.9369024856,3468745.0844486933,0.37555943293236665
은마아파트,17529132986.0,46698773400.0,2394.0,7322110.687552214,19506588.72180451,0.37536602590936574
신대방역 3번,142668955.0,380607642.0,54.0,2642017.685185185,7048289.666666667,0.3748452192139642
정릉우체국,2066799075.0,5514438855.0,456.0,4532454.111842105,12093067.664473685,0.37479771366510145
강남언주로,7155350939.0,19092940043.0,2088.0,3426892.212164751,9144128.373084292,0.3747642281851374
경창시장,1143563749.0,3052097086.0,630.0,1815180.553968254,4844598.549206349,0.37468131477387745
장안1동주민센터,7720401841.0,20608206655.0,3954.0,1952554.8409205868,5211989.543500253,0.37462754378614804
신성시장(신성골목시장),1126745526.0,3008974141.0,372.0,3028885.8225806453,8088640.163978495,0.37446168468085883
동화동 골목형상점가,2409960040.0,6436034816.0,942.0,2558343.991507431,6832308.721868365,0.37444794953700883
을지로3가역,60440916635.0,161458196392.0,9942.0,6079351.904546369,16240011.707101187,0.37434405924030717
영등포전통시장,1983934252.0,5324294079.0,732.0,2710292.693989071,7273625.790983606,0.3726192097136414
오류지구대,698738049.0,1876566715.0,216.0,3234898.375,8687808.86574074,0.37234916478842056
대림중앙 골목형상점가,2715005127.0,7294743922.0,480.0,5656260.68125,15197383.170833332,0.372186488796666
한양공고앞 교차로,330144498.0,887262591.0,336.0,982572.9107142857,2640662.473214286,0.3720933366839085
장충동족발거리(남소영길),9836582744.0,26437989094.0,1266.0,7769812.5939968405,20883087.751974724,0.37206244049145076
비단길현대시장(현대시장),2583157778.0,6944857540.0,1608.0,1606441.4042288556,4318941.256218906,0.371952594149253
영동전통시장,12765533336.0,34337612252.0,2640.0,4835429.293939394,13006671.307575757,0.3717653179351884
종로5가역,18570600181.0,49963444225.0,4266.0,4353164.59939053,11712012.242147211,0.37168374736879944
보문역 8번,1413844850.0,3804576058.0,624.0,2265777.003205128,6097077.016025641,0.3716169235274097
원신초등학교(구세군관악영문교회),67809234.0,182479023.0,282.0,240458.27659574468,647088.7340425532,0.37160015921391687
광흥창역 6번,79347474.0,213681292.0,144.0,551024.125,1483897.861111111,0.371335615099145
불광역 7번,2417493471.0,6513709575.0,1068.0,2263570.665730337,6098979.002808989,0.3711392783427867
백학시장,8665200864.0,23360166384.0,2046.0,4235191.038123167,11417481.126099708,0.37093917575582963
명일역 1번,923905675.0,2490767071.0,324.0,2851560.725308642,7687552.6882716045,0.3709321862156576
방학초등학교,3139431382.0,8466730047.0,750.0,4185908.5093333335,11288973.396,0.3707962063952173
문정동 로데오거리 상점가(문정동 로데오거리),2084126922.0,5621784409.0,1278.0,1630772.2394366197,4398892.338810641,0.37072338075851674
동대문역,6869714152.0,18533748614.0,1710.0,4017376.6970760236,10838449.481871344,0.370659724326398
마포경찰서,343695095.0,927368374.0,48.0,7160314.479166667,19320174.458333332,0.3706133448540483
영등포푸르지오아파트,859658744.0,2320068591.0,630.0,1364537.6888888888,3682648.557142857,0.3705316072700542
성원중학교,4878755193.0,13171623516.0,2940.0,1659440.5418367346,4480144.0530612245,0.37039892516466305
영천시장입구,338330175.0,914005701.0,144.0,2349515.1041666665,6347261.8125,0.37016199639656294
이북5도청사,753417226.0,2035507271.0,354.0,2128297.2485875706,5750020.539548023,0.37013732976245406
한국상담대학원대학교,594141792.0,1606180547.0,36.0,16503938.666666666,44616126.30555555,0.369909717254221
고척중학교,677273486.0,1831961340.0,48.0,14109864.291666666,38165861.25,0.3696985690756989
중림동,13087272495.0,35407979253.0,2700.0,4847137.961111112,13114066.39,0.3696136512475831
서울프랑스학교,539713921.0,1460246221.0,264.0,2044370.9128787878,5531235.685606061,0.3696047373643571
화곡역,17276866329.0,46747994641.0,2886.0,5986440.169438669,16198196.341302842,0.369574491091591
수유중앙골목시장(수유중앙시장),1055721900.0,2858406783.0,810.0,1303360.3703703703,3528897.262962963,0.3693392788873745
종각역,108120164818.0,292855246990.0,15162.0,7130996.2285978105,19315080.26579607,0.3691931967389061
국립정신건강센터,2698093793.0,7312850542.0,912.0,2958436.1765350876,8018476.471491228,0.3689524047434033
상도역 5번,6140604737.0,16648948236.0,2160.0,2842872.563425926,7707846.405555556,0.3688283878330631
돌곶이시장(석관황금시장),470387793.0,1276045436.0,498.0,944553.8012048192,2562340.232931727,0.3686293447939576
봉천제일종합시장,102809852.0,279011662.0,90.0,1142331.6888888888,3100129.577777778,0.3684786910448209
양재역 8번(양재동우체국),16220945093.0,44029611555.0,3300.0,4915437.906969697,13342306.531818181,0.36840990688136
금빛새마을금고본점,267388132.0,725794517.0,174.0,1536713.4022988505,4171232.856321839,0.36840748412542773
연신내역 7번,2903088923.0,7883224513.0,1932.0,1502634.0181159421,4080343.9508281574,0.3682616064292726
한국의류시험연구원,741541352.0,2013896579.0,654.0,1133855.2782874617,3079352.5672782874,0.36821223082280236
양천향교역 7번,6801270271.0,18472094221.0,2166.0,3140013.9755309327,8528206.011542013,0.3681916186453822
면목역 1번,231487035.0,628739831.0,444.0,521367.1959459459,1416080.7004504504,0.36817618923843876
영림시장,7452983095.0,20245188328.0,2964.0,2514501.7189608635,6830360.434547909,0.3681360219648928
강동구청역,15962164489.0,43373795355.0,4338.0,3679613.7595666205,9998569.699170124,0.36801401303148656
장곡초등학교,1862822988.0,5064422784.0,804.0,2316944.0149253733,6299033.313432836,0.36782533122732275
마포구청역 1번,4929797397.0,13405887906.0,954.0,5167502.512578616,14052293.402515722,0.36773374740762954
어린이대공원역,15592107072.0,42419246121.0,5184.0,3007736.703703704,8182724.946180556,0.36757152702629003
동교초등학교,1992863364.0,5423509500.0,1338.0,1489434.5022421526,4053445.067264574,0.36744904088395164
대치사거리,8363711530.0,22774264908.0,1980.0,4224096.732323232,11502153.993939394,0.3672439731331152
디지털단지오거리,1721322934.0,4688167008.0,1602.0,1074483.7290886391,2926446.3220973783,0.36716331373491884
송천초등학교,530909538.0,1446364997.0,780.0,680653.2538461538,1854314.0987179487,0.36706470296307925
충정로현대아파트,990746051.0,2700492340.0,738.0,1342474.3238482384,3659203.712737127,0.36687608267757577
서울국제고등학교,1620886510.0,4419750748.0,1122.0,1444640.3832442067,3939171.789661319,0.3667370859620249
태릉입구역 4번,403477986.0,1100411769.0,498.0,810196.7590361446,2209662.186746988,0.36666091491066194
광진정말공원,2997461009.0,8179820504.0,1158.0,2588481.0094991364,7063748.276338515,0.3664458171831786
우사단길,4550831018.0,12418924017.0,2136.0,2130538.8661048687,5814103.004213483,0.3664432612495627
양화대교북단,609132507.0,1662900864.0,288.0,2115043.4270833335,5773961.333333333,0.36630716850719014
등촌3동주민센터,5734857538.0,15657681110.0,2304.0,2489087.473090278,6795868.537326389,0.3662648062449907
까치산역 4번,3774817174.0,10310954547.0,2454.0,1538230.3072534637,4201692.969437653,0.3660977416584862
석촌역 6번,1319534673.0,3605643063.0,1212.0,1088724.9777227722,2974953.0222772276,0.3659637545770015
언주중학교,13374115.0,36547129.0,72.0,185751.59722222222,507599.0138888889,0.36594160378507434
숙대입구,14708489925.0,40199262452.0,4158.0,3537395.3643578645,9667932.287638288,0.36588954691799874
암사역 3번(천호동자전거거리),3359811925.0,9183594779.0,1458.0,2304397.753772291,6298761.851165981,0.3658493221720579
